Timestep[1] 	 x_error[2] 	 command_torques[4] 	 joint_gravity[4] 	 effective_joint_gravity[4] 	 alpha[1] 	 colinearity[1]
2.63906	-5.18556e-09 -1.08283e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.64011	-5.14838e-09 -1.07496e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.64107	-5.11127e-09 -1.06711e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.64207	-5.07399e-09 -1.05921e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.64311	-5.03869e-09 -1.05174e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.64406	-5.00223e-09 -1.04402e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.64506	-4.96569e-09 -1.03628e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.64606	-4.92635e-09 -1.02796e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.64707	-4.90483e-09 -1.02342e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.64806	-4.86896e-09 -1.01582e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.64907	-4.82629e-09 -1.00678e-08	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.65006	-4.78377e-09 -9.97789e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.65106	-4.75222e-09 -9.91117e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.65206	-4.71728e-09 -9.83728e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.65306	-4.68215e-09 -9.76299e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.65406	-4.64787e-09 -9.69047e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.65506	-4.61001e-09 -9.61041e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.65606	-4.57579e-09 -9.53804e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
2.65706	-4.54479e-09 -9.47246e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.65806	-4.51121e-09 -9.40141e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.65906	 -4.4741e-09 -9.32291e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.66011	-4.45068e-09  -9.2734e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.66111	-4.41036e-09 -9.18811e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.66207	-4.37724e-09 -9.11809e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.66311	-4.34336e-09 -9.04643e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.66411	-4.31059e-09  -8.9771e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.66511	 -4.2757e-09 -8.90334e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.66607	-4.24643e-09 -8.84144e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.66712	-4.21409e-09 -8.77294e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.66811	-4.18118e-09 -8.70335e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.66907	-4.14693e-09 -8.63092e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.67007	-4.11852e-09 -8.57081e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.67107	-4.08384e-09 -8.49744e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.67207	-4.05453e-09  -8.4355e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.67307	-4.02122e-09 -8.36501e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.67407	-3.99236e-09 -8.30398e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.67507	-3.96158e-09 -8.23887e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.67607	-3.93085e-09 -8.17384e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.67707	-3.90105e-09 -8.11079e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.67806	-3.87075e-09  -8.0467e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.67913	-3.83965e-09  -7.9809e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.68011	-3.80963e-09 -7.91743e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.68111	-3.77984e-09 -7.85442e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.68211	-3.75005e-09 -7.79142e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.68311	-3.71846e-09 -7.72452e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.68411	-3.68922e-09  -7.6627e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.68511	 -3.6622e-09 -7.60562e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.68607	-3.63398e-09 -7.54594e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.68707	-3.60667e-09 -7.48815e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.68807	-3.58211e-09 -7.43621e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.68907	-3.55004e-09 -7.36838e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.69007	-3.51886e-09 -7.30245e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.69107	 -3.4878e-09 -7.23682e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.69207	-3.46243e-09 -7.18321e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.69307	-3.43507e-09 -7.12533e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.69406	-3.41047e-09 -7.07333e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.69506	-3.37754e-09 -7.00375e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
2.69606	-3.35742e-09 -6.96133e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
2.69706	-3.33025e-09 -6.90391e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
2.69806	-3.30327e-09 -6.84692e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
2.69907	 -3.2763e-09 -6.78998e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.70007	-3.24762e-09 -6.72934e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.70111	-3.21588e-09 -6.66237e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.70207	-3.19142e-09 -6.61086e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.70307	-3.16513e-09 -6.55541e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.70407	-3.13859e-09  -6.4994e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.70507	-3.11371e-09 -6.44691e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.70607	 -3.0869e-09 -6.39037e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.70707	-3.06141e-09 -6.33658e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.70807	-3.03577e-09 -6.28251e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.70907	-3.00918e-09 -6.22645e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.71011	-2.98582e-09 -6.17712e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.71111	-2.96079e-09 -6.12434e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.71211	-2.93593e-09 -6.07192e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.71311	-2.90948e-09 -6.01612e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.71411	-2.88669e-09 -5.96808e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.71511	-2.86229e-09 -5.91661e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.71607	-2.83992e-09 -5.86944e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.71711	-2.81451e-09 -5.81576e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.71811	-2.78832e-09 -5.76053e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.71907	-2.76459e-09 -5.71049e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.72007	-2.74094e-09 -5.66061e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.72107	-2.71737e-09 -5.61086e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.72207	-2.69565e-09 -5.56511e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.72307	-2.67224e-09 -5.51571e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.72407	-2.65001e-09  -5.4688e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.72508	-2.62647e-09 -5.41909e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.72607	-2.60367e-09 -5.37102e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.72706	-2.58264e-09 -5.32665e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.72806	  -2.563e-09 -5.28527e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
2.72906	-2.54034e-09 -5.23748e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
2.73006	-2.51831e-09 -5.19105e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
2.73106	 -2.4962e-09 -5.14446e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
2.73206	-2.46985e-09 -5.08895e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.73311	 -2.4487e-09 -5.04438e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.73411	-2.42488e-09 -4.99427e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.73511	-2.40491e-09 -4.95221e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.73607	-2.38207e-09 -4.90413e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.73707	-2.36083e-09 -4.85939e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.73807	-2.33974e-09 -4.81497e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.73911	-2.31878e-09 -4.77078e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.74009	-2.29794e-09 -4.72686e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.74109	-2.27722e-09 -4.68318e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.74209	-2.25867e-09 -4.64406e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.74311	-2.23819e-09 -4.60088e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.74411	 -2.2174e-09 -4.55708e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.74509	-2.19708e-09 -4.51423e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.74611	-2.17711e-09 -4.47216e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.74711	-2.15714e-09 -4.43007e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.74811	-2.13688e-09 -4.38734e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.74907	-2.11632e-09 -4.34394e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.75007	-2.09868e-09 -4.30674e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.75107	-2.07874e-09 -4.26471e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.75207	-2.05945e-09 -4.22405e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.75307	  -2.039e-09 -4.18094e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.75407	-2.02103e-09 -4.14311e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.75507	-2.00221e-09 -4.10343e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.75607	-1.98419e-09 -4.06544e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.75707	-1.96549e-09 -4.02601e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.75807	-1.94982e-09 -3.99305e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.75907	-1.92814e-09 -3.94733e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.76007	-1.90999e-09 -3.90908e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.76107	 -1.8904e-09 -3.86779e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.76207	 -1.8735e-09 -3.83222e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.76307	-1.85595e-09 -3.79524e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.76407	-1.83814e-09 -3.75778e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.76507	-1.82082e-09 -3.72131e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.76607	-1.80326e-09 -3.68433e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.76707	-1.78589e-09  -3.6477e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.76807	-1.76693e-09 -3.60781e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.76907	 -1.7497e-09 -3.57152e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.77007	-1.73436e-09  -3.5393e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.77107	-1.71577e-09 -3.50008e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.77207	-1.69846e-09 -3.46369e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.77307	-1.68376e-09 -3.43273e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.77407	-1.66683e-09 -3.39712e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.77507	-1.65021e-09  -3.3621e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
2.77607	-1.63399e-09 -3.32796e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.77707	-1.61797e-09 -3.29424e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.77807	-1.60201e-09 -3.26065e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.77907	-1.58548e-09 -3.22583e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.78007	-1.56958e-09 -3.19241e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.78107	-1.55384e-09 -3.15928e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.78207	-1.53811e-09 -3.12619e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.78307	-1.52139e-09 -3.09095e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.78407	-1.50749e-09 -3.06172e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.78507	-1.49197e-09 -3.02906e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.78607	-1.47542e-09 -2.99426e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.78707	-1.46029e-09 -2.96243e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.78807	-1.44526e-09  -2.9308e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
2.78907	-1.43033e-09 -2.89936e-09	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
