Timestep 	 x[2] 	 x_desired[2] 	 command torques[5] 	 f contact[2]
0.206074	  3.33445 -0.299726	  3.34494 -0.187586	 43.9105  50.9493  22.4405  5.83014 -2.86345	-1.86506e-12     -8.26697
0.207078	  3.33494 -0.299721	  3.34537 -0.187586	 43.9522  51.0197  22.4708  5.86462 -2.87194	-1.83678e-12     -8.28507
0.20808	  3.33554 -0.299718	   3.3458 -0.187586	 43.9933  51.1157  22.5481  5.84426 -2.86913	-1.7949e-12    -8.30273
0.209109	  3.33603 -0.299714	  3.34667 -0.187586	 44.0263  51.1774  22.6102  5.81036 -2.86407	-1.73405e-12     -8.31997
0.210108	  3.33661 -0.299708	   3.3471 -0.187586	 44.0967  51.3193  22.7312  5.76742 -2.85969	-1.64334e-12     -8.33683
0.211107	  3.33709 -0.299705	  3.34754 -0.187586	 44.1317  51.4006  22.8059  5.73177 -2.85481	-1.5147e-12    -8.35333
0.212105	3.33768 -0.2997	  3.34797 -0.187586	 44.1609  51.4452  22.8476   5.7102 -2.85367	-1.40205e-12     -8.36949
0.213063	   3.3382 -0.299697	   3.3484 -0.187586	 44.1609  51.4452  22.8476   5.7102 -2.85367	-1.36038e-12     -8.38531
0.214106	  3.33873 -0.299693	  3.34885 -0.187586	 44.1913  51.5033  22.9032  5.67961 -2.85066	-1.31212e-12     -8.40082
0.215077	   3.3392 -0.299691	  3.34885 -0.187586	 44.2211  51.5563  22.9504  5.65698 -2.84952	-1.2634e-12    -8.41602
0.216156	  3.33972 -0.299687	  3.34929 -0.187586	 44.2465  51.6262   23.055  5.55255 -2.83185	-1.25518e-12     -8.43091
0.217071	  3.34026 -0.299682	  3.35013 -0.187586	 44.3078  51.7086  23.0893  5.58293 -2.84636	-1.25973e-12     -8.44555
0.218108	  3.34074 -0.299678	  3.35056 -0.187586	 44.3369  51.7631  23.1359  5.56124 -2.84612	-1.24887e-12     -8.45993
0.2191	  3.34126 -0.299677	  3.35098 -0.187586	44.3604 51.7984 23.1772 5.52492 -2.8436	-1.24023e-12     -8.47407
0.220097	  3.34182 -0.299672	  3.35141 -0.187586	 44.3807  51.8134   23.196  5.50321 -2.84468	-1.25627e-12     -8.48797
0.2211	  3.34228 -0.299669	  3.35185 -0.187586	  44.408   51.864  23.2395  5.48084 -2.84481	-1.27871e-12     -8.50165
0.222101	   3.3428 -0.299667	  3.35226 -0.187586	 44.4223  51.8898  23.3113  5.37742 -2.82995	-1.26563e-12     -8.51511
0.223101	  3.34332 -0.299663	  3.35269 -0.187586	  44.448  51.9028  23.2884  5.42529 -2.84531	-1.26313e-12     -8.52837
0.224101	  3.34382 -0.299659	  3.35312 -0.187586	 44.4691  51.9274  23.3128  5.40365 -2.84672	-1.25799e-12     -8.54146
0.225103	  3.34431 -0.299658	  3.35354 -0.187586	 44.4886  51.9497  23.3407  5.37262 -2.84649	-1.21998e-12     -8.55436
0.226101	   3.3448 -0.299655	  3.35396 -0.187586	  44.508  51.9693  23.3611  5.35085 -2.84829	-1.18743e-12     -8.56709
0.227108	  3.34524 -0.299652	   3.3544 -0.187586	 44.5308  52.0055  23.3935  5.32852 -2.84954	-1.13694e-12     -8.57964
0.228104	  3.34572 -0.299648	  3.35483 -0.187586	 44.5491  52.0215  23.4112  5.30659 -2.85162	-1.08428e-12     -8.59202
0.229101	  3.34616 -0.299647	  3.35525 -0.187586	  44.569  52.0519  23.4466   5.2709 -2.85073	-1.04588e-12     -8.60424
0.230111	  3.34673 -0.299644	  3.35565 -0.187586	 44.5764  52.0212  23.4306  5.24958 -2.85469	-1.0571e-12    -8.61632
0.231108	  3.34717 -0.299643	  3.35609 -0.187586	 44.5954   52.047  23.4587  5.22057 -2.85538	-1.14903e-12     -8.62825
0.232077	 3.34768 -0.29964	  3.35649 -0.187586	  44.606  52.0332  23.4542  5.19944 -2.85905	-1.27304e-12     -8.64005
0.233064	   3.3481 -0.299638	  3.35691 -0.187586	 44.6263  52.0629  23.4806  5.17786 -2.86125	-1.40446e-12     -8.65171
0.234106	  3.34861 -0.299637	  3.35733 -0.187586	44.6337  52.042 23.4764 5.14658 -2.8634	-1.46453e-12     -8.66324
0.235104	  3.34908 -0.299635	  3.35775 -0.187586	 44.6462    52.04  23.4801  5.12487 -2.86682	-1.49091e-12     -8.67465
0.236105	  3.34955 -0.299632	  3.35817 -0.187586	  44.658  52.0358  23.4821  5.10314 -2.87038	-1.51765e-12     -8.68594
0.237106	  3.34997 -0.299629	  3.35858 -0.187586	 44.6743   52.052  23.4984  5.08155 -2.87333	-1.5221e-12    -8.69711
0.238108	  3.35047 -0.299629	    3.359 -0.187586	 44.6781  52.0207  23.4876  5.04781 -2.87575	-1.49005e-12     -8.70816
0.239105	  3.35093 -0.299627	  3.35941 -0.187586	 44.6877  52.0102  23.4846  5.02614 -2.87977	-1.43414e-12     -8.71911
0.240105	  3.35139 -0.299625	  3.35983 -0.187586	 44.6966  51.9977  23.4801  5.00446 -2.88393	-1.39058e-12     -8.72994
0.241064	   3.3518 -0.299623	  3.36024 -0.187586	 44.7104  52.0062  23.4905  4.98296 -2.88742	-1.32393e-12     -8.74068
0.242105	   3.3523 -0.299623	  3.36065 -0.187586	 44.7112  51.9664  23.4725  4.95018 -2.89065	-1.2315e-12    -8.75131
0.243139	  3.35276 -0.299621	  3.36065 -0.187586	 44.7112  51.9664  23.4725  4.95018 -2.89065	-1.15876e-12     -8.76184
0.244101	  3.35321 -0.299619	   3.3615 -0.187586	 44.7241  51.9265  23.4526  4.90608 -2.89974	-1.10685e-12     -8.77226
0.245095	  3.35365 -0.299617	  3.36191 -0.187586	 44.7297  51.9046  23.4408  4.88446 -2.90455	-1.09162e-12     -8.78259
0.246096	   3.3541 -0.299617	  3.36232 -0.187586	 44.7339  51.8815  23.4336   4.8529 -2.90764	-1.07563e-12     -8.79282
0.247095	  3.35451 -0.299615	  3.36271 -0.187586	 44.7426  51.8729  23.4306  4.83236 -2.91229	-1.04414e-12     -8.80295
0.248096	  3.35499 -0.299613	  3.36312 -0.187586	 44.7424  51.8295  23.4031  4.81066 -2.91807	-1.03039e-12       -8.813
0.249095	  3.35543 -0.299614	  3.36352 -0.187586	 44.7449  51.8008  23.3899  4.78223 -2.92209	-1.04469e-12     -8.82297
0.250062	  3.35584 -0.299612	  3.36393 -0.187586	 44.7512  51.7851   23.382   4.7609 -2.92693	-1.0655e-12    -8.83285
0.251059	  3.35628 -0.299611	  3.36435 -0.187586	 44.7526  51.7511  23.3612  4.73882 -2.93237	-1.10081e-12     -8.84265
0.252058	  3.35671 -0.299609	  3.36475 -0.187586	 44.7551  51.7215  23.3431  4.71764 -2.93787	-1.1492e-12    -8.85236
0.253058	  3.35715 -0.299609	  3.36515 -0.187586	 44.7542  51.6824  23.3228  4.68796 -2.94227	-1.22101e-12       -8.862
0.254061	  3.35756 -0.299608	  3.36555 -0.187586	 44.7568  51.6546  23.3058   4.6667 -2.94775	-1.2879e-12    -8.87156
0.255059	  3.35804 -0.299607	  3.36595 -0.187586	 44.7504  51.5925  23.2641  4.64508 -2.95458	-1.34445e-12     -8.88103
0.256058	  3.35846 -0.299608	  3.36636 -0.187586	  44.749  51.5536  23.2428  4.61703 -2.95934	-1.42559e-12     -8.89043
0.257058	  3.35889 -0.299607	  3.36676 -0.187586	 44.7477  51.5127  23.2162  4.59577 -2.96544	-1.49656e-12     -8.89973
0.258106	  3.35932 -0.299606	  3.36716 -0.187586	 44.7459  51.4705  23.1886  4.57451 -2.97161	-1.53674e-12     -8.90896
0.259108	  3.35974 -0.299605	  3.36756 -0.187586	 44.7436  51.4273  23.1601  4.55329 -2.97785	-1.6027e-12    -8.91811
0.260106	  3.36016 -0.299604	  3.36796 -0.187586	 44.7408  51.3827  23.1306  4.53207 -2.98416	-1.68433e-12     -8.92718
0.261069	  3.36058 -0.299605	  3.36836 -0.187586	 44.7366  51.3371  23.1053  4.50221 -2.98902	-1.75365e-12     -8.93617
0.262104	  3.36101 -0.299605	  3.36876 -0.187586	 44.7366  51.3371  23.1053  4.50221 -2.98902	-1.79258e-12     -8.94507
0.2631	  3.36142 -0.299604	  3.36915 -0.187586	 44.7283  51.2403  23.0403  4.46001 -3.00211	-1.84318e-12     -8.95389
0.264102	  3.36181 -0.299603	  3.36955 -0.187586	  44.728  51.2077  23.0192  4.43922 -3.00807	-1.8884e-12    -8.96264
0.265069	  3.36223 -0.299602	  3.36995 -0.187586	 44.7226  51.1562  22.9844  4.41814 -3.01478	-1.92983e-12     -8.97132
0.266067	  3.36263 -0.299601	  3.37034 -0.187586	44.7186 51.1104 22.9536  4.3972 -3.0213	-1.96529e-12     -8.97993
0.267107	  3.36304 -0.299603	  3.37075 -0.187586	44.7116  51.058 22.9231 4.36727 -3.0265	-1.98167e-12     -8.98846
0.268107	  3.36346 -0.299602	  3.37114 -0.187586	 44.7036  50.9985  22.8823  4.34632 -3.03362	-1.97975e-12     -8.99692
0.2691	  3.36387 -0.299602	  3.37152 -0.187586	 44.6966  50.9432   22.844  4.32607 -3.04073	-1.95924e-12     -9.00532
0.270111	  3.36432 -0.299601	  3.37191 -0.187586	 44.6826  50.8628  22.7879  4.30487 -3.04871	-1.88996e-12     -9.01364
0.271103	3.36469 -0.2996	   3.3723 -0.187586	 44.6826  50.8628  22.7879  4.30487 -3.04871	-1.8437e-12    -9.02189
0.2721	  3.36506 -0.299601	   3.3727 -0.187586	  44.672  50.7948  22.7834  4.19246 -3.04876	-1.80632e-12     -9.03006
0.273103	  3.36549 -0.299603	  3.37309 -0.187586	 44.6637  50.7126  22.6892  4.23602 -3.06796	-1.75918e-12     -9.03817
0.274102	  3.36594 -0.299602	  3.37347 -0.187586	 44.6482  50.6286  22.6296  4.21576 -3.07636	-1.73391e-12     -9.04624
0.275099	   3.3663 -0.299602	  3.37387 -0.187586	 44.644 50.5873 22.6019 4.19498 -3.0827	-1.69907e-12     -9.05423
0.2761	   3.3667 -0.299602	  3.37426 -0.187586	 44.6356  50.5312  22.5631  4.17449 -3.08979	-1.6647e-12    -9.06216
0.277103	   3.3671 -0.299601	  3.37464 -0.187586	 44.6254  50.4689  22.5197  4.15393 -3.09713	-1.66702e-12     -9.07001
0.278101	3.36753 -0.2996	  3.37502 -0.187586	 44.6082  50.3815  22.4578  4.13352 -3.10562	-1.67362e-12     -9.07778
0.2791	  3.36786 -0.299601	  3.37541 -0.187586	 44.6034  50.3662  22.4895  4.04177 -3.09892	-1.70008e-12     -9.08548
0.280101	  3.36833 -0.299603	  3.37578 -0.187586	 44.5851  50.2518  22.3708  4.08611 -3.11956	-1.74831e-12     -9.09312
0.281101	  3.36873 -0.299603	  3.37617 -0.187586	44.5726 50.1836 22.3229 4.06585 -3.1272	-1.8077e-12    -9.10071
0.282065	  3.36907 -0.299603	  3.37655 -0.187586	   44.57  50.1509  22.3008  4.04612 -3.13335	-1.86117e-12     -9.10823
0.283064	   3.3695 -0.299603	  3.37693 -0.187586	44.5508 50.0599 22.2364 4.02537 -3.1419	-1.90079e-12     -9.11568
0.28406	  3.36986 -0.299602	  3.37731 -0.187586	 44.5431  50.0097  22.2015  4.00554 -3.14879	-1.94683e-12     -9.12305
0.285058	  3.37025 -0.299602	  3.37769 -0.187586	44.5301 49.9417 22.1537 3.98535 -3.1564	-1.9496e-12    -9.13035
0.286109	  3.37067 -0.299602	  3.37807 -0.187586	 44.5125  49.8577  22.0942  3.96494 -3.16468	-1.90481e-12     -9.13758
0.28712	  3.37106 -0.299603	  3.37845 -0.187586	 44.5125  49.8577  22.0942  3.96494 -3.16468	-1.87385e-12     -9.14474
0.288127	  3.37144 -0.299604	  3.37884 -0.187586	 44.4842  49.7184       22  3.91758 -3.17879	-1.81728e-12     -9.15182
0.289098	  3.37182 -0.299604	   3.3792 -0.187586	 44.4707  49.6502  21.9515  3.89845 -3.18661	-1.74173e-12     -9.15883
0.290095	  3.37221 -0.299604	  3.37957 -0.187586	 44.4564  49.5798  21.9017  3.87857 -3.19434	-1.64398e-12     -9.16577
0.291098	  3.37257 -0.299604	  3.37995 -0.187586	 44.4463  49.5247   21.863  3.85906 -3.20142	-1.55344e-12     -9.17265
0.292095	  3.37294 -0.299604	  3.38033 -0.187586	 44.4323  49.4562  21.8147  3.83891 -3.20896	-1.50028e-12     -9.17946
0.293095	  3.37336 -0.299608	   3.3807 -0.187586	 44.4006  49.3661  21.8122  3.71033 -3.19989	-1.45795e-12     -9.18621
0.294095	  3.37373 -0.299607	  3.38107 -0.187586	 44.3957  49.2905  21.6977  3.79724 -3.22533	-1.4324e-12    -9.19291
0.295096	  3.37409 -0.299608	  3.38144 -0.187586	 44.3847  49.2337  21.6576   3.7781 -3.23248	-1.41823e-12     -9.19958
0.296096	  3.37446 -0.299608	  3.38181 -0.187586	 44.3688  49.1607  21.6057  3.75854 -3.24029	-1.38383e-12      -9.2062
0.297095	  3.37484 -0.299608	  3.38218 -0.187586	 44.3525  49.0865  21.5529  3.73902 -3.24814	-1.36216e-12     -9.21275
0.298102	  3.37524 -0.299609	  3.38255 -0.187586	 44.3312   48.996  21.4883  3.71921 -3.25667	-1.35787e-12     -9.21924
0.299107	  3.37564 -0.299609	  3.38292 -0.187586	 44.3312   48.996  21.4883  3.71921 -3.25667	-1.32917e-12     -9.22566
0.300108	  3.37597 -0.299609	  3.38328 -0.187586	44.3016 48.8599 21.3916 3.68071 -3.2718	-1.31762e-12     -9.23202
0.301105	  3.37634 -0.299609	  3.38365 -0.187586	 44.2845  48.7849  21.3381  3.66143 -3.27965	-1.3046e-12    -9.23831
0.302102	  3.37672 -0.299609	  3.38401 -0.187586	 44.2671  48.7092  21.2842  3.64217 -3.28752	-1.32468e-12     -9.24454
0.303107	  3.37711 -0.299611	  3.38438 -0.187586	 44.2453  48.6207  21.2234  3.61818 -3.29519	-1.30678e-12     -9.25071
0.304113	  3.37748 -0.299612	  3.38474 -0.187586	 44.2453  48.6207  21.2234  3.61818 -3.29519	-1.25531e-12     -9.25681
0.305106	  3.37784 -0.299613	   3.3851 -0.187586	 44.2096  48.4679  21.1142  3.58008 -3.31098	-1.22784e-12     -9.26285
0.30611	  3.37821 -0.299613	  3.38546 -0.187586	 44.1915  48.3917  21.0598  3.56112 -3.31884	-1.13497e-12     -9.26883
0.307111	  3.37859 -0.299614	  3.38582 -0.187586	  44.171  48.3076  20.9995  3.54206 -3.32703	-1.0373e-12    -9.27476
0.308106	  3.37896 -0.299614	  3.38618 -0.187586	 44.1525  48.2308  20.9446  3.52322 -3.33489	-9.46548e-13     -9.28064
0.309104	  3.37932 -0.299614	  3.38654 -0.187586	 44.1337  48.1532   20.889  3.50442 -3.34278	-8.61035e-13     -9.28645
0.310108	  3.37967 -0.299615	   3.3869 -0.187586	 44.1174  48.0842  20.8397  3.48588 -3.35029	-7.64767e-13     -9.29222
0.311111	  3.38005 -0.299615	  3.38726 -0.187586	  44.096  47.9991  20.7786  3.46703 -3.35847	-6.71384e-13     -9.29792
0.312105	  3.38041 -0.299616	  3.38762 -0.187586	 44.0768  47.9213  20.7229  3.44843 -3.36633	-5.93346e-13     -9.30358
0.313105	  3.38077 -0.299616	  3.38797 -0.187586	44.0573 47.8429 20.6667 3.42988 -3.3742	-5.68244e-13     -9.30918
0.314108	  3.38109 -0.299616	  3.38833 -0.187586	 44.0473  47.7959  20.6332  3.41214 -3.38071	-5.69535e-13     -9.31473
0.315063	 3.38149 -0.29962	  3.38868 -0.187586	 44.0177  47.6863   20.556  3.38999 -3.38941	-5.27233e-13     -9.32024
0.316091	 3.38184 -0.29962	  3.38903 -0.187586	44.0003 47.6159 20.5056 3.37185 -3.3969	-5.30088e-13     -9.32569
0.317094	  3.38218 -0.299621	  3.38939 -0.187586	 43.9832  47.5469  20.4561  3.35367 -3.40429	-5.71964e-13      -9.3311
0.318096	  3.38256 -0.299622	  3.38973 -0.187586	 43.9578  47.4511  20.3871  3.33523 -3.41289	-6.09993e-13     -9.33646
0.319095	  3.38289 -0.299622	  3.39008 -0.187586	 43.944 47.3933 20.3456 3.31765 -3.4198	-5.92668e-13     -9.34178
0.320093	  3.38329 -0.299623	  3.39045 -0.187586	 43.9134  47.2816  20.2654  3.29825 -3.42889	-5.44904e-13     -9.34706
0.321062	  3.38362 -0.299623	  3.39079 -0.187586	 43.8984  47.2204  20.2215  3.28079 -3.43593	-4.97983e-13     -9.35228
0.322092	  3.38398 -0.299624	  3.39113 -0.187586	  43.876  47.1357  20.1602   3.2631 -3.44404	-4.31736e-13     -9.35747
0.323092	  3.38434 -0.299625	  3.39148 -0.187586	  43.853  47.0497  20.0985  3.24483 -3.45204	-3.24499e-13     -9.36261
0.324062	  3.38467 -0.299625	  3.39183 -0.187586	 43.8371  46.9866  20.0532  3.22728 -3.45905	-2.01943e-13      -9.3677
0.32509	  3.38501 -0.299626	  3.39217 -0.187586	  43.818  46.9134  20.0005  3.20987 -3.46656	-1.24126e-13     -9.37275
0.326093	  3.38538 -0.299626	  3.39251 -0.187586	 43.7919  46.8183  19.9318  3.19198 -3.47501	-1.19673e-13     -9.37776
0.327062	  3.38571 -0.299627	  3.39286 -0.187586	 43.7735  46.7484  19.8817  3.17426 -3.48221	-9.60277e-14     -9.38273
0.328092	  3.38609 -0.299627	   3.3932 -0.187586	 43.7472  46.6535  19.8131  3.15646 -3.49062	-4.54806e-14     -9.38765
0.329093	  3.38643 -0.299628	  3.39354 -0.187586	 43.7258  46.5744  19.7562  3.13901 -3.49827	-1.71612e-15     -9.39254
0.330096	  3.38674 -0.299629	  3.39387 -0.187586	 43.7123  46.5206  19.7173  3.12254 -3.50487	3.34627e-14    -9.39738
0.331062	   3.3871 -0.299629	  3.39422 -0.187586	 43.6875  46.4314  19.6531  3.10474 -3.51288	3.65879e-14    -9.40219
0.332105	 3.38745 -0.29963	  3.39457 -0.187586	 43.6875  46.4314  19.6531  3.10474 -3.51288	3.57505e-14    -9.40695
0.333107	 3.38779 -0.29963	   3.3949 -0.187586	 43.6641  46.3472  19.5925    3.087 -3.52063	9.71945e-16    -9.41168
0.3341	  3.38813 -0.299631	  3.39524 -0.187586	 43.6426  46.2688  19.5359  3.07002 -3.52823	-4.54916e-14     -9.41637
0.335106	  3.38849 -0.299631	  3.39556 -0.187586	  43.596   46.102  19.4153  3.03583 -3.54379	-4.159e-14   -9.42102
0.336063	  3.38882 -0.299632	  3.39556 -0.187586	  43.596   46.102  19.4153  3.03583 -3.54379	-3.93512e-14     -9.42564
0.337111	  3.38912 -0.299632	  3.39623 -0.187586	 43.5616  45.9743  19.3232  3.00291 -3.55753	-5.34564e-14     -9.43021
0.338101	  3.38949 -0.299636	  3.39656 -0.187586	 43.5322  45.8737  19.2512  2.98413 -3.56575	-8.74514e-14     -9.43475
0.339104	  3.38984 -0.299637	  3.39689 -0.187586	 43.5076  45.7875  19.1889   2.9672 -3.57355	-1.40555e-13     -9.43926
0.3401	  3.39018 -0.299637	  3.39722 -0.187586	43.4852 45.7087  19.132 2.95056  -3.581	-1.64983e-13     -9.44373
0.341104	  3.39052 -0.299638	  3.39755 -0.187586	 43.4629  45.6304  19.0754  2.93401 -3.58841	-2.28189e-13     -9.44817
0.3421	  3.39084 -0.299639	  3.39788 -0.187586	 43.4428  45.5594  19.0241  2.91776 -3.59549	-3.00202e-13     -9.45257
0.343102	 3.39117 -0.29964	  3.39821 -0.187586	 43.4204  45.4813  18.9675  2.90136 -3.60287	-3.81534e-13     -9.45694
0.344102	 3.39151 -0.29964	  3.39853 -0.187586	 43.3978  45.4029  18.9109  2.88503 -3.61023	-4.74316e-13     -9.46127
0.345102	  3.39184 -0.299641	  3.39886 -0.187586	 43.3752  45.3248  18.8543  2.86876 -3.61756	-5.60043e-13     -9.46557
0.346104	  3.39217 -0.299642	  3.39918 -0.187586	 43.3525  45.2467  18.7979  2.85257 -3.62487	-6.61925e-13     -9.46983
0.347102	   3.3925 -0.299642	  3.39951 -0.187586	 43.3298  45.1688  18.7415  2.83646 -3.63215	-7.91366e-13     -9.47406
0.348104	  3.39283 -0.299643	  3.39983 -0.187586	 43.3071  45.0911  18.6853  2.82042 -3.63941	-8.74958e-13     -9.47826
0.349103	  3.39313 -0.299644	  3.40015 -0.187586	 43.2902  45.0315  18.6421  2.80505 -3.64586	-9.13024e-13     -9.48243
0.35011	  3.39349 -0.299644	  3.40047 -0.187586	43.2611 44.9349 18.5722 2.78852 -3.6539	-9.67529e-13     -9.48657
0.351101	  3.39383 -0.299645	  3.40079 -0.187586	  43.236  44.8509  18.5115  2.77247 -3.66136	-1.05399e-12     -9.49067
0.352109	  3.39416 -0.299646	  3.40111 -0.187586	 43.2131  44.7736  18.4555  2.75671 -3.66851	-1.14799e-12     -9.49475
0.353106	  3.39445 -0.299646	  3.40143 -0.187586	 43.1962  44.7148  18.4128  2.74167 -3.67485	-1.24495e-12     -9.49879
0.354107	  3.39478 -0.299647	  3.40174 -0.187586	 43.1733  44.6381  18.3573  2.72608 -3.68195	-1.33884e-12      -9.5028
0.355107	  3.39513 -0.299648	  3.40207 -0.187586	 43.1435  44.5412  18.2874  2.70952 -3.68982	-1.4044e-12    -9.50678
0.356106	  3.39544 -0.299648	  3.40238 -0.187586	 43.1242  44.4758  18.2399  2.69465 -3.69641	-1.44924e-12     -9.51073
0.357103	  3.39576 -0.299649	   3.4027 -0.187586	 43.1013  44.3998  18.1849  2.67917 -3.70339	-1.50246e-12     -9.51465
0.358102	 3.39609 -0.29965	    3.403 -0.187586	 43.0773  44.3208  18.1275  2.66402 -3.71056	-1.56843e-12     -9.51853
0.3591	 3.39641 -0.29965	  3.40331 -0.187586	 43.0544  44.2453  18.0728  2.64881 -3.71749	-1.67607e-12     -9.52239
0.360103	  3.39673 -0.299651	  3.40364 -0.187586	  43.031  44.1688  18.0176  2.63333 -3.72438	-1.76022e-12     -9.52622
0.361114	  3.39706 -0.299652	  3.40395 -0.187586	  43.005  44.0847  17.9567  2.61786 -3.73163	-1.81171e-12     -9.53002
0.362107	  3.39738 -0.299652	  3.40426 -0.187586	42.9819 44.0094 17.9022 2.60283 -3.7385	-1.87249e-12     -9.53378
0.363107	  3.39769 -0.299653	  3.40455 -0.187586	 42.9595  43.9363   17.849  2.58828 -3.74532	-1.92441e-12     -9.53752
0.364102	  3.39801 -0.299654	  3.40486 -0.187586	 42.9366  43.8621  17.7952  2.57344 -3.75209	-1.91904e-12     -9.54123
0.365088	   3.3983 -0.299654	  3.40517 -0.187586	 42.9189  43.8035  17.7526   2.5593 -3.75819	-1.87907e-12      -9.5449
0.366141	   3.3986 -0.299655	  3.40547 -0.187586	 42.8988   43.738   17.705  2.54494 -3.76455	-1.85323e-12     -9.54855
0.367103	  3.39894 -0.299655	  3.40578 -0.187586	 42.8695  43.6455  17.6382  2.52954 -3.77205	-1.78433e-12     -9.55217
0.36812	  3.39922 -0.299656	  3.40608 -0.187586	 42.8527  43.5899  17.5977  2.51574 -3.77795	-1.73787e-12     -9.55576
0.369088	  3.39955 -0.299652	  3.40638 -0.187586	 42.8276  43.5094  17.5394  2.50093 -3.78491	-1.7037e-12    -9.55933
0.370098	  3.39988 -0.299657	  3.40668 -0.187586	42.8002 43.4244 17.4779 2.48604  -3.792	-1.66351e-12     -9.56287
0.371092	  3.40017 -0.299658	  3.40698 -0.187586	 42.7816  43.3644  17.4342  2.47223 -3.79803	-1.65256e-12     -9.56639
0.372094	   3.4005 -0.299658	  3.40728 -0.187586	 42.7542  43.2786  17.3722  2.45738 -3.80512	-1.66145e-12     -9.56988
0.373093	  3.40081 -0.299659	  3.40758 -0.187586	 42.7311  43.2058  17.3195  2.44315 -3.81165	-1.62977e-12     -9.57334
0.374107	  3.40108 -0.299659	  3.40787 -0.187586	 42.7142  43.1512  17.2796  2.42981 -3.81739	-1.55176e-12     -9.57677
0.375062	 3.40142 -0.29966	  3.40818 -0.187586	 42.6849  43.0608  17.2145  2.41471 -3.82456	-1.47458e-12     -9.58018
0.376093	 3.40171 -0.29966	  3.40847 -0.187586	 42.6641  42.9953  17.1669  2.40106 -3.83073	-1.39312e-12     -9.58356
0.377093	  3.40203 -0.299661	  3.40876 -0.187586	 42.6426  42.9272   17.117  2.38836 -3.83724	-1.29951e-12     -9.58692
0.378098	  3.40233 -0.299661	  3.40905 -0.187586	 42.6162  42.8465  17.0591  2.37311 -3.84375	-1.19202e-12     -9.59025
0.379094	  3.40264 -0.299662	  3.40934 -0.187586	 42.5932  42.7753  17.0075  2.35932 -3.85008	-1.05637e-12     -9.59355
0.380091	  3.40294 -0.299662	  3.40964 -0.187586	 42.5704  42.7048  16.9564  2.34561 -3.85635	-9.29449e-13     -9.59683
0.381105	  3.40324 -0.299663	  3.40992 -0.187586	42.5476 42.6346 16.9055 2.33197 -3.8626	-8.04766e-13     -9.60008
0.382101	  3.40351 -0.299663	  3.41021 -0.187586	 42.5307  42.5812  16.8665  2.31925 -3.86812	-6.69611e-13      -9.6033
0.38311	  3.40384 -0.299664	   3.4105 -0.187586	 42.5018  42.4941  16.8037  2.30487 -3.87502	-5.69515e-13      -9.6065
0.384105	  3.40415 -0.299664	   3.4108 -0.187586	 42.4764   42.417  16.7481  2.29084 -3.88143	-4.98242e-13     -9.60968
0.38512	  3.40445 -0.299665	  3.41109 -0.187586	  42.454  42.3487  16.6986  2.27753 -3.88751	-4.23659e-13     -9.61282
0.38609	  3.40473 -0.299665	  3.41137 -0.187586	  42.454  42.3487  16.6986  2.27753 -3.88751	-3.70446e-13     -9.61595
0.387098	  3.40502 -0.299666	  3.41165 -0.187586	 42.4136  42.2251  16.6087  2.25183 -3.89909	-3.55112e-13     -9.61904
0.388062	  3.40529 -0.299666	  3.41194 -0.187586	 42.3946  42.1666  16.5662  2.23914 -3.90469	-3.98408e-13     -9.62212
0.389095	  3.40561 -0.299666	  3.41221 -0.187586	 42.3662  42.0822  16.5053   2.2253 -3.91136	-4.34926e-13     -9.62517
0.390093	  3.40589 -0.299667	  3.41249 -0.187586	 42.3477  42.0258  16.4641  2.21296 -3.91687	-4.92491e-13     -9.62819
0.391092	  3.40617 -0.299667	  3.41277 -0.187586	 42.3268  41.9626  16.4183  2.20027 -3.92261	-5.01803e-13      -9.6312
0.392092	  3.40649 -0.299668	  3.41305 -0.187586	 42.2987  41.8795  16.3585  2.18645 -3.92912	-4.97574e-13     -9.63418
0.393061	  3.40675 -0.299668	  3.41333 -0.187586	 42.282 41.8287 16.3214 2.17448 -3.9343	-4.96662e-13     -9.63714
