Timestep 	 x_error[2] 	 command torques[5] 	 f contact[2]
16.0581	0.000204549    0.112075	 16.6668 -4.66196 -6.33175 0.397519 -4.06032	4.94317e-11    -9.82475
16.0591	0.000217279    0.112076	 16.6566 -4.66887 -6.33015 0.392402 -4.05924	-1.64769e-11     -9.82667
16.0601	0.00021944   0.112077	 16.6428 -4.68148 -6.33174 0.387436 -4.05863	      -0 -9.82733
16.0611	0.000232154    0.112079	 16.6329 -4.68837 -6.33031 0.382353 -4.05755	1.09825e-11    -9.83086
16.0621	0.000256775     0.11208	 16.6224 -4.69718 -6.32967 0.376148  -4.0562	      -0 -9.83267
16.0631	0.000272382    0.112081	 16.6126 -4.70448 -6.32859 0.370856 -4.05507	1.09773e-11    -9.83452
16.0641	0.000339705    0.112082	 16.5996 -4.72011 -6.33064 0.360621 -4.05276	-5.48765e-12     -9.83524
16.0651	0.000300382    0.112083	 16.5938 -4.71833 -6.32641  0.36075  -4.0529	-1.09694e-11     -9.83819
16.0661	0.000317481    0.112085	 16.5843 -4.72582 -6.32567 0.355388 -4.05175	1.09646e-11    -9.83995
16.0671	0.000331012    0.112086	 16.5752 -4.73269 -6.32476 0.350391 -4.05065	-1.09588e-11     -9.84178
16.0681	0.000343875    0.112087	 16.5663 -4.73948 -6.32395  0.34548 -4.04961	-1.64286e-11     -9.84361
16.0691	0.000363256    0.112088	  16.557 -4.74722 -6.32343  0.33995 -4.04832	     -0 -9.8453
16.0701	0.000387306    0.112089	 16.5199 -4.80215 -6.34651 0.328504 -4.04829	5.46985e-12    -9.84898
16.0711	0.000416128    0.112091	 16.6216 -4.74949 -6.34734 0.354167 -4.02857	5.48019e-12    -9.82119
16.0721	0.000399681    0.112094	 16.6354 -4.71535 -6.33144 0.372463 -4.02984	3.28789e-11    -9.82085
16.0731	0.000413162    0.112096	 16.6241 -4.72283 -6.33016 0.367112 -4.02878	-1.09608e-11     -9.82287
16.0741	0.000425442    0.112097	 16.6131 -4.73019 -6.32893 0.361843 -4.02774	      -0 -9.82486
16.0751	0.000464008    0.112099	 16.6001 -4.74159 -6.32898 0.354071 -4.02594	-5.48039e-12      -9.8266
16.0761	0.000482954      0.1121	  16.589 -4.74996 -6.32833 0.348256 -4.02478	3.28795e-11    -9.82857
16.0771	0.000490094    0.112102	 16.5791  -4.7565 -6.32731 0.343622 -4.02402	-1.64375e-11     -9.83071
16.0781	0.000521353    0.112103	 16.5675 -4.76675 -6.32753 0.336707 -4.02258	3.28681e-11    -9.83253
16.0791	0.000456954    0.112105	 16.5622 -4.76156 -6.32191 0.338837 -4.02317	-3.28596e-11     -9.83481
16.0801	0.000502504    0.112106	 16.5447 -4.78349 -6.32802 0.329471  -4.0218	-1.09498e-11      -9.8371
16.0811	0.000558457    0.112108	 16.5319 -4.79768 -6.32999 0.320267 -4.01979	-5.47256e-12     -9.83881
16.0821	0.000526081    0.112109	 16.5252 -4.79765 -6.32671 0.319471 -4.01979	-5.47012e-12     -9.84094
16.0831	0.000543367     0.11211	 16.5153 -4.80564 -6.32652 0.313952 -4.01865	-5.46726e-12     -9.84277
16.0841	0.000593363    0.112112	 16.5034 -4.81884 -6.32837 0.305376 -4.01677	-0 -0
16.0851	0.000548207    0.112116	 16.4934 -4.82392 -6.32706 0.301786 -4.01676	1.09917e-11    -9.84726
16.0861	0.000595936    0.112118	 16.4818 -4.83651  -6.3287 0.293474 -4.01476	-1.09927e-11     -9.84877
16.0871	0.000625068    0.112119	 16.4719 -4.84625 -6.32955 0.287007  -4.0134	5.49664e-12    -9.85057
16.0881	0.0006089  0.112121	 16.4651 -4.84877 -6.32784 0.284868 -4.01319	5.49673e-12    -9.85269
16.0891	0.00062284   0.112123	 16.4564 -4.85602 -6.32787 0.279862 -4.01214	1.64889e-11    -9.85453
16.0901	0.000653777    0.112124	   16.42 -4.91081 -6.35149 0.268068 -4.01208	5.49657e-12    -9.85826
16.0911	0.000694535    0.112126	   16.41 -4.92209 -6.35321 0.260714 -4.01043	-1.64861e-11     -9.85989
16.0921	0.000703976    0.112128	 16.4021 -4.92829 -6.35303 0.256357 -4.00949	      -0 -9.86169
16.0931	0.000693278     0.11213	 16.3956 -4.93134 -6.35169 0.253852 -4.00899	      -0 -9.86356
16.0941	0.000694291    0.112131	 16.3883  -4.9362 -6.35102 0.250196 -4.00806	5.48974e-12    -9.86521
16.0951	0.000680242    0.112133	 16.3822 -4.93886 -6.34971 0.247986  -4.0077	-1.09745e-11     -9.86713
16.0961	0.00074156   0.112135	 16.3721 -4.95307 -6.35271 0.238997 -4.00572	1.09683e-11     -9.8688
16.0971	0.000714248    0.112136	 16.3665 -4.95395 -6.35111  0.23786 -4.00556	-1.09618e-11     -9.87066
16.0981	0.000755453    0.112138	 16.4677 -4.90501 -6.35429 0.261093 -3.98529	5.49541e-12    -9.84273
16.0991	0.000737617    0.112142	 16.4821 -4.87039 -6.33881 0.279564 -3.98647	5.49485e-12    -9.84208
16.1001	0.000752268    0.112144	 16.4678 -4.88557  -6.3426 0.273425 -3.98583	      -0 -9.84454
16.1011	0.000744758    0.112146	  16.459 -4.89012 -6.34133 0.270052 -3.98525	1.09917e-11    -9.84661
16.1021	0.000792296    0.112148	 16.4464 -4.90323 -6.34325 0.261553 -3.98324	1.09909e-11    -9.84822
16.1031	0.000814407     0.11215	  16.436 -4.91231 -6.34392 0.255559 -3.98203	5.49484e-12    -9.85014
16.1041	0.000825022    0.112152	 16.4265 -4.91955 -6.34393 0.250641 -3.98105	1.09877e-11    -9.85208
16.1051	0.000856606    0.112154	 16.4161  -4.9301 -6.34544 0.243904 -3.97979	2.74626e-11    -9.85408
16.1061	0.000825809    0.112156	 16.4095 -4.93082 -6.34306 0.242827 -3.97975	2.19637e-11    -9.85618
16.1071	0.000878066    0.112158	 16.3978 -4.94457 -6.34585 0.234142 -3.97783	-1.09773e-11     -9.85791
16.1081	0.000896298     0.11216	 16.3884 -4.95288 -6.34659 0.228647 -3.97669	1.64584e-11    -9.85978
16.1091	0.000837339    0.112161	 16.3839  -4.9492 -6.34266 0.230164 -3.97727	1.64504e-11    -9.86199
16.1101	0.000865188    0.112163	 16.3489 -5.00162 -6.36547 0.218848 -3.97719	-1.64438e-11      -9.8657
16.1111	0.000883532    0.112165	   16.34 -5.00996  -6.3664 0.213361 -3.97602	5.47768e-12    -9.86749
16.1121	0.000918871    0.112167	 16.4405 -4.96021 -6.36862  0.23635 -3.95576	     -0 -9.8398
16.1131	0.0009025  0.112172	 16.4539 -4.92719 -6.35379 0.253963 -3.95708	5.49278e-12    -9.83942
16.1141	0.000915794    0.112174	 16.4426 -4.93544 -6.35383 0.248497 -3.95606	5.49336e-12     -9.8415
16.1151	0.000927523    0.112176	 16.4316 -4.94352 -6.35388  0.24314 -3.95505	1.09867e-11    -9.84232
16.1161	0.000958158    0.112179	 16.4194 -4.95447 -6.35503 0.236042 -3.95351	2.19729e-11    -9.84551
16.1171	0.000928947    0.112181	 16.4116 -4.95617 -6.35287 0.234508 -3.95354	1.09856e-11    -9.84786
16.1181	0.000973458    0.112183	 16.3986 -4.96928 -6.35497 0.226123 -3.95158	-5.49165e-12     -9.84956
16.1191	0.00100313   0.112185	 16.3873 -4.98003 -6.35644 0.219287 -3.95024	      -0 -9.85157
16.1201	0.000988286    0.112187	 16.3732 -4.99373  -6.3603 0.215433 -3.95029	1.64666e-11    -9.85431
16.1211	0.000997368    0.112189	 16.3634 -5.00123  -6.3606 0.210475 -3.94934	-1.64601e-11     -9.85635
16.1221	0.00100625   0.112192	 16.3538 -5.00869 -6.36098 0.205554  -3.9484	1.09683e-11    -9.85836
16.1231	0.00101813   0.112194	 16.3442 -5.01661  -6.3616 0.200383 -3.94738	-5.48122e-12     -9.86035
16.1241	0.00102801   0.112196	 16.3348  -5.0242 -6.36217  0.19541 -3.94641	1.09559e-11    -9.86231
16.1251	0.00101548   0.112198	  16.327 -5.02835 -6.36145 0.192448 -3.94593	-0 -0
16.1261	0.00104332   0.112202	 16.3253 -5.14309 -6.42223 0.123985 -3.91842	-5.49578e-12     -9.84929
16.1271	0.00107873   0.112205	 16.4383 -4.95044 -6.35043 0.229443 -3.92609	5.48783e-12    -9.83617
16.1281	0.00107272   0.112207	 16.4281 -4.95617  -6.3497 0.225639 -3.92568	-5.48805e-12     -9.83853
16.1291	0.000864977    0.112209	 16.4304 -4.93151 -6.33709 0.239473 -3.92959	-5.48829e-12     -9.84178
16.1301	0.00113134   0.112212	 16.3952 -4.99112 -6.35858 0.209617 -3.92317	5.48724e-12    -9.84332
16.1311	0.0010794  0.112215	 16.3879 -4.98995 -6.35522 0.209769  -3.9236	-5.48629e-12      -9.8458
16.1321	0.00114236   0.112217	 16.3733 -5.00638 -6.35878 0.199634 -3.92138	1.64537e-11    -9.84738
16.1331	0.00110124   0.112219	 16.3656 -5.00694  -6.3562 0.198791 -3.92154	1.09657e-11    -9.85005
16.1341	0.00112933   0.112222	 16.3535 -5.01805 -6.35783 0.191763 -3.92006	1.64414e-11    -9.85202
16.1351	0.00112821   0.112224	 16.3438  -5.0246 -6.35783 0.187481 -3.91939	1.64334e-11    -9.85424
16.1361	0.00115388   0.112227	 16.3327  -5.0352 -6.35956 0.180905 -3.91821	5.47477e-12    -9.85639
16.1371	0.00115507   0.112229	 16.3231 -5.04207 -6.35981 0.176432 -3.91744	-0 -0
16.1381	0.00122513   0.112235	  16.2845   -5.2175  -6.44235 0.0742338  -3.88628	5.49881e-12    -9.84758
16.1391	0.00116226   0.112237	 16.4369 -4.95595 -6.34491 0.217608 -3.89896	      -0 -9.83103
16.1401	0.00118923   0.112239	 16.4155 -4.98025 -6.35277 0.209223 -3.89814	-1.09788e-11     -9.83389
16.1411	0.00119854   0.112242	  16.403 -4.98918 -6.35311 0.203555  -3.8972	      -0 -9.83624
16.1421	0.00125796   0.112245	 16.3875 -5.00558 -6.35645 0.193549 -3.89515	-3.29302e-11     -9.83834
16.1431	0.00126478   0.112247	 16.3757  -5.0139 -6.35673 0.188258 -3.89429	1.09745e-11    -9.84071
16.1441	0.00123867    0.11225	 16.3661 -5.01727 -6.35515 0.185847 -3.89416	-1.64576e-11     -9.84316
16.1452	0.0011951  0.112252	 16.3577  -5.0181 -6.35265 0.184916  -3.8944	-1.09682e-11     -9.84567
16.1461	0.00124965   0.112255	 16.3434 -5.03376 -6.35607  0.17539 -3.89243	1.09634e-11    -9.84774
16.1471	0.00128997   0.112258	 16.3302 -5.04713  -6.3587 0.167211 -3.89081	5.47889e-12    -9.84988
16.1481	0.00122682    0.11226	 16.3236  -5.0449 -6.35519 0.168082 -3.89149	-5.47599e-12     -9.85242
16.1491	0.00127385   0.112263	 16.3104 -5.05931  -6.3584 0.159322  -3.8897	1.09484e-11    -9.85324
16.1501	0.00128394   0.112265	 16.4279 -4.97774 -6.34933 0.204462 -3.87227	-1.64632e-11     -9.82497
16.1511	0.00130075   0.112271	 16.4088 -4.99682 -6.35331 0.193273  -3.8708	-1.09785e-11     -9.82806
16.1521	0.00136074   0.112274	 16.3922 -5.01374 -6.35665 0.183052 -3.86876	      -0 -9.83033
16.1531	0.00137071   0.112277	 16.3792 -5.02301 -6.35712 0.177277 -3.86786	-1.64708e-11      -9.8328
16.1541	0.00138219    0.11228	 16.3662 -5.03247 -6.35776 0.171404 -3.86693	-1.64707e-11     -9.83522
16.1551	0.00131846   0.112282	 16.3583 -5.03077 -6.35409 0.172002 -3.86766	1.64698e-11    -9.83798
16.1561	0.0013677  0.112286	 16.3429 -5.04607  -6.3571 0.162673 -3.86569	5.48888e-12    -9.84008
16.1571	0.00133422   0.112288	 16.3334 -5.04886 -6.35537 0.160687 -3.86574	-1.64631e-11     -9.84266
16.1581	0.00137161   0.112291	   16.32 -5.06214 -6.35796 0.152739 -3.86438	-5.486e-12   -9.84506
16.1591	0.00141857   0.112294	  16.306 -5.07681 -6.36111 0.143902 -3.86264	-1.64512e-11      -9.8473
16.1601	0.00143648   0.112297	 16.2696 -5.12782 -6.38311 0.133155 -3.86283	5.48222e-12    -9.85152
16.1611	0.00137472   0.112299	 16.2625  -5.1262 -6.37984 0.133703 -3.86342	1.64382e-11    -9.85409
16.1621	0.00192636   0.112303	 16.2625  -5.1262 -6.37984 0.133703 -3.86342	-1.09513e-11     -9.85582
16.1631	0.00143878   0.112305	 16.2378 -5.15096 -6.38484 0.118767  -3.8606	-0 -0
16.1641	0.00143236   0.112311	 16.2228  -5.1659 -6.38812 0.110053 -3.85956	-1.65178e-11     -9.86148
16.1651	0.00141475   0.112314	 16.2139 -5.17062 -6.38773 0.106965 -3.85916	      -0 -9.86386
16.1661	0.00143909   0.112317	 16.2029  -5.1814 -6.38988 0.100501 -3.85804	-5.50727e-12     -9.86611
16.1671	0.00149786    0.11232	  16.1901  -5.19724   -6.3942 0.0910687  -3.85605	5.50716e-12    -9.86704
16.1681	0.001502 0.112323	  16.1807   -5.2049  -6.39524 0.0863563  -3.85526	1.10133e-11    -9.87046
16.1691	0.00151545   0.112326	  16.1708  -5.21392  -6.39691 0.0808701  -3.85427	1.65173e-11    -9.87265
16.1701	0.00147946   0.112329	 16.1409 -5.25435 -6.41508 0.075351 -3.85556	5.5056e-12   -9.87682
16.1711	0.00151348   0.112333	  16.1303  -5.26637  -6.41811 0.0681594  -3.85408	1.10076e-11     -9.8789
16.1721	0.00149579   0.112335	  16.1228  -5.27069  -6.41801 0.0653915  -3.85375	-5.50168e-12     -9.88118
16.1731	0.00150399   0.112338	   16.114  -5.27885  -6.41957 0.0604288  -3.85283	2.19964e-11    -9.88332
16.1741	0.0015129  0.112342	 16.1053 -5.28711 -6.42124 0.055419 -3.85189	2.19844e-11    -9.88544
16.1751	0.00156459   0.112345	  16.0944  -5.30166  -6.42567 0.0467663  -3.84992	      -0 -9.88725
16.1761	0.00153101   0.112348	  16.0884  -5.30347  -6.42472 0.0455083  -3.85001	-0 -0
16.1771	0.00153971   0.112353	   16.0844   -5.42243   -6.48769 -0.0249781   -3.82158	      -0 -9.89059
16.1781	0.00155113   0.112357	   16.203  -5.22323  -6.41394 0.0826248  -3.83108	-5.5041e-12    -9.86224
16.1791	0.00158274    0.11236	   16.191  -5.23502  -6.41643 0.0755878  -3.82973	      -0 -9.86458
16.1801	0.00161373   0.112364	 16.1712 -5.25998 -6.42552 0.067012 -3.82875	1.65124e-11    -9.86745
16.1811	0.00162086   0.112367	  16.1608  -5.26846  -6.42672 0.0618852  -3.82789	      -0 -9.86979
16.1821	0.00157653    0.11237	  16.1535  -5.26953  -6.42493 0.0610226  -3.82813	-1.65071e-11     -9.87228
16.1831	0.00158656   0.112373	  16.1432  -5.27852  -6.42648 0.0556256  -3.82718	      -0 -9.87319
16.1841	0.00164487   0.112377	  16.1304  -5.29447    -6.431 0.0462545  -3.82517	5.49854e-12    -9.87669
16.1851	0.00163189    0.11238	  16.1218  -5.29996  -6.43125 0.0428769  -3.82472	3.29841e-11    -9.87751
16.1861	0.00161357   0.112383	  16.1137  -5.30472  -6.43127 0.0399305  -3.82438	-5.49325e-12     -9.88141
16.1871	0.00162185   0.112387	  16.1042  -5.31337  -6.43298 0.0347639  -3.82345	1.64697e-11    -9.88365
16.1881	0.00162953    0.11239	   16.095   -5.3219  -6.43471 0.0296726  -3.82253	-0 -0
16.1891	0.00163847   0.112396	  16.0885  -5.44343  -6.49826 -0.042356  -3.79372	1.10209e-11     -9.8725
16.1901	0.00164658   0.112399	  16.1992  -5.25653  -6.43053 0.0643122  -3.80405	1.10214e-11    -9.87343
16.1911	0.0016538  0.112403	  16.1878  -5.26518  -6.43156 0.0591415  -3.80324	3.30165e-11    -9.86206
16.1921	0.00166245   0.112406	  16.1762  -5.27453  -6.43289 0.0535846  -3.80233	1.65074e-11    -9.86452
16.1931	0.00164384    0.11241	  16.1663  -5.27998  -6.43269 0.0502719    -3.802	-2.20081e-11     -9.86534
16.1941	0.00164531   0.112414	  16.1551  -5.28853  -6.43384 0.0451082  -3.80103	5.5006e-12   -9.86934
16.1951	0.00171815   0.112417	 16.1405 -5.30693 -6.43913 0.034439 -3.79879	1.09978e-11    -9.87157
16.1961	0.00168537   0.112421	  16.1323  -5.31007   -6.4382 0.0325154  -3.79887	-1.0994e-11    -9.87423
16.1971	0.00169577   0.112424	  16.1216   -5.3195  -6.43995 0.0269592  -3.79792	1.09913e-11    -9.87514
16.1981	0.00166048   0.112427	  16.1136  -5.32243  -6.43907 0.0251215  -3.79794	      -0 -9.87915
16.1991	0.00150674    0.11243	  16.1124  -5.30862  -6.43125 0.0328423  -3.80051	-1.09777e-11     -9.88203
16.2001	0.00169332   0.112435	   16.0705   -5.37961   -6.46205 0.00885532    -3.7967	-0 -0
16.2011	0.00170227    0.11244	    16.0555     -5.3972    -6.46695 -0.00103843    -3.79534	5.51255e-12     -9.8863
16.2021	0.00174912   0.112445	    16.0437    -5.41169    -6.47127 -0.00952385    -3.79339	      -0 -9.89046
16.2031	0.00172118   0.112448	   16.0366   -5.41503   -6.47082 -0.0115184   -3.79338	2.20595e-11    -9.89293
16.2041	0.00177534   0.112452	    16.025   -5.43029   -6.47525 -0.0203504   -3.79145	-5.51474e-12     -9.89517
16.2051	0.00175726   0.112455	   16.0176   -5.43498   -6.47584 -0.0231325   -3.79114	1.10285e-11    -9.89749
16.2061	0.00171426   0.112459	   16.0115   -5.43637    -6.4748 -0.0240513    -3.7913	5.5134e-12   -9.89988
16.2071	0.00171092   0.112463	   16.0034   -5.44343   -6.47622 -0.0281926   -3.79058	5.51262e-12    -9.90083
16.2081	0.00175151   0.112467	   15.9931   -5.45698   -6.48064 -0.0360751   -3.78874	2.75498e-11    -9.90408
16.2091	0.00181018   0.112471	   15.9823   -5.47248   -6.48573 -0.0449358   -3.78683	      -0 -9.90624
16.2101	0.0018117  0.112475	   15.9534   -5.51532   -6.50541 -0.0531638   -3.78698	-2.75284e-11     -9.90995
16.2111	0.00179433   0.112478	   15.9469   -5.51981   -6.50582 -0.0557589   -3.78674	5.50274e-12    -9.91228
16.2121	0.00184598   0.112482	   16.0461   -5.47601   -6.51063 -0.0391653   -3.76554	-0 -0
16.2131	0.00183853   0.112489	   16.0585   -5.44716   -6.49839 -0.0240932   -3.76681	2.75954e-11    -9.88532
16.2141	0.00179379   0.112492	  16.0511  -5.44871  -6.49693 -0.025073  -3.76705	2.20794e-11    -9.88791
16.2151	0.00182576   0.112496	   16.0396   -5.46103   -6.50004 -0.0321503   -3.76565	2.76316e-11    -9.87965
16.2161	0.00180915   0.112496	  16.1378  -5.29301   -6.4365 0.0573616  -3.77462	-1.08148e-10     -9.66713
16.2171	0.0018592  0.112492	  16.1269  -5.30352  -6.43762 0.0509664  -3.77289	4.5912e-10   -9.65722
16.2181	0.00181512   0.112488	  16.1212  -5.30172  -6.43389 0.0515768  -3.77303	1.45849e-10    -9.66055
16.2191	0.00182659   0.112484	  16.1124  -5.30756  -6.43325 0.0478535  -3.77201	4.15921e-10    -9.66258
16.2201	0.00192112   0.112479	  16.0967  -5.32912   -6.4395 0.0373593  -3.76947	-5.94105e-10     -9.66452
16.2211	0.0018704  0.112475	  16.0916  -5.32648  -6.43558 0.0384316  -3.76968	1.18801e-10    -9.66676
16.2221	0.00184083   0.112472	   16.086  -5.32671  -6.43304 0.0380103  -3.76966	-7.01846e-11     -9.66902
16.2231	0.00184708   0.112468	  16.0781  -5.33196  -6.43246 0.0346365  -3.76868	2.05089e-10    -9.67101
16.2241	0.00187153   0.112463	  16.0693  -5.33967  -6.43297 0.0298694  -3.76732	-6.47397e-10     -9.67287
16.2251	0.00186613   0.112459	  16.0627  -5.34328  -6.43196 0.0275384  -3.76676	5.06902e-10    -9.67503
16.2261	0.00184567   0.112455	  16.0568  -5.34495   -6.4302 0.0262628   -3.7664	5.38986e-11    -9.67711
16.2271	0.00189515   0.112451	  16.0472  -5.35612  -6.43236 0.0195948  -3.76455	-3.44745e-10      -9.6789
16.2281	0.00184536   0.112447	  16.0431  -5.35386  -6.42912 0.0205539  -3.76478	-1.77654e-10     -9.68096
16.2291	0.00188799   0.112443	  16.0342  -5.36419  -6.43108 0.0143798  -3.76305	5.37943e-11     -9.6828
16.2301	0.00184189   0.112439	  16.0129   -5.3911  -6.44258 0.0120883  -3.76411	-0 -0
16.2311	0.00185009   0.112437	   15.9985   -5.52531   -6.51062 -0.0665899   -3.73376	3.9451e-10   -9.67364
16.2321	0.00189629   0.112433	  16.1246  -5.31458  -6.43063 0.0447228   -3.7445	-2.80597e-10     -9.65989
16.2331	0.0018679   0.11243	  16.1178  -5.31522  -6.42817 0.0440801  -3.74448	7.55517e-11    -9.66221
16.2341	0.00183797   0.112426	  16.1103  -5.31671  -6.42585 0.0429024  -3.74421	-3.56174e-10     -9.66442
16.2351	0.00187108   0.112422	  16.0999  -5.32655  -6.42707 0.0370906  -3.74278	2.6981e-11   -9.66653
16.2361	0.00187104   0.112418	  16.0914  -5.33199  -6.42654 0.0337335  -3.74196	2.58983e-10    -9.66866
16.2371	0.00184154   0.112415	  16.0844  -5.33361  -6.42451 0.0325026  -3.74165	1.56438e-10    -9.67082
16.2381	0.00186851   0.112411	 16.0748 -5.34269 -6.42564 0.027139 -3.74032	-1.02466e-10     -9.67289
16.2391	0.00185202   0.112407	  16.0674  -5.34608  -6.42448 0.0249384  -3.73976	1.34779e-10      -9.675
16.2401	0.00185341   0.112403	 16.0521 -5.36393 -6.43047 0.020203 -3.73927	1.77847e-10    -9.67764
16.2411	0.00181634     0.1124	  16.0463   -5.3645  -6.42831 0.0196452  -3.73922	-3.87936e-10     -9.67855
16.2421	0.00186581   0.112395	 16.0358 -5.37684 -6.43103 0.012391 -3.73722	-2.69192e-10     -9.68167
16.2431	0.00183994   0.112392	  16.0297  -5.37895  -6.42961 0.0109908  -3.73693	-4.95008e-10     -9.68389
16.2441	0.00183831   0.112388	   16.0224   -5.38438   -6.42965 0.00768955   -3.73606	3.06482e-10    -9.68592
16.2452	0.00186619   0.112384	  16.1193  -5.33841  -6.43114 0.0241148  -3.71535	2.58757e-10    -9.66023
16.2461	0.00181175   0.112383	  16.1342  -5.30228   -6.4148 0.0430141  -3.71767	6.57649e-10    -9.66022
16.2471	0.00180276   0.112379	  16.1245  -5.30758  -6.41401 0.0397771  -3.71694	-4.20518e-10     -9.66248
16.2481	0.00180494   0.112376	  16.1144  -5.31451  -6.41395 0.0356272  -3.71595	-3.66625e-10     -9.66466
16.2491	0.00180968   0.112372	   16.105  -5.32144  -6.41408 0.0315939  -3.71514	-7.54804e-11     -9.66552
16.2501	0.00180904   0.112368	  16.0869  -5.34172  -6.42091 0.0261948  -3.71455	1.07829e-11     -9.6697
16.2511	0.00180327   0.112365	  16.0783  -5.34731  -6.42061 0.0229041  -3.71388	2.318e-10  -9.67203
16.2521	0.00182716   0.112362	  16.0681  -5.35687  -6.42198 0.0173586  -3.71256	-2.53309e-10     -9.67416
16.2531	0.00182608   0.112358	  16.0593  -5.36318  -6.42208 0.0136293  -3.71169	6.25014e-10    -9.67632
16.2541	0.00172295   0.112355	  16.0562  -5.35602  -6.41673 0.0175029  -3.71296	3.23184e-10    -9.67883
16.2551	0.00184792   0.112351	   16.0407   -5.37926   -6.42395 0.00422851   -3.70939	-1.13063e-10      -9.6805
16.2561	0.00181431   0.112347	   16.0342   -5.38121   -6.42247 0.00297957    -3.7092	-7.53402e-11     -9.68274
16.2571	0.00183492   0.112343	    16.0246    -5.39066    -6.42418 -0.00256357     -3.7077	4.57167e-10    -9.68464
16.2581	0.00189874   0.112339	   16.0134    -5.4053   -6.42811 -0.0109055   -3.70557	2.80222e-10    -9.68658
16.2591	0.00181307   0.112338	   16.0056   -5.40763   -6.42661 -0.0120877   -3.70605	-3.98886e-10     -9.68955
16.2601	0.00185072   0.112334	 15.9795 -5.44622 -6.44306 -0.02131 -3.70523	-8.0874e-11     -9.6928
16.2611	0.001811 0.112331	   15.9742   -5.44723    -6.4415 -0.0220218   -3.70514	1.88717e-10    -9.69496
16.2621	0.00180422   0.112328	   15.9672   -5.45266   -6.44186 -0.0252128   -3.70433	3.72035e-10    -9.69698
16.2631	0.00178278   0.112325	   15.9611    -5.4562   -6.44148 -0.0273269   -3.70383	2.48004e-10    -9.69899
16.2641	0.00179387   0.112321	   15.9533   -5.46422   -6.44309 -0.0319936   -3.70254	-5.33654e-10     -9.70092
16.2651	0.00179065   0.112318	   15.9465   -5.47019   -6.44387 -0.0354705   -3.70164	-3.34135e-10     -9.70284
16.2661	0.00178961   0.112315	   15.9398   -5.47631   -6.44472 -0.0389858   -3.70076	-4.25631e-10     -9.70487
16.2671	0.00181331   0.112311	   16.0369   -5.43199   -6.44775 -0.0238131   -3.67991	1.7845e-10   -9.67946
16.2681	0.00178619   0.112311	    16.0529    -5.39718    -6.43256 -0.00574984    -3.68191	-3.35245e-10     -9.67907
16.2691	0.00178659   0.112308	    16.0435    -5.40426     -6.4331 -0.00981747      -3.681	-7.03019e-11     -9.68128
16.2701	0.00178566   0.112304	   16.0264   -5.42454   -6.44037 -0.0151393   -3.68053	1.24395e-10    -9.68411
16.2711	0.00176332   0.112301	   16.0186   -5.42875   -6.43983 -0.0175784   -3.68006	4.32678e-10    -9.68636
16.2721	0.00175648   0.112298	   16.0097   -5.43532   -6.44036 -0.0214046   -3.67909	5.40801e-11    -9.68842
16.2731	0.00180239   0.112294	   15.9986   -5.44844    -6.4437 -0.0288368   -3.67718	-4.43384e-10     -9.69041
16.2741	0.00182158   0.112291	  15.9895  -5.45762  -6.44544 -0.033986    -3.676	3.08142e-10    -9.69259
16.2751	0.00181744   0.112288	   15.9814   -5.46404   -6.44611 -0.0376489   -3.67515	1.62133e-11    -9.69475
16.2761	0.00182175   0.112285	   15.9731   -5.47156   -6.44732 -0.0419215   -3.67411	3.24153e-10    -9.69683
16.2771	0.00181712   0.112282	   15.9653   -5.47791    -6.4481 -0.0455318   -3.67325	5.72431e-10    -9.69894
16.2781	0.0018158  0.112279	   15.9576   -5.48469   -6.44913 -0.0493808   -3.67232	-4.53398e-10     -9.70106
16.2791	0.00173862   0.112276	   15.9538   -5.48169   -6.44604 -0.0477444   -3.67296	-1.51056e-10     -9.70333
16.2801	  0.0018 0.112272	   15.9277   -5.52228    -6.4636 -0.0587036   -3.67153	-4.42149e-10     -9.70638
16.2811	0.00172746   0.112269	   15.9239   -5.52005   -6.46097 -0.0575181   -3.67196	-0 -0
16.2821	0.00175024   0.112269	  15.9137  -5.64848  -6.52776 -0.132888  -3.64076	6.49581e-11    -9.69602
16.2831	0.00174891   0.112266	   16.0347   -5.44649   -6.45125 -0.0278155   -3.65261	-3.89192e-10     -9.68308
16.2841	0.00173613   0.112263	   16.0256   -5.45226   -6.45135 -0.0311048    -3.6519	-3.62181e-10     -9.68534
16.2851	0.00182849   0.112259	    16.011   -5.47174   -6.45716 -0.0419924   -3.64907	4.8649e-11   -9.68722
16.2861	0.00180001   0.112257	   16.0031   -5.47559   -6.45651 -0.0441375   -3.64874	3.83758e-10    -9.68956
16.2871	0.00171374   0.112254	   15.9984   -5.47202   -6.45278 -0.0421062   -3.64964	1.08091e-11     -9.6905
16.2881	0.00175548    0.11225	   15.9863   -5.48576   -6.45651 -0.0498946    -3.6475	4.80866e-10    -9.69396
16.2891	0.00172598   0.112248	   15.9795   -5.48906   -6.45574 -0.0516097   -3.64744	-5.23947e-10     -9.69655
16.2901	0.00174969   0.112245	   15.9601   -5.51469   -6.46583 -0.0593835   -3.64618	-4.85954e-10     -9.69832
16.2911	0.00171825   0.112242	   15.9536   -5.51775   -6.46506 -0.0609672    -3.6461	-2.80727e-10     -9.70009
16.2921	0.00173032   0.112239	   15.9445     -5.527   -6.46712 -0.0661212   -3.64482	1.88824e-10    -9.70365
