Timestep 	 x_error[2] 	 command torques[5] 	 f contact[2]
4.40706	-0.000665446     0.112268	 73.2253  32.5515  11.0664 -0.70576  -2.9023	-2.79367e-11     -10.0162
4.40806	-0.000677192     0.112268	 73.4101  32.5409  11.0647  -0.7078 -2.90211	2.7933e-11   -10.0146
4.40907	-0.000689015     0.112269	  73.5897   32.5353   11.0647 -0.708109  -2.90266	2.68124e-10    -10.0131
4.41007	-0.000706498     0.112269	   73.769    32.535   11.0674 -0.706647  -2.90401	-1.06122e-10     -10.0118
4.41106	-0.000712806     0.112269	   73.934   32.5248   11.0652 -0.708497  -2.90374	2.62478e-10    -10.0102
4.41207	-0.000724386     0.112269	  74.0985   32.5196   11.0655 -0.708694  -2.90421	4.02049e-10    -10.0088
4.41306	-0.000736011      0.11227	  74.2583   32.5147   11.0659 -0.708804  -2.90468	5.36006e-10    -10.0074
4.41407	-0.000762039      0.11227	  74.4198   32.5222   11.0721 -0.704593  -2.90712	2.40068e-10    -10.0063
4.41506	-0.000779348      0.11227	  74.5709    32.522   11.0748 -0.703151  -2.90823	2.23222e-10    -10.0017
4.41606	-0.000791631     0.112271	  74.7054   32.5179   11.0756 -0.702981  -2.90863	6.0264e-10   -10.0005
4.41706	-0.000796374     0.112271	  74.8349    32.508   11.0737 -0.705137  -2.90795	5.57941e-11    -9.99913
4.41806	-0.000811009     0.112271	  74.9609   32.5065   11.0758 -0.704281  -2.90861	5.63475e-10    -9.99803
4.41907	-0.000823309     0.112272	 75.0832  32.5031  11.0768 -0.70374 -2.90907	-3.68178e-10     -9.99683
4.42007	-0.000832595     0.112272	  75.2036   32.4972   11.0767 -0.704033  -2.90912	-3.34673e-11     -9.99554
4.42107	-0.000843958     0.112272	  75.3185   32.4935   11.0776 -0.703783   -2.9094	3.8484e-10   -9.99439
4.42206	-0.000841309     0.112273	  75.4328   32.4792   11.0734 -0.707078  -2.90807	-1.11535e-11     -9.99294
4.42307	-0.000865803     0.112273	   75.537   32.4863   11.0795 -0.703268  -2.90987	-5.01879e-11     -9.99212
4.42407	-0.000878826     0.112274	  75.6402   32.4846   11.0813 -0.702408  -2.91033	-2.17464e-10     -9.99107
4.42507	-0.00088923    0.112274	  75.7406   32.4811   11.0821 -0.702185  -2.91049	2.23021e-11    -9.98997
4.42606	-0.00090074    0.112274	  75.8372   32.4785   11.0835 -0.701622  -2.91077	4.57156e-10    -9.98892
4.42707	-0.00091042    0.112275	   75.931   32.4749   11.0843 -0.701464  -2.91085	-1.50515e-10     -9.98784
4.42807	-0.000922822     0.112275	  76.0203   32.4734   11.0861 -0.700571  -2.91123	-2.50839e-10     -9.98685
4.42907	-0.000933328     0.112275	  76.1072   32.4708   11.0874 -0.700101  -2.91139	-6.68854e-11     -9.98582
4.43006	-0.000950579     0.112276	   76.186   32.4734   11.0911 -0.698033  -2.91223	7.24549e-11      -9.985
4.43106	-0.000953234     0.112276	  76.2707   32.4655   11.0897 -0.699183  -2.91166	-1.72705e-10     -9.98059
4.43206	-0.000971979     0.112277	  76.3346   32.4694   11.0939 -0.696529  -2.91263	-1.83838e-10     -9.97984
4.43306	-0.000982556     0.112277	     76.4   32.4676   11.0955 -0.695792  -2.91276	-3.23087e-10     -9.97892
4.43406	-0.000990898     0.112278	  76.4638   32.4645   11.0965 -0.695694  -2.91259	-4.12186e-10     -9.97801
4.43506	-0.00100366    0.112278	  76.5209   32.4649   11.0989 -0.694207    -2.913	2.39499e-10    -9.97718
4.43606	-0.00101437    0.112279	   76.575   32.4642   11.1009 -0.693358  -2.91312	2.8961e-10   -9.97637
4.43706	-0.00102464    0.112279	  76.6293    32.463   11.1026 -0.692516  -2.91323	-6.12599e-11     -9.97552
4.43806	-0.00102593    0.112279	  76.6876   32.4561   11.1016 -0.693624   -2.9125	4.34354e-10    -9.97449
4.43906	-0.00104485     0.11228	  76.7305   32.4612   11.1062 -0.690719  -2.91345	-4.78882e-10     -9.97384
4.44006	-0.0010549    0.11228	 76.7769  32.4605   11.108  -0.6898 -2.91354	3.39676e-10    -9.97381
4.44106	-0.00106253    0.112281	  76.8287   32.4576   11.1087 -0.689281  -2.91348	-4.67682e-10     -9.97207
4.44206	-0.00107249    0.112282	  76.8613   32.4585   11.1115 -0.688565  -2.91343	9.46465e-11    -9.97147
4.44306	-0.00108462    0.112282	  76.9029   32.4593   11.1137 -0.686836  -2.91384	      -0 -9.97064
4.44406	-0.00109395    0.112283	  76.9412   32.4588   11.1155 -0.685894  -2.91391	-1.28036e-10     -9.96984
4.44507	-0.00110347    0.112283	  76.9767   32.4586   11.1174 -0.684875  -2.91399	-1.66994e-11     -9.96907
4.44606	-0.00109398    0.112283	 77.0322  32.4412    11.11 -0.68679 -2.91294	-3.00544e-10      -9.9674
4.44707	-0.00111428    0.112284	   77.056   32.4529   11.1186 -0.684393  -2.91349	-6.67879e-11     -9.96727
4.44807	-0.00113351    0.112285	  77.0765   32.4595   11.1235 -0.681077  -2.91449	1.16879e-10    -9.96723
4.44907	-0.00113057    0.112285	  77.0912   32.4527   11.1223 -0.682357  -2.91339	5.05949e-10     -9.9566
4.45007	-0.00114062    0.112286	   77.089   32.4544    11.125 -0.680735  -2.91346	-1.50111e-10     -9.95603
4.45106	-0.00114798    0.112286	  77.0883   32.4545   11.1269 -0.679634  -2.91332	4.44753e-11    -9.95541
4.45206	-0.0011574   0.112287	   77.076   32.4571     11.13 -0.678113   -2.9133	-2.05693e-10     -9.95496
4.45307	-0.0011764   0.112288	 77.0677  32.4638  11.1349 -0.67456 -2.91419	-8.33862e-11     -9.95447
4.45407	-0.00117635    0.112288	  77.0713   32.4598   11.1347 -0.674885  -2.91347	-4.16906e-10     -9.95371
4.45507	-0.00118452    0.112289	  77.0642   32.4611    11.137 -0.673503  -2.91344	4.72473e-10    -9.95313
4.45607	-0.00119254    0.112289	  77.0561   32.4625   11.1393 -0.672111  -2.91341	1.33404e-10    -9.95307
4.45706	-0.0012062    0.11229	  77.0403   32.4674   11.1431 -0.669501  -2.91387	-6.05831e-10     -9.95208
4.45806	-0.00121737    0.112291	  77.0267   32.4707   11.1463 -0.667568  -2.91407	2.94568e-10    -9.95159
4.45906	-0.00123394    0.112291	77.0023 32.4778 11.1512 -0.6645 -2.9147	-5.83566e-10     -9.95125
4.46006	-0.00122995    0.112292	  77.0061   32.4721   11.1499 -0.665374  -2.91378	6.66885e-11    -9.95039
4.46106	-0.00124083    0.112292	  76.9891   32.4757   11.1531 -0.663323  -2.91402	-1.77829e-10     -9.94988
4.46206	-0.0012496   0.112293	  76.9733   32.4782   11.1556 -0.661666  -2.91411	1.16696e-10    -9.94934
4.46306	-0.00125326    0.112294	  76.9612    32.478   11.1569 -0.660874  -2.91385	2.00039e-10    -9.94871
4.46407	-0.00125293    0.112294	  76.9519   32.4757   11.1571 -0.660853  -2.91327	2.61161e-10     -9.9486
4.46507	-0.00126359    0.112295	  76.9272   32.4803   11.1606 -0.658731  -2.91353	-4.21627e-10     -9.93258
4.46606	-0.00127723    0.112296	  76.8614   32.4865   11.1649 -0.655635  -2.91387	-6.65716e-11     -9.93232
4.46706	-0.00128835    0.112297	  76.7938   32.4919   11.1688 -0.653002  -2.91402	-2.99568e-10     -9.93208
4.46806	-0.00128762    0.112297	  76.7353   32.4914   11.1699 -0.652569  -2.91328	-3.77222e-10     -9.93167
4.46906	-0.00129852    0.112298	  76.6682   32.4968   11.1737 -0.649953  -2.91345	-2.38534e-10     -9.93141
4.47006	-0.00130857    0.112299	  76.6042   32.5017   11.1772 -0.647496  -2.91357	-1.83059e-10      -9.9312
4.47106	-0.00131481    0.112299	  76.5475   32.5041   11.1795 -0.645757  -2.91344	1.1094e-10   -9.93069
4.47207	-0.00132087      0.1123	 76.4866  32.5071   11.182 -0.64402  -2.9133	-3.32817e-10     -9.93057
4.47307	-0.00132502    0.112301	  76.4276   32.5093   11.1841 -0.642607  -2.91304	-4.3264e-10    -9.92994
4.47406	-0.00132323    0.112302	  76.3812   32.5077   11.1843 -0.642247   -2.9124	6.15649e-10    -9.92936
4.47507	-0.00133977    0.112302	   76.302   32.5174   11.1899 -0.638524  -2.91306	6.65564e-11    -9.92926
4.47607	-0.00134589    0.112303	  76.2407   32.5209   11.1925 -0.636713  -2.91299	-5.76805e-10      -9.9289
4.47707	-0.00133885    0.112304	  76.1941   32.5175   11.1918 -0.637196  -2.91203	1.2201e-10    -9.9283
4.47807	-0.00134404    0.112305	  76.1335   32.5208   11.1943 -0.635504  -2.91194	-1.10915e-11     -9.92793
4.4791	-0.00134983    0.112306	   76.072   32.5246   11.1968 -0.633604  -2.91195	-8.31834e-11     -9.92757
4.48006	-0.00134834    0.112306	  76.0179   32.5247   11.1977 -0.632995  -2.91145	-8.87276e-11     -9.92739
4.48106	-0.00135341    0.112307	  75.9569   32.5284   11.2002 -0.631208  -2.91143	-4.60246e-10      -9.9267
4.48206	-0.00135847    0.112308	  75.8965   32.5321   11.2026 -0.629411  -2.91143	-1.052e-10   -9.91183
4.48306	-0.00137702    0.112309	  75.7795   32.5437   11.2089 -0.624893  -2.91221	4.15261e-10    -9.91189
4.48406	-0.00138162     0.11231	  75.6781    32.548   11.2117 -0.622858  -2.91201	1.93785e-10     -9.9117
4.48506	-0.00137927    0.112311	   75.577   32.5499   11.2134 -0.621914  -2.91136	4.65077e-10     -9.9115
4.48606	-0.00139086    0.112311	  75.4785   32.5569   11.2174 -0.618692  -2.91172	6.64385e-11    -9.91131
4.48707	-0.00138891    0.112312	  75.3789   32.5592   11.2191 -0.617657  -2.91116	9.41195e-11     -9.9111
4.48806	-0.00139305    0.112313	  75.2815   32.5636   11.2218 -0.615626  -2.91105	-3.48789e-10     -9.91088
4.48906	-0.00139685    0.112314	   75.195   32.5669   11.2239 -0.613732  -2.91095	2.21446e-10    -9.91051
4.49006	-0.00140173    0.112315	   75.099   32.5717   11.2267 -0.611567  -2.91093	2.32513e-10     -9.9103
4.49106	-0.0014066   0.112316	  75.0032   32.5768   11.2295 -0.609401  -2.91093	4.81624e-10    -9.91008
4.49206	-0.00137965    0.112317	   74.943   32.5662   11.2251 -0.612464  -2.90889	-9.41033e-11     -9.90931
4.49307	-0.0014211   0.112318	  74.7916   32.5916   11.2374 -0.604039  -2.91132	-1.27324e-10     -9.90994
4.49407	-0.0014241   0.112319	  74.6987    32.596   11.2399 -0.602198  -2.91125	1.32857e-10     -9.9097
4.49507	-0.00142128     0.11232	  74.6322   32.5952   11.2398 -0.601446  -2.91086	3.04446e-10     -9.9091
4.49607	-0.00143518    0.112321	  74.5226   32.6059   11.2451 -0.597752  -2.91154	-2.0481e-10    -9.90916
4.49706	-0.00141679    0.112321	  74.4584   32.5996   11.2425 -0.599355  -2.91018	-5.53502e-11     -9.90849
4.49806	-0.00142398    0.112322	  74.3719   32.6054   11.2454 -0.596821  -2.91049	-5.52711e-11     -9.89444
4.49906	-0.00143727    0.112323	  74.2294   32.6163   11.2508 -0.592783  -2.91107	-3.31621e-11     -9.89457
4.50006	-0.00143621    0.112324	 74.1036  32.6202   11.253 -0.59116 -2.91072	-1.10535e-10     -9.89446
4.50106	-0.00143253    0.112325	   73.988   32.6223   11.2543 -0.589988  -2.91025	1.9895e-10   -9.89424
4.50206	-0.00144526    0.112327	  73.8568   32.6314   11.2586 -0.586381  -2.91076	3.37091e-10    -9.89393
4.50306	-0.00145745    0.112327	  73.7276   32.6415   11.2636 -0.582541  -2.91139	-4.5864e-10    -9.89392
4.50406	-0.0014582   0.112328	  73.6014   32.6469   11.2663 -0.580623  -2.91124	-4.97287e-11     -9.89419
4.50507	-0.00146135    0.112329	  73.4852    32.652   11.2689 -0.578424  -2.91128	-2.98345e-10     -9.89403
4.50607	-0.00145379     0.11233	  73.3938   32.6508   11.2684 -0.578009   -2.9107	-6.62899e-11     -9.89355
4.50706	-0.00147283    0.112331	  73.2627   32.6637   11.2744 -0.573312  -2.91177	-2.20946e-11     -9.89364
4.50806	-0.00147512    0.112333	  73.1503   32.6687   11.2767 -0.571272  -2.91182	3.42422e-10    -9.89348
4.50906	-0.00146105    0.112333	  73.0548   32.6663   11.2757 -0.571725  -2.91091	4.47282e-10    -9.89305
4.51006	-0.00146218    0.112334	  72.9456   32.6711   11.2779 -0.569802  -2.91095	-1.10429e-10     -9.89272
4.51106	-0.00147309    0.112336	  72.8287   32.6803    11.282 -0.566394  -2.91162	-4.41623e-11     -9.89286
4.51206	-0.00147473    0.112337	  72.7217   32.6852   11.2842 -0.564413  -2.91173	7.72686e-11    -9.89265
4.51306	-0.00146438    0.112338	  72.6271   32.6848    11.284 -0.564251  -2.91115	4.74539e-10    -9.89227
4.51406	-0.00147911    0.112339	  72.5067   32.6963   11.2892 -0.560246  -2.91212	-2.20379e-11     -9.87929
4.51506	-0.00148217     0.11234	 72.3656  32.7026   11.292 -0.55768 -2.91225	-6.60966e-11     -9.87924
4.51606	-0.001471  0.112341	  72.2461   32.7019   11.2916 -0.557384  -2.91155	9.91148e-11    -9.87892
4.51706	-0.00148234    0.112342	  72.0982   32.7121   11.2963 -0.553615  -2.91221	-4.29376e-10     -9.87903
4.51807	-0.0014199   0.112342	   72.026   32.6899   11.2861 -0.560846  -2.90856	2.58623e-10    -9.87804
4.51906	-0.00149005    0.112344	  71.8259   32.7258   11.3024 -0.548302  -2.91274	-4.40094e-11     -9.87896
4.52011	-0.00148601    0.112345	   71.686   32.7309   11.3046 -0.546763  -2.91256	5.77421e-10    -9.87901
4.52111	-0.00147521    0.112346	  71.5841   32.7293   11.3036 -0.546533  -2.91201	-4.94717e-11     -9.87854
4.5221	-0.00148152    0.112347	  71.4317   32.7399   11.3084 -0.543354  -2.91251	5.05517e-10    -9.87882
4.52311	-0.00149748    0.112348	  71.3144   32.7491   11.3122 -0.539276  -2.91357	-2.85593e-10     -9.87862
4.5241	-0.00147978    0.112349	   71.208   32.7465   11.3108 -0.539906  -2.91269	-1.26259e-10     -9.87828
4.52511	-0.00149821     0.11235	 71.0735  32.7593  11.3164  -0.5353 -2.91394	-6.58427e-11     -9.87841
4.52607	-0.00148033    0.112351	  70.9694   32.7569    11.315 -0.535942  -2.91311	7.6776e-11   -9.87808
4.52712	-0.00148966    0.112352	  70.8448   32.7661   11.3188 -0.532654  -2.91388	-2.36917e-10     -9.87801
4.52806	-0.00148575    0.112356	   70.726   32.7707   11.3217 -0.532922  -2.91318	      -0 -9.87825
4.52907	-0.00148839    0.112357	  70.6034   32.7781   11.3246 -0.530502  -2.91364	-1.04681e-10     -9.87828
4.53006	-0.00147649    0.112358	   70.515   32.7761   11.3233 -0.530411  -2.91325	-1.10178e-11     -9.87779
4.53107	-0.00147685    0.112359	  70.4053   32.7814   11.3252 -0.528402  -2.91363	-4.81894e-11     -9.60273
4.53206	-0.00149148    0.112361	  69.4321   32.8109   11.3413 -0.515011    -2.912	-9.09995e-11     -9.60601
4.53306	-0.00147712    0.112361	   68.654   32.8211   11.3482 -0.508959   -2.9087	-5.35057e-11     -9.60812
4.53407	-0.00147268    0.112363	 67.7811  32.8396  11.3594 -0.50068 -2.90572	-2.78127e-10     -9.60779
4.53507	-0.00148518    0.112364	  66.8477   32.8666   11.3747 -0.489574  -2.90354	2.08503e-10    -9.61387
4.53607	-0.00148955    0.112365	  65.9705   32.8891   11.3875 -0.480132  -2.90115	-1.49626e-10     -9.61661
4.53706	-0.00148021    0.112366	 65.1158   32.907  11.3981 -0.47267 -2.89817	4.21949e-10    -9.61921
4.53807	-0.00146444    0.112367	  64.3327     32.92   11.4059 -0.466714  -2.89512	6.21508e-10     -9.6213
4.53907	-0.00148152     0.11237	 63.5285   32.944  11.4202 -0.45893 -2.89273	-9.11077e-11     -9.62405
4.54007	-0.00147921    0.112371	  62.7417   32.9621   11.4302 -0.451173  -2.89055	-2.19772e-10     -9.62626
4.54107	-0.00147553    0.112372	  61.9756   32.9792   11.4396 -0.443794  -2.88842	2.03722e-10    -9.62837
4.54206	-0.00145063    0.112374	  61.2987   32.9859   11.4439 -0.440011  -2.88546	5.36053e-11    -9.62772
4.54306	-0.00145645    0.112375	  60.5237   33.0074   11.4552 -0.431263  -2.88395	1.7695e-10   -9.63213
4.54406	-0.00144495    0.112377	  59.8022   33.0216   11.4629 -0.425278  -2.88173	-5.36249e-12     -9.63404
4.54506	-0.00144417    0.112378	   59.056   33.0408    11.473 -0.417654  -2.88008	-4.773e-10    -9.6362
4.54607	-0.00142283    0.112379	    58.42   33.0482   11.4772 -0.413778  -2.87767	2.30604e-10    -9.63764
4.54706	-0.00143719    0.112381	  57.6917   33.0716   11.4889 -0.404426  -2.87698	-2.14524e-10     -9.63977
4.54806	-0.00142254    0.112382	  57.0554    33.082   11.4944 -0.399721  -2.87503	8.58071e-11    -9.64131
4.54909	-0.00142025    0.112384	  56.4093    33.097    11.502 -0.393348  -2.87377	-4.50478e-10     -9.64299
4.55007	-0.00139246    0.112385	  55.8302   33.1013   11.5045 -0.390853  -2.87139	2.4131e-10   -9.64421
4.55107	-0.00140975    0.112387	  55.1225   33.1269   11.5169 -0.381312  -2.87116	-5.36047e-10     -9.64263
4.5521	-0.00139868    0.112388	 54.5326  33.1374  11.5222 -0.37663 -2.86972	2.14493e-10     -9.6479
4.55311	-0.0013906   0.112389	  53.9372   33.1498   11.5283 -0.371505  -2.86849	3.968e-10  -9.64947
4.55411	-0.00138264    0.112391	 53.3538   33.162  11.5342 -0.36649 -2.86735	2.14481e-10    -9.65102
4.55513	-0.00137433    0.112392	  52.7832   33.1739   11.5399 -0.361651  -2.86627	-3.48526e-10     -9.65255
4.55607	-0.0013659   0.112394	  52.2244   33.1854   11.5454 -0.356949  -2.86526	-1.50133e-10     -9.65406
4.55711	-0.00135715    0.112396	  51.6775   33.1967   11.5507 -0.352409  -2.86431	-8.0429e-11    -9.65555
4.55806	-0.00134826    0.112397	 51.1425  33.2076  11.5558 -0.34801 -2.86343	-3.64621e-10     -9.65703
4.55906	-0.00132039    0.112399	  50.5875   33.2158   11.5597 -0.345597  -2.86166	2.03702e-10    -9.65541
4.56006	-0.00133005      0.1124	  50.0987   33.2291   11.5656 -0.339517  -2.86184	1.39429e-10    -9.65998
4.56106	-0.00132433    0.112402	  49.5816   33.2415   11.5712 -0.334894  -2.86132	9.65158e-11    -9.65911
4.56211	-0.0012891   0.112407	  49.0679   33.2393    11.619 -0.422701  -2.82219	4.75968e-10    -9.65999
4.56307	-0.00129903    0.112409	  48.6208   33.2572   11.5775 -0.327268  -2.86026	1.24456e-10     -9.6642
4.56407	-0.00128827     0.11241	  48.1532   33.2663   11.5813 -0.323698  -2.85973	1.02827e-10     -9.6656
4.56507	-0.00127808    0.112412	  47.6953   33.2754   11.5851 -0.320152   -2.8593	1.89447e-10      -9.667
4.56611	-0.00124942    0.112414	 47.2525   33.279  11.5864 -0.31898 -2.85801	3.62708e-10    -9.66832
4.56707	-0.00125776    0.112416	  46.8072   33.2933   11.5923 -0.313281  -2.85863	3.46524e-10     -9.6698
4.56807	-0.00124612    0.112417	 46.3793  33.3014  11.5955  -0.3102 -2.85831	-2.16611e-10     -9.67117
4.56906	-0.0012403   0.112419	   45.948   33.3122   11.5998 -0.306352  -2.85834	      -0 -9.67269
4.57011	-0.00122898    0.112421	  45.5259   33.3214   11.6033 -0.303237  -2.85817	2.49185e-10    -9.67419
4.57111	-0.00121497    0.112423	  45.1484    33.326   11.6048 -0.301055  -2.85786	-3.30484e-10     -9.67533
4.57211	-0.00120331    0.112424	  44.7586   33.3334   11.6074 -0.298352  -2.85777	-3.79302e-10      -9.6767
4.5731	-0.00119212    0.112426	  44.3776   33.3409     11.61 -0.295677  -2.85776	2.54713e-10    -9.67807
4.5741	-0.00118093    0.112428	  44.0054   33.3482   11.6124 -0.293089  -2.85779	6.72112e-10    -9.67943
4.57512	-0.00115054     0.11243	  43.6517   33.3493   11.6122 -0.292919  -2.85696	2.7105e-11   -9.68064
4.57611	-0.00113898    0.112432	   43.295   33.3565   11.6145 -0.290473  -2.85709	-1.08437e-10     -9.68202
4.57711	-0.00112736    0.112433	  42.9473   33.3635   11.6166 -0.288122  -2.85727	-2.44021e-10     -9.68338
4.57811	-0.00113508    0.112435	     42.6   33.3763   11.6212 -0.283538  -2.85843	6.07443e-10    -9.68489
4.57907	-0.00112332    0.112437	    42.27   33.3828   11.6231 -0.281433  -2.85869	2.16977e-10    -9.68625
4.58007	-0.00109203    0.112439	 41.9551  33.3832  11.6222 -0.28172 -2.85805	1.95265e-10    -9.68547
4.58106	-0.00110401    0.112441	  41.6275   33.3976   11.6272 -0.276817  -2.85957	-4.34092e-11     -9.68905
4.58206	-0.00106768    0.112443	  41.3261   33.3967   11.6258 -0.277892  -2.85874	2.2793e-10   -9.69028
4.58306	-0.00105619    0.112445	  41.0332   33.4018   11.6268 -0.276134  -2.85916	-8.68429e-11     -9.69152
4.58407	-0.00106786    0.112447	   40.725   33.4166   11.6318 -0.271314  -2.86087	-3.47435e-10     -9.69315
4.58512	-0.00105607    0.112449	  40.4414   33.4221   11.6329 -0.269686  -2.86135	-9.77305e-11     -9.69446
4.58611	-0.00101972    0.112451	  40.1734   33.4196   11.6306 -0.271045  -2.86067	5.43016e-11    -9.69557
4.5871	-0.00100696    0.112453	  39.8966   33.4264    11.632 -0.269443  -2.86127	-4.88794e-11     -9.69701
4.58807	-0.00101586    0.112455	  39.6314   33.4374   11.6353 -0.265638  -2.86285	2.66163e-10     -9.6984
4.5891	-0.00100287    0.112457	  39.3749   33.4426    11.636 -0.264384  -2.86345	2.33607e-10    -9.69973
4.5901	-0.000990793     0.112459	  39.1249    33.448   11.6367 -0.263087  -2.86413	-1.08671e-11     -9.70106
4.59111	-0.000982502     0.112461	  38.8741   33.4563   11.6385 -0.261223  -2.86512	-2.06509e-10     -9.70257
4.59211	-0.000945355     0.112463	  38.6416   33.4534   11.6358 -0.262972  -2.86462	4.2394e-10   -9.70367
4.59311	-0.000932946     0.112465	  38.4088   33.4587   11.6363 -0.261834  -2.86539	-3.479e-10   -9.70499
4.59411	-0.000942253     0.112467	   38.183   33.4694   11.6391 -0.258387  -2.86718	9.78621e-11    -9.70636
4.59512	-0.000929319     0.112469	  37.9645   33.4742   11.6394 -0.257485  -2.86798	1.19627e-10    -9.70767
4.59607	-0.000916957     0.112471	  37.7519   33.4792   11.6396 -0.256573  -2.86884	-6.52605e-11     -9.70897
4.59711	-0.00087918    0.112473	  37.5477   33.4759   11.6365 -0.258629  -2.86847	3.26343e-10    -9.71005
4.5981	-0.000871327     0.112475	  37.3444    33.483   11.6375 -0.257176  -2.86968	-4.35191e-10     -9.71143
4.59912	-0.000880066     0.112477	  37.1476   33.4942   11.6402 -0.254009  -2.87164	-1.63222e-10     -9.71285
4.60011	-0.000867303      0.11248	  36.9575   33.4988   11.6401 -0.253351  -2.87259	4.24438e-10    -9.71412
4.60111	-0.000855179     0.112482	  36.7729   33.5036   11.6401 -0.252672   -2.8736	2.72115e-10    -9.71539
4.60211	-0.000842791     0.112484	 36.5935  33.5083  11.6399 -0.25207 -2.87463	-2.6671e-10    -9.71666
4.60312	-0.000830575     0.112486	  36.4192    33.513   11.6397 -0.251493  -2.87569	2.17753e-10    -9.71792
4.60407	-0.000818198     0.112488	  36.2501   33.5177   11.6395 -0.250982  -2.87676	-2.06894e-10     -9.71917
4.60511	-0.000805859     0.112491	  36.0859   33.5223   11.6392 -0.250511  -2.87786	2.23258e-10    -9.72041
4.6061	-0.000793661     0.112493	  35.9266   33.5269   11.6388 -0.250068  -2.87899	2.0695e-10   -9.72164
4.60711	-0.000785593     0.112495	 35.7732  33.5343  11.6394 -0.24909 -2.88047	-5.33794e-10     -9.72301
4.60811	-0.000773358     0.112497	 35.6224  33.5389  11.6389 -0.24873 -2.88164	1.56583e-10    -9.98244
4.60911	-0.000736139     0.112497	  35.4732   33.5326   11.6135 -0.215159  -2.89662	-3.99892e-10     -9.97737
4.61012	-0.000749973     0.112494	  35.3294   33.5357   11.6125 -0.215368  -2.89794	1.66646e-11    -9.97877
4.61111	-0.000739525     0.112492	  35.1892   33.5334   11.6092 -0.218331  -2.89813	-1.6667e-11    -9.98018
4.61207	-0.000729781      0.11249	  35.0536   33.5314    11.606 -0.221194  -2.89841	2.2226e-11   -9.98158
4.61307	-0.000719975     0.112487	  34.9222   33.5294   11.6027 -0.224036  -2.89873	      -0 -9.98297
4.61406	-0.000682293     0.112485	  34.7892   33.5207    11.597 -0.229557  -2.89784	      -0 -9.98424
4.61506	-0.000691656     0.112483	  34.6715   33.5239   11.5954 -0.230502  -2.89916	2.22355e-11    -9.98572
4.6161	-0.000651433     0.112481	  34.5457   33.5149   11.5894 -0.236179  -2.89827	      -0 -9.98696
4.6171	-0.000652044     0.112478	 34.4314  33.5158  11.5872 -0.23778 -2.89924	-5.56034e-12      -9.9883
4.61811	-0.000638861     0.112476	  34.3195   33.5135   11.5836 -0.240759  -2.89966	1.11222e-11     -9.9896
4.6191	-0.000627708     0.112474	   34.212   33.5119   11.5802 -0.243518  -2.90021	-1.11237e-11     -9.99093
4.62011	-0.000616289     0.112471	  34.1082   33.5103   11.5767 -0.246275  -2.90079	2.22503e-11    -9.99223
4.62111	-0.000604619     0.112469	   34.008   33.5087   11.5732 -0.249032  -2.90141	5.56329e-12    -9.99351
4.62211	-0.000592944     0.112467	  33.9115   33.5072   11.5697 -0.251763  -2.90206	1.1128e-11   -9.99478
4.62311	-0.000581013     0.112465	  33.8186   33.5057   11.5662 -0.254495  -2.90275	3.8953e-11   -9.99604
4.62411	-0.000568937     0.112462	   33.729   33.5042   11.5626 -0.257214  -2.90346	      -0 -9.99728
4.62511	-0.000556759      0.11246	  33.6429   33.5028    11.559 -0.259917  -2.90421	-5.56607e-12     -9.99851
4.62607	-0.000544453     0.112458	    33.56   33.5014   11.5554 -0.262607  -2.90499	      -0 -9.99972
4.62711	-0.000532219     0.112455	  33.4806   33.5001   11.5518 -0.265262  -2.90581	      -0 -10.0009
4.62811	-0.000519256     0.112453	  33.4039   33.4987   11.5481 -0.267953  -2.90663	5.56799e-12    -10.0021
4.62907	-0.000506688     0.112451	  33.3307   33.4975   11.5444 -0.270574  -2.90751	-1.11371e-11     -10.0033
4.63007	-0.000499377     0.112448	  33.2637   33.4977   11.5411 -0.272683  -2.90868	2.22764e-11    -10.0044
4.63106	-0.000502503     0.112446	  33.2043   33.5005   11.5387 -0.273784  -2.91037	2.22783e-11    -10.0057
4.63206	-0.000501634     0.112443	  33.1492   33.5025   11.5359 -0.275304  -2.91194	5.57e-12 -10.0069
4.63312	-0.000489288     0.112441	  33.0819   33.5011   11.5322 -0.277749  -2.91286	1.67107e-11    -10.0079
4.63407	-0.000446807     0.112439	  33.0122   33.4931   11.5259 -0.283134  -2.91256	3.34222e-11    -10.0089
4.63506	-0.000433592     0.112437	  32.9554    33.492   11.5221 -0.285635  -2.91361	3.34225e-11      -10.01
4.63606	-0.000444475     0.112434	  32.9094   33.4965   11.5204 -0.285791  -2.91574	1.11408e-11    -10.0111
4.63707	-0.000420024     0.112432	  32.8579   33.4932   11.5155 -0.289395  -2.91639	      -0 -10.0121
4.63807	-0.000396742     0.112429	  32.8093   33.4903   11.5108 -0.292825  -2.91714	1.67096e-11    -10.0131
4.63907	-0.000408588     0.112427	  32.7745   33.4954   11.5091 -0.292839  -2.91944	1.11389e-11    -10.0142
4.64007	-0.000394814     0.112424	  32.7323   33.4946   11.5052 -0.295294  -2.92063	1.11376e-11    -10.0152
4.64107	-0.000351496     0.112422	  32.6758   33.4867   11.4988 -0.300478  -2.92047	5.56789e-12     -10.016
4.64206	-0.000333465      0.11242	  32.6262   33.4844   11.4947 -0.303151  -2.92139	1.11336e-11    -10.0169
4.64307	-0.000324278     0.112417	  32.5968   33.4852   11.4912 -0.305062  -2.92294	1.11313e-11    -10.0179
