Timestep 	 x_error[2] 	 command torques[4]
0.367126	 0.00115905 0.000638894	66.8635 37.1099 15.8755  4.6097
0.368075	 0.00116025 0.000638742	66.8634 37.1098 15.8755  4.6097
0.369077	 0.00116155 0.000638575	66.8634 37.1098 15.8755  4.6097
0.370119	 0.00116261 0.000638439	66.8633 37.1098 15.8755  4.6097
0.371122	 0.00116378 0.000638288	66.8632 37.1097 15.8755 4.60971
0.372125	 0.00116494 0.000638137	 66.863 37.1096 15.8755 4.60971
0.373082	 0.00116609 0.000637987	 66.863 37.1096 15.8755 4.60971
0.374124	 0.00116723 0.000637837	66.8628 37.1095 15.8755 4.60972
0.375123	 0.00116837 0.000637688	66.8627 37.1095 15.8755 4.60972
0.376082	  0.0011695 0.000637539	66.8626 37.1094 15.8755 4.60973
0.377127	0.00117061 0.00063739	66.8626 37.1094 15.8755 4.60973
0.378122	 0.00117172 0.000637242	66.8624 37.1093 15.8755 4.60973
0.379121	 0.00117283 0.000637095	66.8623 37.1093 15.8755 4.60974
0.380124	 0.00117392 0.000636948	66.8622 37.1092 15.8755 4.60974
0.381121	 0.00117501 0.000636801	66.8622 37.1092 15.8755 4.60974
0.38213	 0.00117619 0.000636641	 66.862 37.1091 15.8755 4.60975
0.383122	 0.00117726 0.000636495	66.8619 37.1091 15.8755 4.60975
0.384086	 0.00117821 0.000636364	66.8619  37.109 15.8755 4.60976
0.385127	0.00117927 0.00063622	66.8619  37.109 15.8755 4.60976
0.386121	 0.00118031 0.000636076	66.8617  37.109 15.8755 4.60977
0.387122	 0.00118135 0.000635932	66.8617  37.109 15.8755 4.60977
0.388123	 0.00118238 0.000635789	66.8615 37.1089 15.8755 4.60977
0.389077	 0.00118341 0.000635646	66.8615 37.1089 15.8755 4.60977
0.390081	0.00118452 0.00063549	66.8615 37.1088 15.8755 4.60978
0.391123	 0.00118553 0.000635348	66.8613 37.1087 15.8755 4.60979
0.392077	 0.00118653 0.000635207	66.8613 37.1087 15.8755 4.60979
0.393129	 0.00118752 0.000635067	66.8612 37.1087 15.8755 4.60979
0.394135	 0.00118851 0.000634927	66.8611 37.1086 15.8755  4.6098
0.395119	 0.00118948 0.000634787	66.8611 37.1086 15.8755  4.6098
0.396123	 0.00119045 0.000634648	66.8609 37.1086 15.8755 4.60981
0.397124	0.00119142 0.00063451	66.8609 37.1086 15.8755 4.60981
0.398123	 0.00119237 0.000634372	66.8608 37.1085 15.8755 4.60982
0.399126	 0.00119332 0.000634235	66.8607 37.1085 15.8755 4.60982
0.40008	 0.00119417 0.000634112	66.8606 37.1084 15.8755 4.60983
0.401125	  0.0011951 0.000633975	66.8606 37.1084 15.8755 4.60983
0.402084	0.00119603 0.00063384	66.8605 37.1084 15.8755 4.60983
0.403135	 0.00119695 0.000633704	66.8604 37.1083 15.8755 4.60984
0.40413	0.00119786 0.00063357	66.8604 37.1083 15.8755 4.60984
0.405124	 0.00119877 0.000633436	66.8604 37.1083 15.8755 4.60984
0.406151	 0.00119976 0.000633289	66.8603 37.1082 15.8755 4.60985
0.407077	 0.00120065 0.000633156	66.8602 37.1082 15.8755 4.60986
0.408078	 0.00120154 0.000633024	66.8602 37.1082 15.8755 4.60986
0.409069	 0.00120233 0.000632905	66.8601 37.1082 15.8755 4.60986
0.410069	  0.0012032 0.000632774	66.8601 37.1081 15.8755 4.60987
0.411068	 0.00120407 0.000632643	  66.86 37.1081 15.8755 4.60987
0.412068	 0.00120493 0.000632513	  66.86 37.1081 15.8755 4.60988
0.413067	 0.00120578 0.000632384	66.8599 37.1081 15.8755 4.60988
0.414068	 0.00120663 0.000632255	66.8598  37.108 15.8755 4.60989
0.415068	 0.00120747 0.000632126	66.8598  37.108 15.8755 4.60989
0.416068	  0.0012083 0.000631999	66.8597  37.108 15.8756 4.60989
0.417067	 0.00120913 0.000631871	66.8597 37.1079 15.8756  4.6099
0.418068	 0.00120995 0.000631745	66.8596 37.1079 15.8756  4.6099
0.419128	 0.00121077 0.000631619	66.8595 37.1079 15.8756 4.60991
0.420119	 0.00121158 0.000631493	66.8595 37.1079 15.8756 4.60991
0.421159	 0.00121238 0.000631368	66.8594 37.1078 15.8756 4.60992
0.422075	 0.00121318 0.000631244	66.8594 37.1078 15.8756 4.60992
0.423074	 0.00121405 0.000631108	66.8594 37.1078 15.8756 4.60993
0.424067	 0.00121475 0.000630997	66.8593 37.1078 15.8756 4.60993
0.425066	 0.00121553 0.000630875	66.8593 37.1077 15.8756 4.60994
0.426065	  0.0012163 0.000630753	66.8592 37.1077 15.8756 4.60994
0.427066	 0.00121707 0.000630631	66.8592 37.1077 15.8756 4.60995
0.428066	 0.00121783 0.000630511	66.8591 37.1077 15.8756 4.60995
0.429064	0.00121859 0.00063039	66.8591 37.1077 15.8756 4.60996
0.430067	 0.00121934 0.000630271	66.8591 37.1076 15.8756 4.60996
0.431066	 0.00122008 0.000630152	 66.859 37.1076 15.8756 4.60996
0.432066	 0.00122082 0.000630033	 66.859 37.1076 15.8756 4.60997
0.433064	 0.00122155 0.000629915	66.8589 37.1076 15.8756 4.60997
0.434069	 0.00122228 0.000629798	66.8589 37.1076 15.8756 4.60998
0.435068	   0.001223 0.000629681	66.8588 37.1075 15.8756 4.60998
0.436067	 0.00122371 0.000629565	66.8588 37.1075 15.8757 4.60999
0.437067	0.00122442 0.00062945	66.8588 37.1075 15.8757 4.60999
0.438068	 0.00122513 0.000629335	66.8587 37.1075 15.8757    4.61
0.439068	 0.00122583 0.000629221	66.8587 37.1075 15.8757    4.61
0.440072	 0.00122652 0.000629107	66.8586 37.1074 15.8757 4.61001
0.441065	 0.00122721 0.000628994	66.8586 37.1074 15.8757 4.61001
0.442067	 0.00122789 0.000628881	66.8586 37.1074 15.8757 4.61002
0.443067	 0.00122857 0.000628769	66.8585 37.1074 15.8757 4.61002
0.444067	 0.00122924 0.000628658	66.8585 37.1074 15.8757 4.61003
0.445067	 0.00122991 0.000628547	66.8585 37.1074 15.8757 4.61003
0.446069	 0.00123057 0.000628437	66.8584 37.1073 15.8757 4.61004
0.447068	 0.00123123 0.000628327	66.8584 37.1073 15.8757 4.61004
0.448067	 0.00123188 0.000628218	66.8584 37.1073 15.8757 4.61004
0.449066	0.00123252 0.00062811	66.8583 37.1073 15.8757 4.61005
0.450068	 0.00123317 0.000628002	66.8583 37.1073 15.8757 4.61005
0.451068	  0.0012338 0.000627894	66.8583 37.1073 15.8757 4.61006
0.452066	 0.00123443 0.000627788	66.8582 37.1073 15.8758 4.61006
0.453067	 0.00123506 0.000627682	66.8582 37.1072 15.8758 4.61007
0.454068	 0.00123574 0.000627565	66.8582 37.1072 15.8758 4.61007
0.455068	0.00123636 0.00062746	66.8581 37.1072 15.8758 4.61008
0.456068	 0.00123691 0.000627366	66.8581 37.1072 15.8758 4.61008
0.457067	 0.00123752 0.000627263	66.8581 37.1072 15.8758 4.61009
0.458068	 0.00123812 0.000627159	66.8581 37.1072 15.8758 4.61009
0.459067	 0.00123872 0.000627057	 66.858 37.1072 15.8758  4.6101
0.460067	 0.00123931 0.000626955	 66.858 37.1072 15.8758  4.6101
0.461067	  0.0012399 0.000626853	 66.858 37.1071 15.8758  4.6101
0.462068	 0.00124049 0.000626752	 66.858 37.1071 15.8758 4.61011
0.463067	 0.00124107 0.000626651	66.8579 37.1071 15.8758 4.61011
0.464066	 0.00124164 0.000626552	66.8579 37.1071 15.8758 4.61012
0.465067	 0.00124221 0.000626452	66.8579 37.1071 15.8758 4.61012
0.466068	 0.00124278 0.000626354	66.8579 37.1071 15.8758 4.61013
0.467068	 0.00124334 0.000626255	66.8578 37.1071 15.8759 4.61013
0.468067	 0.00124389 0.000626158	66.8578 37.1071 15.8759 4.61014
0.469068	 0.00124445 0.000626061	66.8578 37.1071 15.8759 4.61014
0.470068	   0.001245 0.000625964	66.8578  37.107 15.8759 4.61014
0.471071	 0.00124554 0.000625868	66.8577  37.107 15.8759 4.61015
0.472066	 0.00124608 0.000625773	66.8577  37.107 15.8759 4.61015
0.473067	 0.00124662 0.000625678	66.8577  37.107 15.8759 4.61016
0.474068	 0.00124715 0.000625584	66.8577  37.107 15.8759 4.61016
0.475068	0.00124767 0.00062549	66.8577  37.107 15.8759 4.61017
0.476067	  0.0012482 0.000625397	66.8576  37.107 15.8759 4.61017
0.477119	 0.00124872 0.000625304	66.8576  37.107 15.8759 4.61018
0.478123	 0.00124923 0.000625212	66.8576  37.107 15.8759 4.61018
0.479123	 0.00124974 0.000625121	66.8576  37.107 15.8759 4.61019
0.480122	 0.00125025 0.000625029	66.8575  37.107  15.876 4.61019
0.481128	 0.00125075 0.000624939	66.8575 37.1069  15.876  4.6102
0.482123	 0.00125125 0.000624849	66.8575 37.1069  15.876  4.6102
0.483126	0.00125174 0.00062476	66.8575 37.1069  15.876 4.61021
0.484122	 0.00125223 0.000624671	66.8575 37.1069  15.876 4.61021
0.485125	 0.00125272 0.000624582	66.8574 37.1069  15.876 4.61021
0.486121	 0.00125325 0.000624486	66.8574 37.1069  15.876 4.61022
0.48712	 0.00125373 0.000624399	66.8574 37.1069  15.876 4.61022
0.488123	 0.00125416 0.000624321	66.8574 37.1069  15.876 4.61023
0.489124	 0.00125463 0.000624234	66.8574 37.1069  15.876 4.61023
0.490132	  0.0012551 0.000624149	66.8574 37.1069  15.876 4.61023
0.491123	 0.00125556 0.000624064	66.8573 37.1069  15.876 4.61024
0.492123	0.00125607 0.00062397	66.8573 37.1069  15.876 4.61024
0.493127	 0.00125648 0.000623895	66.8573 37.1069  15.876 4.61025
0.494123	 0.00125693 0.000623811	66.8573 37.1069 15.8761 4.61025
0.495122	 0.00125738 0.000623728	66.8573 37.1069 15.8761 4.61026
0.496122	 0.00125783 0.000623645	66.8573 37.1068 15.8761 4.61026
0.497129	 0.00125827 0.000623563	66.8573 37.1068 15.8761 4.61026
0.498124	 0.00125871 0.000623482	66.8572 37.1068 15.8761 4.61027
0.499125	 0.00125914 0.000623401	66.8572 37.1068 15.8761 4.61027
0.500122	0.00125958 0.00062332	66.8572 37.1068 15.8761 4.61028
0.501126	   0.00126 0.00062324	66.8572 37.1068 15.8761 4.61028
0.502079	 0.00126047 0.000623152	66.8572 37.1068 15.8761 4.61028
0.503078	 0.00126085 0.000623081	66.8572 37.1068 15.8761 4.61029
0.504071	 0.00126127 0.000623003	66.8572 37.1068 15.8761 4.61029
0.505065	 0.00126168 0.000622925	66.8572 37.1068 15.8761 4.61029
0.506118	  0.0012621 0.000622847	66.8571 37.1068 15.8761  4.6103
0.507071	 0.00126242 0.000622785	66.8571 37.1068 15.8761  4.6103
0.508129	 0.00126295 0.000622686	66.8571 37.1068 15.8762 4.61031
0.509124	0.00126335 0.00062261	66.8571 37.1068 15.8762 4.61031
0.510121	 0.00126367 0.000622549	66.8571 37.1068 15.8762 4.61031
0.511123	 0.00126414 0.000622459	66.8571 37.1068 15.8762 4.61032
0.512125	 0.00126454 0.000622384	66.8571 37.1068 15.8762 4.61032
0.513125	 0.00126485 0.000622325	66.8571 37.1068 15.8762 4.61033
0.514121	 0.00126523 0.000622251	66.8571 37.1068 15.8762 4.61033
0.515128	 0.00126569 0.000622163	 66.857 37.1068 15.8762 4.61033
0.516123	0.00126607 0.00062209	 66.857 37.1068 15.8762 4.61034
0.51713	 0.00126645 0.000622018	 66.857 37.1068 15.8762 4.61034
0.518123	 0.00126682 0.000621946	 66.857 37.1068 15.8762 4.61034
0.519077	 0.00126715 0.000621882	 66.857 37.1068 15.8762 4.61034
0.520105	 0.00126752 0.000621811	 66.857 37.1068 15.8762 4.61035
0.521064	 0.00126789 0.000621741	 66.857 37.1068 15.8762 4.61035
0.522063	 0.00126825 0.000621671	 66.857 37.1068 15.8762 4.61036
0.523073	 0.00126861 0.000621601	 66.857 37.1067 15.8762 4.61036
0.524063	 0.00126896 0.000621532	 66.857 37.1067 15.8763 4.61036
0.525063	 0.00126932 0.000621463	 66.857 37.1067 15.8763 4.61037
0.526124	  0.0012697 0.000621388	 66.857 37.1067 15.8763 4.61037
0.527123	 0.00127001 0.000621327	66.8569 37.1067 15.8763 4.61038
0.528122	0.00127036 0.00062126	66.8569 37.1067 15.8763 4.61038
0.529139	 0.00127073 0.000621187	66.8569 37.1067 15.8763 4.61038
0.530122	 0.00127104 0.000621127	66.8569 37.1067 15.8763 4.61039
0.531124	 0.00127137 0.000621061	66.8569 37.1067 15.8763 4.61039
0.532135	 0.00127174 0.000620989	66.8569 37.1067 15.8763 4.61039
0.533126	0.00127204 0.00062093	66.8569 37.1067 15.8763 4.61039
0.534129	 0.00127237 0.000620865	66.8569 37.1067 15.8763  4.6104
0.535127	 0.00127269 0.000620801	66.8569 37.1067 15.8763  4.6104
0.536131	 0.00127302 0.000620737	66.8569 37.1067 15.8763 4.61041
0.537082	 0.00127334 0.000620674	66.8569 37.1067 15.8763 4.61041
0.538128	 0.00127365 0.000620611	66.8569 37.1067 15.8764 4.61041
0.539075	 0.00127397 0.000620548	66.8569 37.1067 15.8764 4.61041
0.54008	 0.00127428 0.000620486	66.8569 37.1067 15.8764 4.61042
0.541128	 0.00127459 0.000620424	66.8569 37.1067 15.8764 4.61042
0.542123	  0.0012749 0.000620363	66.8569 37.1067 15.8764 4.61042
0.543124	  0.0012752 0.000620302	66.8568 37.1067 15.8764 4.61043
0.544124	 0.00127554 0.000620236	66.8568 37.1067 15.8764 4.61043
0.545127	 0.00127584 0.000620176	66.8568 37.1067 15.8764 4.61043
0.546125	 0.00127613 0.000620116	66.8568 37.1067 15.8764 4.61044
0.547125	 0.00127643 0.000620057	66.8568 37.1067 15.8764 4.61044
0.548123	 0.00127672 0.000619998	66.8568 37.1067 15.8764 4.61045
0.54913	0.00127701 0.00061994	66.8568 37.1067 15.8764 4.61045
0.550122	  0.0012773 0.000619882	66.8568 37.1067 15.8764 4.61045
0.551122	 0.00127758 0.000619824	66.8568 37.1067 15.8764 4.61046
0.552081	 0.00127787 0.000619767	66.8568 37.1067 15.8764 4.61046
0.553128	0.00127815 0.00061971	66.8568 37.1067 15.8764 4.61046
0.554075	 0.00127842 0.000619653	66.8568 37.1067 15.8765 4.61047
0.555123	  0.0012787 0.000619597	66.8568 37.1067 15.8765 4.61047
0.556124	 0.00127895 0.000619547	66.8568 37.1067 15.8765 4.61047
0.557076	 0.00127922 0.000619492	66.8568 37.1067 15.8765 4.61047
0.558134	 0.00127952 0.000619431	66.8568 37.1067 15.8765 4.61048
0.559123	 0.00127976 0.000619382	66.8568 37.1067 15.8765 4.61048
0.560123	 0.00128005 0.000619323	66.8568 37.1067 15.8765 4.61048
0.561125	 0.00128026 0.000619279	66.8568 37.1067 15.8765 4.61049
0.562121	 0.00128052 0.000619226	66.8568 37.1067 15.8765 4.61049
0.563125	 0.00128083 0.000619162	66.8568 37.1067 15.8765 4.61049
0.564122	0.00128109 0.00061911	66.8568 37.1067 15.8765  4.6105
0.565127	 0.00128134 0.000619057	66.8568 37.1067 15.8765  4.6105
0.566123	 0.00128159 0.000619005	66.8568 37.1067 15.8765  4.6105
0.567121	 0.00128179 0.000618964	66.8568 37.1067 15.8765  4.6105
0.568131	 0.00128209 0.000618902	66.8568 37.1067 15.8765 4.61051
0.569077	 0.00128231 0.000618857	66.8568 37.1067 15.8765 4.61051
0.570081	 0.00128256 0.000618806	66.8567 37.1067 15.8765 4.61051
0.571124	  0.0012828 0.000618756	66.8567 37.1067 15.8766 4.61051
0.572122	 0.00128306 0.000618701	66.8567 37.1067 15.8766 4.61052
0.573121	 0.00128328 0.000618656	66.8567 37.1067 15.8766 4.61052
0.574123	 0.00128351 0.000618607	66.8567 37.1067 15.8766 4.61052
0.575121	 0.00128375 0.000618558	66.8567 37.1067 15.8766 4.61053
0.576122	0.00128398 0.00061851	66.8567 37.1067 15.8766 4.61053
0.577123	 0.00128421 0.000618462	66.8567 37.1067 15.8766 4.61053
0.578121	 0.00128444 0.000618414	66.8567 37.1067 15.8766 4.61053
0.579126	 0.00128467 0.000618367	66.8567 37.1067 15.8766 4.61054
0.580122	 0.00128489 0.000618319	66.8567 37.1067 15.8766 4.61054
0.581125	 0.00128512 0.000618273	66.8567 37.1067 15.8766 4.61054
0.582121	 0.00128534 0.000618226	66.8567 37.1067 15.8766 4.61054
0.583122	0.00128556 0.00061818	66.8567 37.1067 15.8766 4.61055
0.584121	 0.00128577 0.000618134	66.8567 37.1067 15.8766 4.61055
0.585126	 0.00128599 0.000618089	66.8567 37.1067 15.8766 4.61055
0.586123	  0.0012862 0.000618044	66.8567 37.1067 15.8766 4.61055
0.587081	 0.00128642 0.000617999	66.8567 37.1067 15.8766 4.61055
0.588128	 0.00128663 0.000617954	66.8567 37.1067 15.8766 4.61056
0.589075	0.00128683 0.00061791	66.8567 37.1067 15.8766 4.61056
0.59008	 0.00128704 0.000617866	66.8567 37.1067 15.8767 4.61056
0.591081	 0.00128725 0.000617823	66.8567 37.1067 15.8767 4.61056
0.592126	 0.00128745 0.000617779	66.8567 37.1067 15.8767 4.61057
0.593124	 0.00128765 0.000617736	66.8567 37.1067 15.8767 4.61057
0.594123	 0.00128785 0.000617694	66.8567 37.1067 15.8767 4.61057
0.595131	 0.00128807 0.000617647	66.8567 37.1067 15.8767 4.61058
0.596127	 0.00128825 0.000617609	66.8567 37.1067 15.8767 4.61058
0.597128	 0.00128844 0.000617568	66.8567 37.1067 15.8767 4.61058
0.598124	 0.00128864 0.000617526	66.8567 37.1067 15.8767 4.61058
0.599123	 0.00128883 0.000617485	66.8567 37.1067 15.8767 4.61059
0.600124	 0.00128902 0.000617444	66.8567 37.1067 15.8767 4.61059
0.601124	 0.00128921 0.000617404	66.8567 37.1067 15.8767 4.61059
0.60208	  0.0012894 0.000617363	66.8567 37.1067 15.8767 4.61059
0.603121	 0.0012896 0.00061732	66.8567 37.1067 15.8767  4.6106
0.604123	0.00128978 0.00061728	66.8567 37.1067 15.8767  4.6106
0.605161	 0.00128997 0.000617241	66.8567 37.1067 15.8767  4.6106
0.606133	 0.00129013 0.000617205	66.8567 37.1067 15.8767  4.6106
0.607121	 0.00129031 0.000617167	66.8567 37.1067 15.8767  4.6106
0.60812	 0.00129049 0.000617128	66.8567 37.1067 15.8767 4.61061
0.609166	0.00129066 0.00061709	66.8567 37.1067 15.8767 4.61061
0.61012	 0.00129084 0.000617052	66.8567 37.1067 15.8768 4.61061
0.611123	 0.00129101 0.000617014	66.8567 37.1067 15.8768 4.61061
0.61212	 0.00129119 0.000616977	66.8567 37.1067 15.8768 4.61061
0.613166	0.00129136 0.00061694	66.8567 37.1067 15.8768 4.61061
0.614121	 0.00129153 0.000616903	66.8567 37.1067 15.8768 4.61062
0.615119	 0.00129169 0.000616866	66.8567 37.1067 15.8768 4.61062
0.61612	0.00129186 0.00061683	66.8567 37.1067 15.8768 4.61062
0.617153	 0.00129203 0.000616794	66.8567 37.1067 15.8768 4.61062
0.61812	 0.00129219 0.000616758	66.8567 37.1067 15.8768 4.61063
0.619073	 0.00129235 0.000616722	66.8567 37.1068 15.8768 4.61063
0.620118	 0.00129251 0.000616687	66.8567 37.1068 15.8768 4.61063
0.621151	 0.00129267 0.000616652	66.8567 37.1068 15.8768 4.61063
0.622078	 0.00129285 0.000616614	66.8567 37.1068 15.8768 4.61063
0.623081	   0.001293 0.000616579	66.8567 37.1068 15.8768 4.61064
0.624119	 0.00129314 0.000616549	66.8567 37.1068 15.8768 4.61064
0.625166	  0.0012933 0.000616515	66.8567 37.1068 15.8768 4.61064
0.626123	 0.00129345 0.000616481	66.8567 37.1068 15.8768 4.61064
0.627125	  0.0012936 0.000616447	66.8567 37.1068 15.8768 4.61065
0.628124	 0.00129375 0.000616414	66.8567 37.1068 15.8768 4.61065
0.629129	  0.0012939 0.000616381	66.8567 37.1068 15.8768 4.61065
0.630064	 0.00129405 0.000616348	66.8567 37.1068 15.8768 4.61065
0.631074	 0.00129421 0.000616313	66.8567 37.1068 15.8768 4.61065
0.632077	0.00129436 0.00061628	66.8567 37.1068 15.8768 4.61065
0.633077	  0.0012945 0.000616248	66.8567 37.1068 15.8769 4.61066
0.634121	0.00129463 0.00061622	66.8567 37.1068 15.8769 4.61066
0.635124	 0.00129477 0.000616188	66.8567 37.1068 15.8769 4.61066
0.636123	 0.00129492 0.000616157	66.8567 37.1068 15.8769 4.61066
0.637077	 0.00129507 0.000616123	66.8567 37.1068 15.8769 4.61066
0.638125	 0.00129519 0.000616095	66.8567 37.1068 15.8769 4.61067
0.639128	 0.00129533 0.000616064	66.8567 37.1068 15.8769 4.61067
0.640124	 0.00129547 0.000616034	66.8567 37.1068 15.8769 4.61067
0.641127	  0.0012956 0.000616004	66.8567 37.1068 15.8769 4.61067
0.642121	 0.00129574 0.000615974	66.8567 37.1068 15.8769 4.61067
0.643122	 0.00129587 0.000615944	66.8567 37.1068 15.8769 4.61068
0.644122	   0.001296 0.000615915	66.8567 37.1068 15.8769 4.61068
0.645126	 0.00129613 0.000615885	66.8567 37.1068 15.8769 4.61068
0.646121	 0.00129626 0.000615856	66.8567 37.1068 15.8769 4.61068
0.647125	 0.00129639 0.000615828	66.8567 37.1068 15.8769 4.61068
0.648121	 0.00129652 0.000615799	66.8567 37.1068 15.8769 4.61068
0.649126	 0.00129664 0.000615771	66.8567 37.1068 15.8769 4.61068
0.650122	 0.00129677 0.000615742	66.8567 37.1068 15.8769 4.61069
0.651122	 0.00129689 0.000615714	66.8567 37.1068 15.8769 4.61069
0.652076	 0.00129702 0.000615687	66.8567 37.1068 15.8769 4.61069
0.653079	 0.00129715 0.000615656	66.8567 37.1068 15.8769 4.61069
0.654076	 0.00129727 0.000615629	66.8567 37.1068 15.8769 4.61069
0.655067	 0.00129739 0.000615602	66.8567 37.1068 15.8769 4.61069
0.656065	 0.00129751 0.000615575	66.8567 37.1068 15.8769  4.6107
0.657068	 0.00129762 0.000615551	66.8567 37.1068 15.8769  4.6107
0.658067	 0.00129773 0.000615524	66.8567 37.1068 15.8769  4.6107
0.659064	 0.00129785 0.000615498	66.8567 37.1068  15.877  4.6107
0.660064	 0.00129796 0.000615472	66.8567 37.1068  15.877  4.6107
0.661064	 0.00129808 0.000615446	66.8567 37.1068  15.877  4.6107
0.662122	0.00129819 0.00061542	66.8567 37.1068  15.877 4.61071
0.663125	  0.0012983 0.000615395	66.8567 37.1068  15.877 4.61071
0.664124	 0.00129843 0.000615367	66.8567 37.1068  15.877 4.61071
0.665124	 0.00129852 0.000615344	66.8567 37.1068  15.877 4.61071
0.666123	 0.00129863 0.000615319	66.8567 37.1068  15.877 4.61071
0.667123	 0.00129874 0.000615295	66.8567 37.1068  15.877 4.61071
0.668125	0.00129885 0.00061527	66.8568 37.1068  15.877 4.61072
0.669084	 0.00129896 0.000615246	66.8568 37.1068  15.877 4.61072
0.670076	 0.00129906 0.000615221	66.8568 37.1068  15.877 4.61072
0.671121	 0.00129917 0.000615197	66.8568 37.1068  15.877 4.61072
0.672122	 0.00129927 0.000615174	66.8568 37.1068  15.877 4.61072
0.673131	0.00129937 0.00061515	66.8568 37.1068  15.877 4.61072
0.674135	 0.00129948 0.000615126	66.8568 37.1068  15.877 4.61072
0.675123	 0.00129958 0.000615103	66.8568 37.1068  15.877 4.61073
0.676124	0.00129968 0.00061508	66.8568 37.1068  15.877 4.61073
0.677128	 0.00129978 0.000615057	66.8568 37.1068  15.877 4.61073
0.678124	 0.00129988 0.000615034	66.8568 37.1068  15.877 4.61073
0.679125	 0.00129997 0.000615012	66.8568 37.1068  15.877 4.61073
0.680122	 0.00130007 0.000614989	66.8568 37.1068  15.877 4.61073
0.681123	 0.00130017 0.000614967	66.8568 37.1068  15.877 4.61073
0.682122	 0.00130026 0.000614945	66.8568 37.1068  15.877 4.61073
0.683122	 0.00130036 0.000614923	66.8568 37.1068  15.877 4.61074
0.684124	 0.00130045 0.000614901	66.8568 37.1068  15.877 4.61074
0.685127	0.00130054 0.00061488	66.8568 37.1069  15.877 4.61074
0.686083	 0.00130064 0.000614859	66.8568 37.1069  15.877 4.61074
0.687078	 0.00130073 0.000614837	66.8568 37.1069  15.877 4.61074
0.688122	 0.00130082 0.000614816	66.8568 37.1069  15.877 4.61074
0.689127	 0.00130091 0.000614795	66.8568 37.1069  15.877 4.61074
0.690139	   0.001301 0.000614775	66.8568 37.1069 15.8771 4.61075
0.691133	 0.00130109 0.000614754	66.8568 37.1069 15.8771 4.61075
0.692122	 0.00130117 0.000614734	66.8568 37.1069 15.8771 4.61075
