Timestep 	 x_error[2] 	 command torques[4] 	 f contact[2]
5.2591	0.000612526    0.112116	 34.7357  11.7867 0.407271 -4.19715	-2.51578e-10     -10.0192
5.2601	0.000615605    0.112114	 34.7394  11.7882 0.409515 -4.19858	5.59017e-11    -10.0189
5.26106	0.000658347    0.112113	  34.743  11.7896 0.411687 -4.19998	-6.70756e-11     -10.0186
5.2621	0.000618806    0.112111	 34.7428  11.7894 0.411829 -4.20098	4.91834e-10    -10.0183
5.2631	0.000626159     0.11211	34.7504 11.7926 0.41617 -4.2028	-1.45297e-10     -10.0181
5.2641	0.000629861    0.112108	 34.7541  11.7941 0.418383  -4.2042	-1.67628e-11     -10.0178
5.26506	0.000671644    0.112107	 34.7576  11.7955 0.420495 -4.20558	3.12859e-10    -10.0175
5.26612	0.000635022    0.112106	 34.7557  11.7947  0.41976 -4.20637	-1.11717e-10     -10.0172
5.2671	0.000655041    0.112104	  34.765  11.7986 0.424985 -4.20836	2.79248e-10     -10.017
5.2681	0.000643838    0.112103	 34.7685  11.7999 0.427089 -4.20972	-1.28431e-10     -10.0168
5.26906	0.000664273    0.112101	 34.7708  11.8009 0.428518 -4.21094	-8.37428e-11     -10.0165
5.27012	0.000649728      0.1121	 34.7746  11.8024 0.430762 -4.21232	-3.90713e-11     -10.0162
5.27107	0.00102633     0.1121	 34.7812  11.8051 0.434559 -4.21399	3.57148e-10    -10.0159
5.27206	0.00106249   0.112098	  34.782  11.8055 0.435227 -4.21505	4.68642e-10    -10.0156
5.27306	0.00104457   0.112097	 34.7877  11.8078 0.438519 -4.21662	-2.95618e-10     -10.0154
5.27406	0.00104798   0.112096	 34.7914  11.8094 0.440709 -4.21797	-4.01492e-10     -10.0151
5.27506	0.00105012   0.112094	 34.7952  11.8109 0.442972 -4.21933	-6.68974e-11     -10.0148
5.27606	0.0010525  0.112093	  34.799  11.8125 0.445217 -4.22068	2.78661e-11    -10.0146
5.27706	0.00105485   0.112091	 34.8028  11.8141 0.447478 -4.22202	1.11432e-11    -10.0143
5.27806	0.00105551    0.11209	 34.8068  11.8157 0.449825 -4.22339	7.79791e-11     -10.014
5.27906	0.00105938   0.112089	 34.8105  11.8172    0.452 -4.22471	-4.45463e-11     -10.0138
5.28006	0.00107661   0.112087	 34.8129  11.8182 0.453462  -4.2259	1.61426e-10    -10.0135
5.28106	0.000699729    0.112085	 34.8177  11.8202 0.456285 -4.22733	1.61375e-10    -10.0133
5.28206	0.00108003   0.112085	 34.8207  11.8214 0.458054 -4.22857	1.72442e-10     -10.013
5.28306	0.00107168   0.112083	 34.8256  11.8235 0.460919    -4.23	2.50234e-10    -10.0128
5.28406	0.000695457    0.112081	 34.8283  11.8246 0.462499  -4.2312	1.2229e-10   -10.0124
5.28506	0.00107283   0.112081	 34.8337  11.8269 0.465644 -4.23268	-1.7905e-10    -10.0122
5.28606	0.00108021   0.112082	 34.8335  11.8265 0.465718 -4.23393	2.40599e-10    -10.0122
5.28706	0.0010766  0.112081	  34.838  11.8284 0.468314  -4.2353	1.84639e-10     -10.012
5.28806	0.000718882    0.112079	 34.8406  11.8294 0.469899 -4.23647	3.4688e-10   -10.0118
5.28906	0.00109283   0.112079	 34.8447  11.8312 0.472308 -4.23779	2.85318e-10    -10.0115
5.29006	0.0010865  0.112078	 34.8496  11.8332 0.475111 -4.23918	1.11881e-10    -10.0112
5.29106	0.0010869  0.112076	 34.8539  11.8351 0.477582  -4.2405	1.95777e-10    -10.0109
5.29206	0.00108512   0.112075	 34.8581  11.8369 0.480055 -4.24182	-1.90166e-10     -10.0107
5.29306	0.00108662   0.112074	 34.8622  11.8386 0.482402 -4.24311	1.28629e-10    -10.0104
5.29406	0.00112283   0.112073	  34.863  11.8389 0.482984 -4.24408	1.28616e-10    -10.0101
5.29506	0.00109063   0.112072	 34.8703   11.842 0.487092 -4.24568	-7.26872e-11     -10.0099
5.29606	0.00109124   0.112071	 34.8744  11.8437 0.489469 -4.24697	-5.25518e-10     -10.0096
5.29706	0.00109075    0.11207	 34.8787  11.8455 0.491918 -4.24826	2.51544e-10    -10.0094
5.29806	0.00109419   0.112069	 34.8825  11.8472 0.494162 -4.24952	1.1737e-10   -10.0091
5.29906	0.00109455   0.112068	 34.8867  11.8489 0.496559  -4.2508	2.79411e-10    -10.0088
5.30006	0.000768468    0.112066	 34.8906  11.8506 0.498806 -4.25204	-1.78794e-10     -10.0086
5.30106	0.00111846   0.112066	 34.8925  11.8513 0.499958  -4.2531	2.45803e-10    -10.0084
5.30206	0.00111219   0.112065	 34.8977  11.8536 0.502929 -4.25446	4.07727e-10     -10.008
5.30306	0.00111792   0.112064	 34.9014  11.8551 0.505062 -4.25568	-3.35056e-10     -10.0078
5.30406	0.000755005    0.112062	 34.9053  11.8568 0.507327 -4.25692	3.34999e-11    -10.0076
5.3051	0.000825761    0.112061	   34.91  11.8588 0.509997 -4.25822	-6.14128e-11     -10.0079
5.3061	0.000745909     0.11206	 34.9083  11.8579 0.509178 -4.25892	-1.89755e-10     -10.0072
5.3071	0.000745967    0.112059	 34.9182  11.8623 0.514711  -4.2607	5.69131e-10    -10.0068
5.3081	0.000747762    0.112058	 34.9237  11.8647 0.517801 -4.26207	-6.1363e-11    -10.0066
5.3091	0.000748592    0.112057	 34.9278  11.8664 0.520142 -4.26329	2.56548e-10    -10.0063
5.31012	0.000752852    0.112056	  34.932  11.8682 0.522545 -4.26453	1.00364e-10    -10.0061
5.31112	0.000756354    0.112055	 34.9359  11.8699 0.524814 -4.26574	3.95784e-10    -10.0058
5.3121	0.000756018    0.112054	 34.9397  11.8715 0.526982 -4.26693	-2.11773e-10     -10.0056
5.3131	0.000755458    0.112053	34.9444 11.8735 0.52964 -4.2682	-1.89431e-10     -10.0053
5.3141	0.000758767    0.112052	 34.9484  11.8752 0.531947  -4.2694	3.00779e-10    -10.0051
5.3151	0.000759162    0.112051	34.9524 11.8769 0.53423 -4.2706	-2.67285e-10     -10.0049
5.31611	0.000762764     0.11205	 34.9565  11.8787 0.536566  -4.2718	-5.56684e-11     -10.0046
5.31706	0.000778602     0.11205	 34.9607  11.8805 0.538918   -4.273	1.94786e-10    -10.0044
5.3181	0.000767032    0.112049	 34.9643   11.882  0.54098 -4.27416	3.00437e-10    -10.0042
5.3191	0.000772431    0.112048	 34.9675  11.8834 0.542811 -4.27525	4.56074e-10    -10.0039
5.32008	0.000774483    0.112047	 34.9727  11.8856 0.545735 -4.27654	5.00413e-11    -10.0037
5.32106	0.000785587    0.112046	 34.9767  11.8873 0.548034 -4.27772	2.33454e-10    -10.0035
5.3221	0.000755785    0.112045	 34.9808   11.889 0.550362 -4.27891	-3.66731e-10     -10.0032
5.3231	0.000773177    0.112044	 34.9854  11.8911 0.552941 -4.28011	1.44422e-10     -10.003
5.3241	0.000776284    0.112043	 34.9893  11.8928 0.555199 -4.28127	2.60981e-10    -10.0027
5.3251	0.00081009   0.112046	 34.9936  11.8946 0.557617 -4.28245	-2.90736e-10     -10.0025
5.3261	0.000778631    0.112045	 34.9913  11.8933 0.556484 -4.28335	1.11822e-10    -10.0026
5.32712	0.000781301    0.112044	 34.9983  11.8964 0.560395 -4.28476	7.82731e-11    -10.0023
5.3281	0.000781038    0.112043	 35.0025  11.8982 0.562748 -4.28592	1.67722e-11    -10.0021
5.3291	0.000782856    0.112043	 35.0067     11.9 0.565136 -4.28707	-1.00629e-10     -10.0019
5.3301	0.000783718    0.112042	 35.0109  11.9018 0.567486 -4.28822	5.5902e-11   -10.0016
5.3311	0.000785091    0.112041	  35.015  11.9036 0.569832 -4.28937	-4.36011e-10     -10.0014
5.3321	0.000786652    0.112041	 35.0191  11.9054 0.572158  -4.2905	2.23582e-10    -10.0012
5.3331	0.000782337     0.11204	 35.0235  11.9072 0.574581 -4.29165	-3.57706e-10     -10.0009
5.33406	0.00112276    0.11204	 35.0277  11.9091 0.576998  -4.2928	2.45905e-10    -10.0007
5.3351	0.000788645    0.112039	 35.0318  11.9108 0.579271 -4.29392	-1.62061e-10     -10.0005
5.3361	0.000790247    0.112038	 35.0359  11.9126 0.581566 -4.29504	-1.00581e-10     -10.0002
5.33706	0.000967695    0.111815	 35.0401  11.9144 0.583942 -4.29617	-8.93984e-11     -10.0001
5.33806	0.00113697   0.112038	 35.0431  11.9157 0.585666 -4.29719	1.17325e-10    -9.99985
5.33906	0.00113866   0.112037	 35.0471  11.9174  0.58794 -4.29829	4.97181e-10    -9.99959
5.3401	0.000797668    0.112036	 35.0522  11.9196 0.590748 -4.29948	-2.90457e-10     -9.99936
5.34106	0.00112899   0.112036	 35.0563  11.9214 0.593045 -4.30058	-1.06117e-10     -9.99914
5.3421	0.000798321    0.112035	 35.0605  11.9232 0.595431 -4.30169	-3.90912e-11     -9.99891
5.3431	0.000801389    0.112034	 35.0646  11.9249 0.597712 -4.30278	2.12184e-10     -9.9987
5.3441	0.000801388    0.112034	 35.0686  11.9267 0.600001 -4.30387	2.06574e-10    -9.99848
5.34506	0.00080115   0.112033	 35.0729  11.9285 0.602361 -4.30497	1.39559e-10    -9.99825
5.3461	0.000814787    0.112033	 35.0771  11.9304 0.604734 -4.30607	2.56752e-10    -9.99799
5.3471	0.000815826    0.112032	 35.0799  11.9316 0.606352 -4.30705	1.61843e-10    -9.99778
5.3481	0.000818803    0.112031	 35.0841  11.9334  0.60868 -4.30814	-1.8972e-10    -9.99757
5.34906	0.000974992    0.112031	 35.0882  11.9351 0.610995 -4.30922	-3.3479e-10    -9.99786
5.35006	0.000806215     0.11203	 35.0938  11.9376 0.614086 -4.31041	2.34318e-10    -9.99765
5.35111	0.000813066     0.11203	 35.0974  11.9391 0.616124 -4.31144	-9.4818e-11    -9.99701
5.35211	0.000805403    0.112029	 35.1008  11.9406 0.618005 -4.31244	2.78829e-10    -9.99676
5.3531	0.000803391    0.112029	  35.106  11.9428 0.620916 -4.31359	-2.95509e-10     -9.99654
5.35407	0.000973645    0.112029	 35.1101  11.9446 0.623191 -4.31465	-4.18107e-10     -9.99637
5.35506	0.00113413   0.112028	 35.1131  11.9459 0.624884 -4.31562	-6.68937e-11     -9.99663
5.35606	0.00113478   0.112028	 35.1171  11.9476 0.627123 -4.31666	1.95071e-10     -9.9964
5.35706	0.00113577   0.112027	 35.1211  11.9493 0.629377  -4.3177	-5.57245e-11     -9.99619
5.35806	0.00113487   0.112027	 35.1252  11.9511  0.63165 -4.31875	3.78857e-10    -9.99599
5.35906	0.001134 0.112027	 35.1292  11.9528 0.633884 -4.31979	-1.72681e-10     -9.99577
5.36006	0.00113405   0.112026	 35.1332  11.9545 0.636119 -4.32082	-6.68314e-11     -9.99557
5.36106	0.00113358   0.112026	 35.1372  11.9563 0.638375 -4.32185	2.78409e-10    -9.99536
5.36206	0.00111482   0.112025	 35.1426  11.9587 0.641369 -4.32298	-9.46405e-11     -9.99516
5.36306	0.00113187   0.112025	 35.1454  11.9598 0.642912  -4.3239	5.56594e-12    -9.99497
5.36406	0.00113029   0.112024	 35.1494  11.9615 0.645155 -4.32492	2.6711e-10   -9.99477
5.36506	0.00112978   0.112024	 35.1534  11.9633 0.647387 -4.32594	-5.34106e-10     -9.99457
5.36606	0.00112286   0.112023	 35.1579  11.9652 0.649862 -4.32698	9.45613e-11    -9.99438
5.36706	0.00112824   0.112023	 35.1615  11.9668 0.651899 -4.32796	3.89232e-10    -9.99377
5.3681	0.000820311    0.112022	 35.1658  11.9686 0.654271 -4.32898	-1.66776e-11     -9.99358
5.3691	0.000825576    0.112022	 35.1695  11.9702 0.656335 -4.32995	-2.22318e-10     -9.99339
5.37007	0.000807204    0.112021	 35.1736   11.972 0.658612 -4.33096	8.3349e-11   -9.99316
5.37107	0.0011088  0.112021	 35.1786  11.9742  0.66137 -4.33202	2.9999e-10   -9.99298
5.37211	0.000814723    0.112021	 35.1816  11.9754 0.663056 -4.33293	2.05499e-10    -9.99278
5.37312	0.0008119   0.11202	 35.1861  11.9774 0.665576 -4.33396	3.44266e-10    -9.99258
5.3741	0.000807194     0.11202	 35.1901  11.9791 0.667799 -4.33494	2.22052e-11    -9.99238
5.3751	0.000809299     0.11202	 35.1942  11.9809 0.670065 -4.33591	-1.38748e-10     -9.99218
5.37611	0.000819367    0.112019	 35.1984  11.9827 0.672381  -4.3369	2.21946e-11    -9.99203
5.3771	0.000806302    0.112019	 35.2013   11.984 0.674031  -4.3378	-5.54719e-12     -9.99183
5.3781	0.000808435    0.112022	 35.2061   11.986 0.676665 -4.33882	4.02167e-10    -9.99163
5.3791	0.000807939    0.112021	 35.2073  11.9864 0.677379 -4.33976	-2.45769e-10     -9.99166
5.38011	0.000806834    0.112021	 35.2112  11.9881 0.679569 -4.34071	2.29007e-10    -9.99147
5.3811	0.000807661    0.112021	 35.2152  11.9898 0.681774 -4.34167	8.37809e-11    -9.99128
5.3821	0.000808739    0.112021	  35.219  11.9915 0.683899 -4.34261	-1.28461e-10      -9.9911
5.3831	0.000805532     0.11202	 35.2229  11.9931 0.686032 -4.34354	1.39627e-10    -9.99091
5.3841	0.00083527    0.11202	  35.227  11.9949 0.688309 -4.34449	8.93582e-11    -9.99073
5.3851	0.000826293     0.11202	 35.2292  11.9958 0.689576 -4.34534	-2.79236e-11      -9.9906
5.3861	0.00108006    0.11202	 35.2329  11.9974 0.691643 -4.34626	5.02607e-11    -9.99043
5.38707	0.000805392     0.11202	 35.2388       12 0.694839  -4.3473	-3.23889e-10     -9.99023
5.38811	0.00108632   0.112019	 35.2419  12.0013 0.696613 -4.34819	2.62451e-10    -9.99006
5.3891	0.00107714   0.112019	 35.2458   12.003 0.698773 -4.34911	1.28427e-10    -9.98984
5.3901	0.00107521   0.112019	 35.2502  12.0049 0.701163 -4.35005	-1.34004e-10     -9.98963
5.3911	0.00110207   0.112019	  35.254  12.0065 0.703285 -4.35096	2.67994e-10    -9.98945
5.3921	0.00110021   0.112019	 35.2599   12.009 0.706575 -4.35268	-1.33989e-10     -9.98918
5.3931	0.00112663   0.112019	 35.2599   12.009 0.706575 -4.35268	-1.61897e-10     -9.98915
5.39411	0.00109678   0.112018	 35.2655  12.0115 0.709725 -4.35416	1.61889e-10    -9.98903
5.3951	0.00112361   0.112018	 35.2655  12.0115 0.709725 -4.35416	8.3729e-11   -9.98866
5.3961	0.00112053   0.112018	 35.2697  12.0131 0.712026 -4.35529	-2.90248e-10     -9.98868
5.3971	0.00116936   0.112018	 35.2736  12.0148 0.714204 -4.35619	6.69761e-11     -9.9885
5.3981	0.00108931   0.112018	 35.2744   12.015 0.714675 -4.35692	6.13915e-11    -9.98844
5.3991	0.00105671   0.112018	 35.2831   12.019 0.719383 -4.35805	4.46448e-11    -9.98813
5.40007	0.000838939    0.112018	 35.2887  12.0215 0.722465 -4.35902	3.34834e-11    -9.98831
5.40111	0.000821979    0.112018	 35.2892  12.0215 0.722802 -4.35974	-3.62694e-10     -9.98791
5.4021	0.0010506  0.112017	 35.2939  12.0236 0.725363 -4.36065	-2.12018e-10     -9.98765
5.4031	0.0010765  0.112017	 35.2999  12.0263 0.728661 -4.36163	-7.25266e-11     -9.98741
5.40407	0.000793525    0.112017	 35.2997  12.0263 0.728665 -4.36208	1.11571e-11    -9.98723
5.4051	0.00113732   0.112017	 35.3066  12.0291  0.73237 -4.36331	-5.5781e-12    -9.98709
5.40606	0.000784409    0.112017	 35.3057  12.0285 0.731945 -4.36397	-1.506e-10   -9.98712
5.40711	0.00106848   0.112017	 35.3168  12.0334 0.738002 -4.36583	-5.07527e-10     -9.98677
5.4081	0.0010701  0.112017	 35.3168  12.0334 0.738002 -4.36583	-2.11918e-10     -9.98666
5.40911	0.00111636   0.112017	 35.3212  12.0352 0.740524  -4.3674	-2.11896e-10     -9.98636
5.4101	0.00103911   0.112017	 35.3212  12.0352 0.740524  -4.3674	-2.11884e-10     -9.98646
5.4111	0.00108661   0.112017	  35.329  12.0388 0.744768  -4.3684	2.39738e-10    -9.98613
5.4121	0.00103167   0.112017	   35.33   12.039 0.745322 -4.36913	1.61672e-10    -9.98609
5.4131	0.00110625   0.112017	 35.3364  12.0419 0.748836 -4.37006	4.45943e-11    -9.98581
5.4141	0.00103126   0.112016	 35.3359  12.0414 0.748639 -4.37074	3.79025e-10    -9.98584
5.4151	0.00105113   0.112016	 35.3434  12.0449 0.752686 -4.37169	-3.67836e-10     -9.98552
5.4161	0.00104841   0.112016	 35.3458  12.0458  0.75403 -4.37246	-1.11456e-11     -9.98542
5.41706	0.000780151    0.112016	 35.3494  12.0474 0.756003 -4.37327	2.73044e-10    -9.98533
5.41811	0.000779956    0.112016	35.3536 12.0493 0.75835 -4.3741	-2.2287e-11    -9.98515
5.4191	0.000778691    0.112016	 35.3572  12.0508 0.760291  -4.3749	-2.67418e-10       -9.985
5.42008	0.000778085    0.112016	 35.3605  12.0522 0.762158 -4.37569	-3.34237e-11     -9.98482
5.42108	0.000787154    0.112016	 35.3645   12.054 0.764347 -4.37649	-8.35511e-11     -9.98468
5.4221	0.000768148    0.112016	 35.3675  12.0552 0.765996 -4.37727	-5.73658e-10     -9.98453
5.4231	0.000774684    0.112016	 35.3714  12.0569 0.768152 -4.37806	1.89343e-10    -9.98436
5.4241	0.000772999    0.112016	 35.3749  12.0584 0.770066 -4.37884	-2.45006e-10     -9.98421
5.42506	0.00101823   0.112016	 35.3783  12.0598 0.771941 -4.37962	-3.34064e-10     -9.98407
5.4261	0.000768445    0.112016	 35.3817  12.0613 0.773829 -4.38039	-5.56714e-11     -9.98392
5.42712	0.000769723    0.112016	 35.3852  12.0628 0.775754 -4.38116	2.11529e-10    -9.98378
5.4281	0.000767012    0.112016	 35.3885  12.0642 0.777563 -4.38192	5.00936e-11    -9.98365
5.42906	0.00100619   0.112016	 35.3919  12.0656 0.779446 -4.38268	-6.67842e-11     -9.98351
5.43011	0.000764759    0.112016	 35.3952   12.067  0.78128 -4.38344	5.00827e-11    -9.98337
5.4311	0.000783631    0.112016	 35.3986  12.0684 0.783121 -4.38419	1.83616e-10    -9.98322
5.4321	0.000751565    0.112016	  35.401  12.0694 0.784507 -4.38494	2.16978e-10    -9.98315
5.43304	0.000996413    0.112016	 35.4053  12.0713 0.786818 -4.38569	1.55761e-10    -9.98296
5.43407	0.000768782    0.112016	 35.4085  12.0727 0.788629 -4.38643	-7.23099e-11     -9.98285
5.4351	0.000758797    0.112016	 35.4114  12.0738 0.790224 -4.38716	-3.89318e-11     -9.98274
5.4361	0.000760959    0.112016	 35.4148  12.0753 0.792062  -4.3879	-4.22638e-10     -9.98259
5.43706	0.000989444    0.112016	 35.4183  12.0768 0.793994 -4.38863	4.3927e-10   -9.98244
5.43811	0.000784357    0.112016	 35.4215  12.0782 0.795793 -4.38936	-2.11271e-10     -9.98232
5.4391	0.000742181    0.112016	 35.4237  12.0789 0.796994 -4.39009	3.50225e-10    -9.98225
5.4401	0.000750481    0.112016	 35.4282   12.081 0.799445  -4.3908	2.00103e-10    -9.98202
5.44106	0.000976203    0.112016	 35.4314  12.0823 0.801211 -4.39151	1.61176e-10    -9.98192
5.44212	0.000747142    0.112017	 35.4342  12.0835 0.802804 -4.39223	3.33428e-11     -9.9818
5.44311	0.000756483    0.112017	 35.4378   12.085 0.804746 -4.39293	3.3339e-10   -9.98166
5.4441	0.000743074    0.112017	 35.4406  12.0862 0.806324 -4.39364	-1.38895e-10     -9.98154
5.44506	0.000964484    0.112017	 35.4441  12.0877 0.808246 -4.39433	-8.88822e-11     -9.98138
5.44612	0.000741807    0.112017	 35.4472   12.089 0.809971 -4.39503	-1.38862e-10     -9.98126
5.44711	0.000739159    0.112017	 35.4504  12.0904 0.811685 -4.39572	-2.99906e-10     -9.98114
5.4481	0.000737309    0.112017	 35.4535  12.0917 0.813417 -4.39641	-1.72147e-10     -9.98101
5.44906	0.000953845    0.112017	 35.4566   12.093 0.815133 -4.39709	2.60966e-10    -9.98089
5.45006	0.000755433    0.112017	 35.4597  12.0943 0.816829 -4.39777	-4.49696e-10     -9.98077
5.4511	0.000732068    0.112017	  35.462  12.0951 0.818113 -4.39847	1.11024e-11    -9.98074
5.4521	0.000954324    0.112017	 35.4654  12.0967 0.820006 -4.39912	2.33118e-10    -9.98053
5.45306	0.000954324    0.112017	 35.4681  12.0977 0.821499 -4.39981	1.33196e-10    -9.98048
5.45411	0.000736203    0.112017	 35.4719  12.0994 0.823588 -4.40046	2.49711e-10    -9.98031
5.4551	0.000723797    0.112017	 35.4747  12.1006 0.825133 -4.40113	-3.21809e-10      -9.9802
5.4561	0.000723955    0.112018	  35.478   12.102  0.82693 -4.40177	-8.87636e-11     -9.98005
5.45706	0.000931244    0.112018	  35.481  12.1032 0.828569 -4.40243	5.10328e-10    -9.97994
5.45812	0.000720338    0.112018	  35.484  12.1045 0.830214 -4.40308	-1.55298e-10     -9.97982
5.4591	0.000715473    0.112018	 35.4869  12.1057 0.831846 -4.40372	-7.20936e-11      -9.9797
5.4601	0.000716907    0.112018	   35.49   12.107 0.833524 -4.40436	-2.66159e-10     -9.97958
5.46104	0.000918795    0.112018	 35.4928  12.1082 0.835102   -4.405	1.10886e-10    -9.97948
5.46212	0.000712224    0.112018	 35.4957  12.1094 0.836683 -4.40564	2.43919e-10    -9.97937
5.46311	0.000710836    0.112018	 35.4986  12.1106 0.838298 -4.40627	3.76919e-10    -9.97926
5.4641	0.000708141    0.112018	 35.5015  12.1118 0.839898  -4.4069	2.21689e-10    -9.97915
5.46503	0.000906389    0.112018	 35.5044   12.113  0.84149 -4.40752	-4.43324e-11     -9.97904
5.4661	0.000704986    0.112019	 35.5072  12.1142 0.843057 -4.40814	-1.99471e-10     -9.97893
5.46711	0.00071222   0.112019	 35.5101  12.1154 0.844649 -4.40876	1.32965e-10    -9.97885
5.4681	0.000701867    0.112019	 35.5125  12.1163 0.845987 -4.40937	3.82228e-10    -9.97877
5.46906	0.000701655    0.112022	 35.5153  12.1175 0.847523 -4.40998	2.78935e-10    -9.97867
5.47011	0.000697878    0.112022	  35.517  12.1181 0.848482  -4.4106	-1.56203e-10     -9.97865
5.47111	0.000703805    0.112022	   35.52  12.1194 0.850101 -4.41116	-2.34302e-10     -9.97852
5.47206	0.000701422    0.112022	 35.5229  12.1206 0.851714 -4.41181	3.73763e-10    -9.97843
5.47306	0.000885855    0.112022	 35.5255  12.1217 0.853156 -4.41236	2.90081e-10    -9.97832
5.4741	0.000690643    0.112023	 35.5282  12.1228 0.854678 -4.41298	-2.17559e-10     -9.97822
5.4751	0.000689099    0.112023	 35.5311   12.124 0.856239 -4.41353	-5.57835e-11     -9.97808
5.47612	0.000686706    0.112023	 35.5338  12.1251 0.857725 -4.41411	4.46263e-11    -9.97798
5.4771	0.000685012    0.112023	 35.5365  12.1263 0.859242 -4.41469	-5.57823e-12     -9.97788
5.47812	0.000684248    0.112023	 35.5393  12.1274 0.860753 -4.41527	-1.05985e-10     -9.97778
5.4791	0.000681197    0.112024	 35.5419  12.1285  0.86222 -4.41584	2.6775e-10   -9.97768
5.4801	0.000678585    0.112024	 35.5446  12.1296 0.863695 -4.41641	4.12776e-10    -9.97758
5.48111	0.000677394    0.112024	 35.5472  12.1307 0.865163 -4.41697	-4.23928e-10     -9.97748
5.48213	0.000674016    0.112024	 35.5498  12.1318 0.866597 -4.41753	3.45833e-10    -9.97738
5.4831	0.00067342   0.112024	 35.5525  12.1329  0.86809 -4.41809	8.92462e-11    -9.97728
5.48411	0.000678344    0.112024	 35.5551   12.134 0.869527 -4.41864	-2.23114e-10     -9.97721
5.4851	0.00068705   0.112025	 35.5577   12.135 0.870966 -4.41923	-7.80892e-11     -9.97713
5.4861	0.000682635    0.112025	 35.5603  12.1359 0.872379 -4.41984	-7.80888e-11     -9.97709
5.48707	0.000657104    0.112025	 35.5625  12.1369 0.873598 -4.42034	1.33865e-10    -9.97699
5.48811	0.000668708    0.112025	 35.5653  12.1382 0.875154  -4.4208	-3.62546e-10     -9.97683
5.48906	0.000841177    0.112025	 35.5681  12.1392 0.876685  -4.4214	2.73302e-10    -9.97675
5.4901	0.000658404    0.112026	 35.5704  12.1403 0.877974 -4.42187	2.231e-11  -9.97663
5.4911	0.000656658    0.112026	 35.5729  12.1413 0.879371  -4.4224	-3.84845e-10     -9.97654
5.4921	0.000653684    0.112026	 35.5754  12.1423 0.880743 -4.42292	-1.729e-10   -9.97644
5.4931	0.0006519  0.112026	 35.5779  12.1433 0.882087 -4.42343	2.67713e-10    -9.97635
5.4941	0.000650027    0.112026	 35.5804  12.1443 0.883472 -4.42395	2.23092e-11    -9.97626
5.4951	0.000647679    0.112027	 35.5827  12.1453  0.88479 -4.42446	-2.90017e-10     -9.97618
5.4961	0.000645885    0.112027	 35.5852  12.1463 0.886169 -4.42497	-1.95202e-10     -9.97609
5.49706	0.000643633    0.112027	 35.5876  12.1473 0.887466 -4.42547	1.39429e-10      -9.976
5.4981	0.000640351    0.112027	 35.5899  12.1482 0.888744 -4.42596	      -0 -9.97592
5.49911	0.000639246    0.112027	 35.5924  12.1492 0.890119 -4.42647	-3.90394e-10     -9.97583
5.50007	0.000652599    0.112028	 35.5947  12.1502 0.891398 -4.42696	-1.17117e-10     -9.97574
5.50112	0.000633842    0.112028	 35.5968  12.1509  0.89258 -4.42754	2.45389e-10    -9.97577
5.5021	0.00063183   0.112028	 35.5994   12.152  0.89404 -4.42798	-7.25001e-11     -9.97561
5.5031	0.000630252    0.112028	 35.6016   12.153 0.895264 -4.42841	-1.22691e-10      -9.9755
5.50407	0.000634467    0.112028	 35.6039  12.1539 0.896506 -4.42888	3.29033e-10    -9.97543
5.50506	0.000640872    0.112029	 35.6063  12.1548 0.897884 -4.42942	3.06724e-10    -9.97537
5.5061	0.000622957    0.112029	 35.6061  12.1548 0.897788  -4.4296	-2.11915e-10     -9.97521
5.5071	0.000622686    0.112029	 35.6108  12.1567 0.900358 -4.43031	-2.78834e-10     -9.97517
5.50812	0.00061928   0.112029	 35.6129  12.1576 0.901518 -4.43076	1.72876e-10    -9.97509
5.5091	0.000616378    0.112029	 35.6151  12.1584 0.902723 -4.43122	4.12668e-10    -9.97501
5.51011	0.000614651     0.11203	 35.6173  12.1593 0.903954 -4.43167	2.50944e-10    -9.97493
5.51111	0.000612178     0.11203	 35.6194  12.1602 0.905147 -4.43212	-7.24945e-11     -9.97486
5.51212	0.000610055     0.11203	 35.6216  12.1611 0.906324 -4.43257	-7.2494e-11    -9.97478
5.51306	0.00060788    0.11203	 35.6237  12.1619 0.907525 -4.43302	1.5614e-10   -9.97471
5.5141	0.000605048     0.11203	 35.6258  12.1627 0.908663 -4.43345	-3.2343e-10    -9.97463
5.5151	0.000603331    0.112031	  35.628  12.1636 0.909902  -4.4339	-1.6729e-10    -9.97456
5.5161	0.000600883    0.112031	   35.63  12.1644 0.911011 -4.43432	-3.9034e-11    -9.97448
5.51706	0.000603679    0.112031	  35.632  12.1653 0.912139 -4.43475	-1.17101e-10     -9.97443
5.51811	0.00059745   0.112031	 35.6338  12.1659 0.913146  -4.4352	-3.8476e-10    -9.97439
5.5191	0.000600842    0.112031	 35.6365   12.167 0.914662 -4.43568	-5.5762e-12    -9.97432
5.52006	0.00059364   0.112032	 35.6385  12.1678 0.915761  -4.4361	2.95536e-10    -9.97425
5.52106	0.00060659   0.112032	 35.6401  12.1685  0.91667 -4.43644	-1.50555e-10     -9.97415
5.52206	0.000732368    0.112032	 35.6425  12.1692 0.917987 -4.43703	-3.84759e-10     -9.97435
5.5231	0.000583964    0.112032	 35.6445  12.1702  0.91909 -4.43734	2.89954e-10    -9.97404
5.5241	0.000582168    0.112032	 35.6459  12.1708 0.919873 -4.43763	-2.17463e-10     -9.97391
5.5251	0.000580332    0.112033	 35.6479  12.1716 0.921017 -4.43804	-1.05943e-10     -9.97385
