Timestep 	 x_error[2] 	 command torques[4] 	 f contact[2]
17.5061	7.08862e-05    0.112371	-0.826253  -3.73799 -0.082565  -3.83149	3.81269e-11    -9.76982
17.5071	7.15155e-05    0.112374	 -0.826849   -3.74064 -0.0840663   -3.83361	-1.08904e-11     -9.77032
17.5081	7.01377e-05    0.112378	 -0.823175   -3.74161 -0.0832928    -3.8364	1.08869e-11    -9.77093
17.5091	4.11219e-05    0.112381	 -0.819383   -3.74253 -0.0824595   -3.83919	5.4414e-12   -9.77154
17.5101	7.40113e-05    0.112384	 -0.811714   -3.74193 -0.0795622    -3.8426	1.08782e-11    -9.77225
17.5111	7.32964e-05    0.112387	-0.812259  -3.74448 -0.081037  -3.84463	-1.08727e-11     -9.77267
17.5121	7.43434e-05    0.112391	  -0.80848   -3.74535 -0.0802113   -3.84735	5.4334e-12   -9.77322
17.5131	0.000142798    0.112393	-0.804759  -3.74622 -0.079418  -3.85005	2.17302e-11    -9.77464
17.5141	9.62152e-05    0.112397	 -0.810348   -3.75071 -0.0836047   -3.85122	1.0853e-11   -9.77404
17.5151	4.51829e-05    0.112404	 -0.799574   -3.74881 -0.0790563   -3.85501	-0 -0
17.5162	9.97997e-05    0.112407	 -0.87888  -3.75778 -0.149078  -3.82136	5.45051e-12    -9.75819
17.5171	4.65891e-05     0.11241	  -0.630355    -3.63981 0.000255272    -3.82483	3.26054e-11    -9.72962
17.5181	0.00010472   0.112414	 -0.623729   -3.64025 0.00261263   -3.82879	-1.63021e-11     -9.73106
17.5191	4.43922e-05    0.112417	 -0.622645   -3.64266 0.00219613   -3.83172	1.08661e-11    -9.73197
17.5201	4.68674e-05    0.112421	-0.616564  -3.64325 0.0043791  -3.83553	      -0 -9.73324
17.5211	0.000149601    0.112424	 -0.614809   -3.64547 0.00425405   -3.83861	-5.43066e-12     -9.73434
17.5221	7.37744e-05    0.112428	 -0.626656    -3.6529 -0.0031393   -3.83943	1.62866e-11    -9.73502
17.5231	4.83631e-05    0.112431	 -0.614104    -3.6509 0.00250037   -3.84419	1.08537e-11    -9.73633
17.5241	4.77119e-05    0.112435	 -0.608861   -3.65172 0.00423131   -3.84775	      -0 -9.73746
17.5251	0.000148464    0.112438	 -0.606498   -3.65362 0.00442581    -3.8508	1.08438e-11    -9.73847
17.5261	6.96727e-05    0.112442	  -0.618136    -3.66088 -0.00287527    -3.85155	5.41885e-12    -9.73906
17.5271	4.92278e-05    0.112445	  -0.60449   -3.65838 0.00335004   -3.85637	-1.62468e-11     -9.74033
17.5281	4.91934e-05    0.112449	 -0.599562   -3.65923 0.00491153   -3.85976	-1.62362e-11     -9.74136
17.5291	0.000550862    0.112449	 -0.597271   -3.66106 0.00506179   -3.86269	2.70408e-11    -9.74228
17.5301	0.000140201    0.112458	   -0.606385      -3.6674 -0.000976208     -3.86386	1.08761e-11    -9.74192
17.5311	5.23009e-05    0.112462	  -0.606755    -3.66644 -0.00371651    -3.86799	-5.43981e-12     -9.74527
17.5321	5.47635e-05    0.112466	  -0.596406    -3.66511 0.000745161    -3.87212	-2.176e-11   -9.74638
17.5331	5.52415e-05     0.11247	 -0.593894   -3.66675 0.00100345   -3.87494	1.63192e-11    -9.74719
17.5341	8.6602e-05   0.112473	   -0.594658     -3.66974 -0.000559769      -3.8773	1.08784e-11    -9.74797
17.5351	5.55925e-05    0.112477	-0.588859  -3.66996 0.0015268   -3.8805	2.71914e-11    -9.74875
17.5361	8.50209e-05    0.112481	  -0.58561   -3.67128 0.00217212   -3.88338	-1.08742e-11     -9.74954
17.5371	0.000256699    0.112483	  -0.586284    -3.67407 0.000719458    -3.88559	      -0 -9.75015
17.5381	0.000221523    0.112487	 -0.606156    -3.6842 -0.0110323   -3.88468	-5.43338e-12     -9.75013
17.5391	0.000109156    0.112492	  -0.598168    -3.68363 -0.00785574    -3.88823	      -0 -9.75014
17.5401	0.000113644    0.112496	 -0.579533   -3.67897 0.00102946    -3.8935	-5.42718e-12     -9.75139
17.5411	0.000107725    0.112496	-0.576062   -3.6801 0.0017965  -3.89628	5.84759e-12    -10.4612
17.5421	0.000110114    0.112491	-0.417987  -3.62339  0.100983  -3.90046	-5.55776e-12     -9.94481
17.5431	0.000103943    0.112487	-0.423659  -3.61798 0.0952115  -3.90519	-1.1117e-11    -9.94861
17.5441	4.76039e-05    0.112483	-0.430203  -3.62426 0.0909854   -3.9079	-5.55755e-12     -9.95024
17.5451	0.000144694    0.112479	 -0.43134  -3.62838 0.0896559  -3.91144	5.55811e-12    -9.95292
17.5461	0.000192809    0.112476	-0.450481  -3.63942 0.0786074   -3.9121	1.1113e-11   -9.95422
17.5471	0.000211356    0.112472	-0.463001  -3.64787 0.0711268  -3.91375	1.11095e-11    -9.95572
17.5481	0.000209465    0.112468	-0.471883  -3.65488 0.0655967  -3.91593	-5.5525e-12    -9.95721
17.5491	8.63298e-05    0.112462	-0.478382  -3.66095 0.0613382  -3.91847	1.10982e-11    -9.95847
17.5501	0.00011337   0.112458	-0.472254  -3.66223 0.0638489  -3.92303	-1.10888e-11      -9.9598
17.5511	2.88821e-05    0.112453	-0.474691  -3.66656 0.0618473  -3.92603	      -0 -9.96207
17.5521	2.86056e-05    0.112449	-0.473988  -3.66978 0.0614864  -3.92959	      -0 -9.96371
17.5531	7.7374e-05   0.112445	-0.480089  -3.67558 0.0574444  -3.93204	1.66067e-11    -9.96512
17.5541	7.66278e-05    0.112444	-0.493558  -3.68425 0.0493823  -3.93334	-0 -0
17.5551	5.55657e-05     0.11244	  -0.547349    -3.67914 -0.00537872    -3.89977	2.22224e-11    -9.94603
17.5561	5.59653e-05    0.112436	-0.331822  -3.57277  0.124842  -3.90534	5.54094e-12    -9.92191
17.5571	2.69869e-05    0.112432	-0.338629  -3.57941  0.120466  -3.90832	5.54192e-12    -9.92473
17.5581	2.85933e-05    0.112428	-0.342583  -3.58496  0.117712  -3.91177	-5.53995e-12     -9.92589
17.5591	4.28414e-05    0.112424	-0.34957 -3.59164 0.113319  -3.9147	      -0 -9.92784
17.5601	6.92133e-05    0.112421	-0.358537  -3.59904  0.107844  -3.91728	      -0 -9.92975
17.5611	0.000126394    0.112417	-0.36846 -3.60677 0.101845 -3.91966	5.53774e-12    -9.93232
17.5621	2.90794e-05    0.112413	-0.382095  -3.61589 0.0938245  -3.92142	      -0 -9.93302
17.5631	2.81905e-05    0.112409	-0.376169  -3.61747 0.0964033  -3.92618	-1.10616e-11     -9.93518
17.5641	2.62103e-05    0.112405	-0.382163  -3.62359 0.0925198  -3.92904	2.21106e-11    -9.93689
17.5651	0.000175327    0.112402	-0.388065  -3.62964  0.088683  -3.93188	5.52693e-12     -9.9394
17.5661	5.89108e-05    0.112397	-0.411877  -3.64252 0.0751245  -3.93188	-3.31235e-11     -9.93987
17.5671	0.000507492    0.112393	-0.403072  -3.64286 0.0792504  -3.93692	-0 -0
17.5681	0.000560726    0.112392	-0.268613  -3.54629  0.139447  -3.90536	5.29291e-12    -9.48526
17.5691	6.57488e-05    0.112388	-0.260173  -3.56197  0.148946  -3.90786	-1.65724e-11     -9.89994
17.5701	6.82431e-05    0.112385	-0.26732 -3.55786 0.142515 -3.91305	1.65754e-11    -9.90352
17.5711	0.00056635   0.112381	-0.274727  -3.56503  0.137983  -3.91622	5.52524e-12     -9.9057
17.5721	0.000159831    0.112378	-0.28207 -3.57208 0.133469 -3.91934	5.52612e-12    -9.90857
17.573	0.000194432    0.112375	-0.299317  -3.58288  0.123569  -3.92089	      -0 -9.91046
17.5741	0.000149032    0.112371	-0.30984 -3.59105 0.117312 -3.92341	     -0 -9.9124
17.5751	0.000151338    0.112367	-0.310276  -3.59534  0.116532  -3.92745	-1.65709e-11      -9.9146
17.5761	0.000203359    0.112364	-0.316343  -3.60174  0.112686  -3.93058	1.65662e-11    -9.91659
17.5771	0.000205961     0.11236	-0.328288  -3.61035  0.105639  -3.93274	-1.65599e-11     -9.91836
17.5781	0.000258506    0.112357	-0.334041  -3.61655  0.101953  -3.93582	-1.10352e-11     -9.92028
17.5791	0.000212878    0.112353	-0.345382  -3.62484 0.0952218  -3.93798	5.51478e-12    -9.92198
17.5801	0.000216038    0.112349	-0.344871  -3.62858 0.0949346  -3.94194	5.51175e-12      -9.924
17.5811	0.000104875    0.112347	-0.349891   -3.6344 0.0916335  -3.94499	1.18841e-11    -10.6353
17.5821	0.00012556   0.112344	-0.394123  -3.62553   0.04165  -3.91392	2.64933e-11    -9.48389
17.5831	0.000555762     0.11234	-0.164622  -3.52348  0.182461  -3.91556	1.10355e-11    -9.87809
17.5841	6.79684e-05    0.112337	-0.163706  -3.52529   0.18202   -3.9207	5.518e-12  -9.88117
17.5851	9.11028e-05    0.112334	-0.171694  -3.53293  0.177271  -3.92409	5.51787e-12    -9.88374
17.5861	7.7573e-05    0.11233	-0.181498   -3.5412  0.171521  -3.92712	5.51699e-12      -9.886
17.5871	8.3856e-05   0.112327	-0.187158  -3.54785  0.168026  -3.93075	1.65472e-11    -9.88832
17.5881	0.000282377    0.112325	-0.194247  -3.55499  0.163752   -3.9341	-5.5163e-12    -9.89147
17.5891	0.000161892     0.11232	-0.226331  -3.57164  0.145797  -3.93361	1.65417e-11    -9.89285
17.5901	0.000168984    0.112317	-0.216356  -3.57221  0.150815  -3.93946	-5.51035e-12     -9.89499
17.5911	0.000168816    0.112313	-0.222123   -3.5787  0.147242  -3.94284	      -0 -9.89718
17.5921	0.000173531     0.11231	-0.228514  -3.58541   0.14332  -3.94609	1.10097e-11    -9.89932
17.5931	0.000222697    0.112307	-0.234679    -3.592  0.139516  -3.94932	-1.10084e-11     -9.90217
17.5941	0.00015118   0.112303	-0.246157  -3.60057  0.132798  -3.95171	1.10017e-11    -9.90413
17.5951	0.000139003    0.112303	 -0.2421 -3.60318 0.134578 -3.95639	-0 -0
17.5961	0.000143467    0.112299	-0.324671  -3.61153 0.0617217  -3.92384	-1.10468e-11     -9.88946
17.5971	0.000245699    0.112296	-0.0729647   -3.48848   0.215009   -3.92931	-1.1017e-11    -9.86363
17.5981	0.000177506    0.112293	-0.0921455   -3.50054   0.204116   -3.93117	-1.65263e-11     -9.86594
17.5991	0.000305898     0.11229	-0.0905159   -3.50468   0.204718   -3.93615	      -0 -9.86874
17.6001	0.000185729    0.112286	-0.112871  -3.51787  0.192165  -3.93746	1.6525e-11   -9.87086
17.6011	0.00026888   0.112284	-0.105485  -3.51975  0.195909  -3.94321	-1.65231e-11     -9.87375
17.6021	0.000196897     0.11228	-0.122559  -3.53086   0.18624  -3.94521	1.10131e-11    -9.87594
17.6032	0.00018402   0.112277	-0.11982 -3.53442 0.187417 -3.95015	      -0 -9.87859
17.6041	0.000240106    0.112274	-0.124421  -3.54072  0.184578  -3.95394	-1.10022e-11      -9.8803
17.6051	0.000290614    0.112271	  -0.137 -3.54998 0.177357 -3.95646	-1.10017e-11     -9.88316
17.6061	0.000279495    0.112268	-0.149161  -3.55904  0.170355  -3.95899	1.09969e-11    -9.88535
17.6071	0.000376095    0.112265	-0.153032  -3.56492  0.167898  -3.96271	-5.49546e-12     -9.88765
17.6081	0.00026218   0.112261	-0.169974   -3.5757  0.158249  -3.96442	-0 -0
17.6091	0.000269403    0.112261	-0.161669  -3.57692  0.162471  -3.96989	1.77738e-11      -10.61
17.6101	0.000280606    0.112258	-0.187162  -3.60909  0.150643  -3.97351	      -0 -9.89528
17.6111	0.000284879    0.112255	-0.194169  -3.60423  0.144229  -3.97871	1.10538e-11    -9.89965
17.6121	0.00024001   0.112252	-0.199305  -3.61037   0.14105  -3.98193	1.10559e-11    -9.90237
17.6131	0.000342293     0.11225	-0.198067  -3.61402  0.141366  -3.98605	1.65841e-11    -9.90454
17.6141	0.000399569    0.112247	-0.213867  -3.62403  0.132305  -3.98756	-5.52744e-12     -9.90609
17.6151	0.000426693    0.112244	-0.22448 -3.63205 0.126092  -3.9898	-5.52668e-12     -9.90783
17.6161	0.000384106    0.112241	-0.231229  -3.63858  0.121992  -3.99257	3.86784e-11    -9.90958
17.6171	0.000275786    0.112237	-0.229472  -3.64187  0.122583  -3.99658	      -0 -9.91152
17.6181	0.000449114    0.112235	-0.222138  -3.64315  0.126192  -4.00147	-5.52236e-12     -9.91378
17.6191	0.000335689    0.112232	-0.240449  -3.65385  0.115748  -4.00233	2.20707e-11    -9.91422
17.6201	0.00034649   0.112229	-0.232528  -3.65474  0.119729  -4.00714	-5.51517e-12     -9.91635
17.6212	0.000348893    0.112226	-0.236134  -3.65992  0.117358  -4.01018	5.51453e-12    -9.91877
17.6221	0.000321511    0.112223	-0.239398  -3.66495  0.115173  -4.01324	1.10228e-11    -9.92048
17.6231	0.000352248    0.112223	-0.238601  -3.66842  0.115225  -4.01686	-1.10874e-11     -9.92122
17.6241	0.000354236     0.11222	-0.288748  -3.65959 0.0617661    -3.984	-5.53142e-12      -9.8998
17.6251	0.000331018    0.112217	-0.0605745     -3.548   0.200959   -3.98861	5.51795e-12    -9.87733
17.6261	0.000364759    0.112215	-0.0624733   -3.55314   0.199602   -3.99254	-2.20717e-11     -9.87966
17.6271	0.000374922    0.112212	-0.07131  -3.5609 0.194509 -3.99547	-2.75874e-11     -9.88178
17.6281	0.00037004   0.112209	-0.0774967   -3.56762   0.190875   -3.99874	1.10333e-11    -9.88389
17.6291	0.00035955   0.112207	-0.081379  -3.57343  0.188515  -4.00229	-1.10314e-11     -9.88615
17.6301	0.000382583    0.112204	-0.0850105   -3.57912   0.186288   -4.00584	      -0 -9.88824
17.6311	0.000389847    0.112201	-0.0919807   -3.58601   0.182211   -4.00884	1.65368e-11    -9.89024
17.6321	0.000380934    0.112199	-0.0970488   -3.59215   0.179184   -4.01208	-5.51245e-12     -9.89307
17.6331	0.000421947    0.112196	-0.100062  -3.59749  0.177292  -4.01558	1.65234e-11    -9.89437
17.6341	0.000901343    0.112193	-0.110238  -3.60552  0.171407  -4.01801	      -0 -9.89616
17.6351	0.000430135    0.112191	-0.112842  -3.61056  0.169754  -4.02143	2.75081e-11    -9.89809
17.6361	0.000911852    0.112188	-0.116781  -3.61613  0.167338  -4.02465	1.09962e-11        -9.9
17.6371	0.000923977    0.112185	-0.120963  -3.62175  0.164787   -4.0278	-0 -0
17.6381	0.000884197    0.112185	-0.129487  -3.64659  0.161321  -4.03262	2.21124e-11    -9.90406
17.6391	0.00045929   0.112183	-0.129487  -3.64659  0.161321  -4.03262	-3.86953e-11     -9.90434
17.6401	0.000457054    0.112181	-0.137893  -3.65363  0.156418  -4.03504	5.52806e-12    -9.90593
17.6411	0.000495798    0.112178	-0.140201  -3.65842  0.154907   -4.0383	-5.52801e-12     -9.90771
17.6421	0.000942773    0.112176	-0.147233  -3.66493  0.150765  -4.04083	1.65826e-11    -9.90931
17.6431	0.000464029    0.112173	-0.146655  -3.66857  0.150854  -4.04444	5.52684e-12    -9.91111
17.6441	0.000957107    0.112171	-0.147974   -3.6729  0.149887  -4.04773	      -0 -9.91285
17.6451	0.00047901   0.112169	-0.152724  -3.67846  0.147013  -4.05047	      -0 -9.91449
17.6461	0.000971926    0.112166	-0.153841  -3.68265  0.146159  -4.05372	      -0 -9.91609
17.6471	0.000978693    0.112164	-0.158322  -3.68805  0.143434  -4.05642	1.1041e-11   -9.91759
17.6481	0.000985409    0.112161	-0.16083 -3.69268 0.141806 -4.05938	-5.51804e-12     -9.91914
17.6491	0.000977924    0.112159	-0.163195  -3.69724  0.140256  -4.06232	-5.51559e-12     -9.92075
17.6501	0.000970009    0.112156	-0.163804   -3.7011  0.139685  -4.06548	-5.51236e-12     -9.92225
17.6511	0.000545021    0.112154	-0.164283   -3.7049  0.139188  -4.06862	      -0 -9.92374
17.6521	0.000560335    0.112155	-0.170349  -3.71074  0.135579  -4.07092	5.54261e-12    -9.92483
17.6531	0.00100841   0.112152	-0.209945  -3.69611 0.0879809   -4.0386	1.65892e-11    -9.90228
17.6541	0.000998582     0.11215	0.0218731  -3.58284  0.229688  -4.04296	-5.51664e-12     -9.88053
17.6551	0.000570203    0.112148	0.0193508  -3.58805  0.228167  -4.04649	-5.51641e-12     -9.88256
17.6561	0.000577314    0.112146	0.0110335  -3.59545  0.223491  -4.04923	-2.75791e-11     -9.88447
17.6571	0.000570597    0.112144	0.00631713   -3.60147   0.220823   -4.05244	1.65454e-11    -9.88655
17.6581	0.00057963   0.112141	0.00327412   -3.60684   0.219087   -4.05586	2.20558e-11    -9.88854
17.6591	0.000583135    0.112139	-0.00156028    -3.61285    0.216346    -4.05897	2.20569e-11    -9.89118
17.6601	0.000591812    0.112137	-0.00510935    -3.61833    0.214324    -4.06222	1.65377e-11     -9.8931
17.6611	0.000691458    0.112135	-0.00924804      -3.624    0.211972    -4.06534	5.51056e-12    -9.89496
17.6621	0.000628983    0.112133	-0.0237103   -3.63343   0.203827   -4.06693	3.3049e-11   -9.89647
17.6631	0.000616047    0.112131	-0.0188691   -3.63569   0.206501   -4.07124	1.65164e-11    -9.89851
17.6641	0.000623576    0.112128	-0.020474  -3.64031  0.205561  -4.07459	-1.1005e-11    -9.90035
17.6651	0.000721491    0.112127	-0.0239316   -3.64558   0.203586   -4.07764	-3.84939e-11     -9.90209
17.6662	0.000691516    0.112127	-0.0376618    -3.6546    0.19584   -4.07917	1.65793e-11    -9.90255
17.6671	0.000646602    0.112125	-0.0450441   -3.65719   0.190071   -4.08371	2.76439e-11    -9.90696
17.6681	0.000654006    0.112123	-0.0424403   -3.66012   0.191488   -4.08747	      -0 -9.90878
17.6691	0.00111285   0.112123	-0.04527 -3.66499 0.189846 -4.09041	-5.5295e-12    -9.91037
17.6702	0.000753724    0.112119	-0.0516374   -3.67129   0.186183   -4.09291	      -0 -9.91122
17.6711	0.000679077    0.112117	-0.0554037   -3.67627   0.184044   -4.09553	1.10573e-11    -9.91328
17.6721	0.000684453    0.112115	-0.0524569   -3.67892   0.185652   -4.09917	1.65837e-11    -9.91498
17.6731	0.000781622    0.112114	-0.0547252   -3.68346   0.184328   -4.10204	      -0 -9.91646
17.6741	0.000711345    0.112111	-0.0672149   -3.69173   0.177247   -4.10342	1.65751e-11    -9.91755
17.6751	0.000706369    0.112109	-0.0595795   -3.69256   0.181499   -4.10762	5.52331e-12     -9.9193
17.6761	0.000712513    0.112107	-0.0602562   -3.69643   0.181073   -4.11061	3.31269e-11    -9.92075
17.6771	0.000809133    0.112106	-0.0619934   -3.70067   0.180055   -4.11342	      -0 -9.92213
17.6781	0.000788092    0.112104	-0.0737235   -3.70853   0.173399   -4.11476	-5.51573e-12     -9.92315
17.6791	0.000768221    0.112102	-0.0713069   -3.71117   0.174722   -4.11808	1.10199e-11    -9.92386
17.6801	0.000771379    0.112103	-0.0694726   -3.71399    0.17572   -4.12128	1.78669e-11    -10.6557
17.6811	0.000750116    0.112101	-0.11398 -3.70105 0.124619 -4.08946	3.32131e-11    -9.90416
17.6821	0.000804293    0.112099	0.138146 -3.59513 0.282414 -4.09043	1.10408e-11    -9.87811
17.6831	0.000808202    0.112098	0.128427 -3.60291 0.277017 -4.09284	-1.10382e-11     -9.87921
17.6841	0.000803957    0.112096	0.126043 -3.60808 0.275893 -4.09627	      -0 -9.88123
17.6851	0.000812762    0.112094	0.121658 -3.61398 0.273627 -4.09941	3.86344e-11    -9.88386
17.6861	0.000786906    0.112093	0.117049 -3.61992 0.271233 -4.10247	      -0 -9.88503
17.6871	0.000822854    0.112091	0.116488 -3.62436 0.271136 -4.10606	-5.51523e-12     -9.88707
17.6881	0.000831729    0.112089	0.109056 -3.63126  0.26714 -4.10864	5.51339e-12    -9.88879
17.6891	0.000805915    0.112087	0.105159 -3.63684  0.26515 -4.11167	      -0 -9.89128
17.6901	0.00083714   0.112086	0.104652 -3.64115 0.265082 -4.11514	2.20356e-11    -9.89248
17.6911	0.000847494    0.112084	0.0986272  -3.64743  0.261882  -4.11779	1.65186e-11    -9.89414
17.6921	0.000855783    0.112082	0.0946803  -3.65292  0.259863   -4.1207	-1.65096e-11     -9.89585
17.6931	0.000921787    0.112081	0.0911945  -3.65821  0.258104  -4.12362	-1.65077e-11     -9.89822
17.6941	0.000887735    0.112079	0.0811927  -3.66585  0.252634  -4.12561	-1.09925e-11     -9.89898
17.6951	0.000849905    0.112081	0.0832239  -3.66907  0.254008  -4.12922	-0 -0
17.6961	0.000856217    0.112079	0.0119654  -3.66938  0.186149  -4.09876	-2.2088e-11    -9.88264
17.6971	0.00094935   0.112077	0.286162 -3.53657  0.35552 -4.10147	-5.50731e-12     -9.85718
17.6981	0.000886298    0.112076	0.271394 -3.54662 0.347458  -4.1035	-1.6519e-11    -9.85841
17.6991	0.000915807    0.112074	0.273317 -3.55063 0.349027 -4.10785	-1.10127e-11     -9.86096
17.7001	0.000911082    0.112073	0.264432 -3.55854 0.344421 -4.11067	1.10114e-11    -9.86301
17.7011	0.00135148   0.112073	0.259697 -3.56491 0.342186 -4.11402	5.50502e-12    -9.86525
17.7021	0.000949893     0.11207	0.250255 -3.57302 0.337248 -4.11673	-5.50377e-12     -9.86723
17.7031	0.00134115   0.112069	0.248246 -3.57823  0.33657  -4.1203	      -0 -9.86942
17.7041	0.000923109    0.112067	0.246266 -3.58347 0.335902 -4.12389	      -0 -9.87151
17.7051	0.000915549    0.112066	0.239547  -3.5904 0.332525 -4.12678	1.65023e-11    -9.87416
17.7061	0.000936302    0.112064	0.235918 -3.59617 0.330917 -4.13005	     -0 -9.8755
17.7071	0.000963072    0.112063	0.229691 -3.60284 0.327817 -4.13292	1.09877e-11    -9.87745
17.7081	0.000949124    0.112061	0.222864 -3.60968 0.324371 -4.13566	-1.09813e-11     -9.87922
17.7091	0.000941269     0.11206	0.220434  -3.6149 0.323445 -4.13897	1.6471e-11   -9.88187
17.7101	0.00139756   0.112058	0.217496 -3.62028 0.322228 -4.14216	-0 -0
17.7111	0.00140308   0.112059	0.211691 -3.62664 0.319365 -4.14492	-1.10204e-11     -9.88466
17.7121	0.0014091  0.112058	0.197464 -3.63214 0.310153 -4.14869	3.30716e-11    -9.88833
17.7131	0.0014091  0.112058	 0.19369 -3.63769 0.308445 -4.15161	-1.65392e-11     -9.89075
17.7141	0.00105665   0.112056	0.178933 -3.64729 0.300405 -4.15307	-1.10247e-11     -9.89148
17.7151	0.000982247    0.112054	0.183782 -3.64949 0.303637 -4.15699	-5.5132e-12    -9.89399
17.7162	0.00103552   0.112053	0.185178 -3.65307 0.304887 -4.16049	5.51191e-12    -9.89522
17.7171	0.00146482   0.112053	0.177371 -3.65989 0.300844 -4.16269	-1.10244e-11     -9.89725
17.7181	0.00104584   0.112051	0.177238 -3.66404 0.301225 -4.16596	-1.1023e-11    -9.89907
17.7191	0.00100709    0.11205	0.173823 -3.66914 0.299713 -4.16863	      -0 -9.90049
17.7201	0.0012245  0.112049	0.173512 -3.67321 0.299997 -4.17175	      -0 -9.90213
17.7211	0.00106163   0.112047	0.149516 -3.68565  0.28661 -4.17158	      -0 -9.90268
17.7221	0.00102573   0.112046	0.164224 -3.68431 0.295555 -4.17668	      -0 -9.90494
17.7231	0.0010288  0.112045	0.166392  -3.6874 0.297265 -4.18004	-5.50217e-12     -9.90658
17.7241	0.00103818   0.112047	0.164073 -3.69208   0.2964 -4.18275	-0 -0
17.7251	0.00146389   0.112047	0.0898077   -3.6923  0.226559  -4.15192	-5.52708e-12     -9.88893
17.7261	0.00111004   0.112045	0.374508 -3.57238 0.406595 -4.15011	1.10189e-11    -9.85881
17.7271	0.00110963   0.112044	0.371578 -3.57815 0.405548 -4.15366	5.50977e-12     -9.8611
17.7281	0.00111862   0.112043	0.366017 -3.58486 0.403115  -4.1568	-5.50976e-12     -9.86322
17.7291	0.00154081   0.112043	0.359943 -3.59171 0.400383 -4.15982	1.65283e-11    -9.86528
17.7301	0.00113362   0.112041	0.354004 -3.59849 0.397728 -4.16282	5.50882e-12    -9.86731
17.7311	0.00113487    0.11204	0.348876  -3.6049 0.395538 -4.16586	1.65237e-11     -9.8693
17.7321	0.00155654    0.11204	0.343583 -3.61136 0.393254 -4.16885	      -0 -9.87124
17.7331	0.00116269   0.112038	0.339123 -3.61749 0.391454 -4.17191	1.10139e-11    -9.87384
17.7341	0.00111892   0.112037	0.332729 -3.62422  0.38852 -4.17464	-1.10105e-11     -9.87566
17.7351	0.00153613   0.112037	0.332064 -3.62892 0.388932 -4.17812	2.20147e-11    -9.87777
17.7361	0.00115715   0.112035	0.323537 -3.63636 0.384757 -4.18051	      -0 -9.87878
17.7371	0.00112633   0.112034	0.319918 -3.64205 0.383447 -4.18351	3.84896e-11    -9.88121
17.7381	0.00117222   0.112033	0.319184 -3.64668 0.383822 -4.18687	      -0 -9.88257
17.7392	0.00117686   0.112032	0.311215 -3.65381 0.379968  -4.1892	1.64705e-11    -9.88417
17.7401	0.00117828   0.112031	 0.30711 -3.65955 0.378373 -4.19202	-0 -0
17.7411	0.00115041   0.112033	0.526145  -3.5209 0.491674 -4.15895	2.1972e-11   -9.83759
17.7421	0.00118456   0.112032	 0.51166  -3.5264 0.482571 -4.16376	-5.49536e-12     -9.84228
17.7431	0.00120029   0.112031	0.499112 -3.53604 0.476338  -4.1663	5.49604e-12    -9.84445
17.7441	0.00120712   0.112031	0.491791 -3.54374 0.473157 -4.16946	-2.74828e-11     -9.84676
17.7451	0.00121114    0.11203	0.484443  -3.5514  0.46995 -4.17257	3.29807e-11    -9.84902
17.7461	0.00120173   0.112029	 0.47885 -3.55833 0.467761 -4.17582	      -0 -9.85128
17.7471	0.00122092   0.112029	 0.47049 -3.56633 0.463963 -4.17873	2.7482e-11   -9.85344
17.7481	0.00163054   0.112029	 0.46404 -3.57355 0.461275 -4.18181	-1.09916e-11     -9.85561
17.7491	0.00163062   0.112028	0.457917 -3.58058  0.45877 -4.18487	-5.49632e-12     -9.85829
17.7501	0.0012483  0.112027	0.451337 -3.58776 0.455998 -4.18785	1.09908e-11    -9.86041
17.7511	0.00123015   0.112026	0.445789 -3.59443 0.453811 -4.19086	1.64823e-11    -9.86244
17.7521	0.00125424   0.112025	 0.43829 -3.60193 0.450507 -4.19366	-1.64725e-11     -9.86391
17.7531	0.00166096   0.112025	0.432492 -3.60871 0.448186  -4.1966	      -0 -9.86645
17.7541	0.00165832   0.112024	0.427448 -3.61514 0.446299 -4.19957	      -0 -9.86788
17.7551	0.00126232   0.112023	0.421295   -3.622  0.44377 -4.20238	-1.64522e-11     -9.86976
17.7561	0.00166317   0.112023	0.417217 -3.62805 0.442458 -4.20541	-1.09626e-11      -9.8717
17.7571	0.00168588   0.112022	0.410625 -3.63504  0.43968 -4.20812	-0 -0
17.7581	0.00128631   0.112024	0.368142 -3.61991 0.389851 -4.17795	1.65226e-11    -9.85095
17.7591	0.00128433   0.112024	0.618528 -3.49937 0.546243 -4.17938	-5.49511e-12     -9.82967
17.7601	0.00128666   0.112023	0.610919 -3.50747 0.543093 -4.18271	      -0 -9.83218
17.7611	0.0012943  0.112023	0.602441 -3.51588 0.539507  -4.1859	5.49598e-12    -9.83465
17.7621	0.00128206   0.112022	0.595042 -3.52379 0.536538 -4.18915	-2.1984e-11    -9.83707
17.7631	0.00130579   0.112022	0.585276 -3.53263 0.532195  -4.1921	-5.49575e-12     -9.83941
17.7641	0.00130853   0.112021	0.577499 -3.54064 0.529005 -4.19523	-1.09905e-11     -9.84175
17.7651	0.00131333   0.112021	0.569663 -3.54863 0.525774  -4.1983	-5.49583e-12     -9.84456
17.7661	0.00169295   0.112021	0.563138 -3.55605 0.523303 -4.20145	      -0 -9.84687
17.7671	0.00133259    0.11202	 0.55434 -3.56435 0.519506 -4.20433	5.49385e-12    -9.84906
17.7681	0.00172338    0.11202	 0.54651 -3.57218 0.516259 -4.20725	-1.09816e-11     -9.85074
17.7691	0.00173489   0.112019	0.538755 -3.57996 0.513054 -4.21014	5.49067e-12    -9.85333
